Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
138,Chucky Atkins,31,2TM,SG,71,41,1713,226,573,.394,97,274,.354,129,299,.431,.479,129,163,.791,23,97,120,198,43,2,87,152,678,0,,atkinch01
138,Chucky Atkins,31,WAS,SG,28,2,552,66,174,.379,33,92,.359,33,82,.402,.474,22,31,.710,12,33,45,69,14,0,30,58,187,0,,atkinch01
138,Chucky Atkins,31,MEM,PG,43,39,1161,160,399,.401,64,182,.352,96,217,.442,.481,107,132,.811,11,64,75,129,29,2,57,94,491,0,,atkinch01
139,P.J. Brown,36,NOK,C,75,73,2380,269,583,.461,0,0,,269,583,.461,.461,139,168,.827,182,365,547,90,46,50,90,216,677,0,DPOY-13,brownpj01
140,Marvin Williams,19,ATL,PF,79,7,1952,235,531,.443,13,53,.245,222,478,.464,.455,189,253,.747,122,261,383,63,48,24,83,227,672,0,,willima02
141,Nate Robinson,21,NYK,PG,72,26,1544,230,565,.407,58,146,.397,172,419,.411,.458,152,202,.752,56,111,167,147,59,1,114,201,670,0,,robinna01
142,Fred Jones,26,IND,SG,68,2,1837,233,559,.417,63,187,.337,170,372,.457,.473,122,160,.763,18,152,170,154,55,20,107,142,651,0,,jonesfr01
143,Tony Battie,29,ORL,C,82,82,2215,280,552,.507,0,6,.000,280,546,.513,.507,89,134,.664,145,312,457,49,46,69,88,250,649,0,,battito01
144,Chris Duhon,23,CHI,PG,74,38,2155,215,538,.400,100,278,.360,115,260,.442,.493,117,143,.818,28,192,220,373,70,3,117,152,647,1,,duhonch01
145,Sebastian Telfair,20,POR,PG,68,30,1641,228,578,.394,57,162,.352,171,416,.411,.444,130,175,.743,19,101,120,247,66,6,115,167,643,0,,telfase01
146,Brian Cook,25,LAL,PF,81,46,1535,261,511,.511,36,84,.429,225,427,.527,.546,84,101,.832,88,186,274,74,37,32,61,205,642,0,,cookbr01
147,Raef LaFrentz,29,BOS,PF,82,63,2033,238,552,.431,112,286,.392,126,266,.474,.533,51,75,.680,80,326,406,115,29,72,65,273,639,0,,lafrera01
148,Antonio McDyess,31,DET,PF,82,0,1733,285,560,.509,0,2,.000,285,558,.511,.509,68,122,.557,156,280,436,90,46,48,76,220,638,0,6MOY-4,mcdyean01
149,Marquis Daniels,25,DAL,SG,62,29,1766,246,512,.480,4,19,.211,242,493,.491,.484,138,183,.754,81,143,224,172,67,13,100,143,634,0,,daniema01
150,Rashad McCants,21,MIN,SG,79,12,1362,241,535,.450,67,180,.372,174,355,.490,.513,78,106,.736,29,114,143,63,44,22,86,176,627,0,,mccanra01
151,Gary Payton,37,MIA,PG,81,25,2305,230,547,.420,66,230,.287,164,317,.517,.481,100,126,.794,34,199,233,257,71,10,102,169,626,0,,paytoga01
152,Chris Wilcox,23,2TM,C,77,24,1529,257,450,.571,0,2,.000,257,448,.574,.571,112,153,.732,118,292,410,52,33,34,72,183,626,0,,wilcoch01
152,Chris Wilcox,23,LAC,C,48,1,657,90,168,.536,0,2,.000,90,166,.542,.536,38,59,.644,46,127,173,18,15,21,32,103,218,0,,wilcoch01
152,Chris Wilcox,23,SEA,PF,29,23,872,167,282,.592,0,0,,167,282,.592,.592,74,94,.787,72,165,237,34,18,13,40,80,408,0,,wilcoch01
153,Earl Watson,26,2TM,PG,70,10,1578,219,509,.430,110,272,.404,109,237,.460,.538,75,111,.676,24,134,158,289,68,10,136,159,623,0,,watsoea01
153,Earl Watson,26,DEN,PG,46,10,975,121,282,.429,68,172,.395,53,110,.482,.550,37,59,.627,17,69,86,160,37,7,75,95,347,0,,watsoea01
153,Earl Watson,26,SEA,PG,24,0,603,98,227,.432,42,100,.420,56,127,.441,.524,38,52,.731,7,65,72,129,31,3,61,64,276,0,,watsoea01
154,Keith Bogans,25,2TM,SG,72,31,1912,215,544,.395,65,200,.325,150,344,.436,.455,127,186,.683,55,200,255,128,71,9,90,167,622,0,,boganke01
154,Keith Bogans,25,CHA,SG,39,9,848,114,288,.396,33,98,.337,81,190,.426,.453,80,105,.762,29,77,106,45,39,3,41,78,341,0,,boganke01
154,Keith Bogans,25,HOU,SF,33,22,1064,101,256,.395,32,102,.314,69,154,.448,.457,47,81,.580,26,123,149,83,32,6,49,89,281,0,,boganke01
155,Bruce Bowen,34,SAS,SF,82,82,2755,232,536,.433,104,245,.424,128,291,.440,.530,51,84,.607,35,285,320,126,79,30,67,191,619,0,DPOY-2DEF1,bowenbr01
156,John Salmons,26,PHI,SG,82,24,2059,219,521,.420,26,87,.299,193,434,.445,.445,155,200,.775,48,172,220,223,73,13,125,178,619,0,,salmojo01
157,Devin Brown,27,UTA,SG,81,14,1711,207,527,.393,39,118,.331,168,409,.411,.430,158,212,.745,73,134,207,104,44,14,99,153,611,0,,brownde02
158,Chris Mihm,26,LAL,C,59,56,1541,230,459,.501,0,0,,230,459,.501,.501,144,201,.716,137,236,373,61,16,73,83,214,604,0,,mihmch01
159,Ben Wallace,31,DET,C,82,82,2890,237,465,.510,0,4,.000,237,461,.514,.510,123,296,.416,301,622,923,158,146,181,88,164,597,0,DPOY-1ASNBA2DEF1,wallabe01
160,Matt Carroll,25,CHA,SG,78,6,1275,192,476,.403,72,185,.389,120,291,.412,.479,138,168,.821,34,123,157,35,47,11,48,120,594,0,,carroma01
161,Salim Stoudamire,23,ATL,SG,61,1,1236,204,492,.415,82,216,.380,122,276,.442,.498,99,110,.900,12,104,116,75,27,3,82,118,589,0,,stoudsa01
162,Danny Granger,22,IND,SF,78,17,1765,221,478,.462,30,93,.323,191,385,.496,.494,115,148,.777,131,253,384,90,58,62,80,211,587,0,ROY-76MOY-16,grangda01
163,Marko Jarić,27,MIN,PG,75,49,2102,226,566,.399,40,133,.301,186,433,.430,.435,95,138,.688,60,173,233,293,108,21,127,189,587,0,,jaricma01
164,Stromile Swift,26,HOU,C,66,5,1344,225,458,.491,0,2,.000,225,456,.493,.491,136,209,.651,103,188,291,25,38,50,91,198,586,0,,swiftst01
165,Matt Bonner,25,TOR,PF,78,6,1710,209,467,.448,102,243,.420,107,224,.478,.557,63,76,.829,86,198,284,56,49,31,32,216,583,0,,bonnema01
166,Marcus Banks,24,2TM,PG,58,29,1497,219,468,.468,22,63,.349,197,405,.486,.491,118,147,.803,23,112,135,220,54,11,119,162,578,0,,banksma01
166,Marcus Banks,24,BOS,PG,18,1,269,33,80,.413,6,19,.316,27,61,.443,.450,27,30,.900,4,15,19,32,7,0,23,38,99,0,,banksma01
166,Marcus Banks,24,MIN,PG,40,28,1228,186,388,.479,16,44,.364,170,344,.494,.500,91,117,.778,19,97,116,188,47,11,96,124,479,0,,banksma01
167,Brendan Haywood,26,WAS,C,79,70,1879,222,432,.514,0,0,,222,432,.514,.514,131,224,.585,200,267,467,46,30,104,97,232,575,0,,haywobr01
168,Corey Maggette,26,LAC,SF,32,13,943,167,375,.445,24,71,.338,143,304,.470,.477,212,256,.828,28,141,169,66,19,4,78,95,570,0,,maggeco01
169,Darius Songaila,27,CHI,PF,62,7,1329,236,491,.481,2,5,.400,234,486,.481,.483,94,115,.817,76,170,246,88,35,16,85,157,568,0,,songada01
170,Steve Blake,25,POR,PG,68,57,1781,206,470,.438,76,184,.413,130,286,.455,.519,72,91,.791,26,120,146,306,42,5,83,107,560,0,,blakest01
171,Melvin Ely,27,CHA,PF,57,22,1348,216,425,.508,0,2,.000,216,423,.511,.508,128,192,.667,94,183,277,76,29,44,100,160,560,0,,elyme01
172,Tyronn Lue,28,ATL,PG,51,10,1234,192,418,.459,58,127,.457,134,291,.460,.529,118,138,.855,13,69,82,157,26,3,75,113,560,0,,luety01
173,Darius Miles,24,POR,SF,40,23,1286,235,510,.461,2,10,.200,233,500,.466,.463,87,163,.534,24,158,182,73,42,39,99,100,559,0,,milesda01
174,Larry Hughes,27,CLE,SG,36,31,1281,192,469,.409,28,76,.368,164,393,.417,.439,146,193,.756,26,135,161,131,53,21,99,117,558,0,,hughela01
175,Devin Harris,22,DAL,PG,56,4,1275,190,405,.469,5,21,.238,185,384,.482,.475,169,236,.716,26,99,125,177,53,16,84,121,554,0,6MOY-20,harride01
176,Damon Jones,29,CLE,PG,82,7,2089,190,491,.387,140,371,.377,50,120,.417,.530,32,50,.640,14,119,133,169,37,1,55,112,552,0,,jonesda01
177,Clifford Robinson,39,NJN,PF,80,13,1863,219,513,.427,60,175,.343,159,338,.470,.485,52,79,.658,55,212,267,89,44,40,62,206,550,0,6MOY-14,robincl02
178,Šarūnas Jasikevičius,29,IND,PG,75,15,1557,170,429,.396,86,236,.364,84,193,.435,.497,121,133,.910,19,134,153,227,40,4,116,108,547,0,,jasiksa01
179,Kirk Snyder,22,NOK,SG,68,45,1310,205,453,.453,46,129,.357,159,324,.491,.503,86,117,.735,55,106,161,102,29,23,70,106,542,0,,snydeki01
180,Carlos Boozer,24,UTA,PF,33,19,1025,219,399,.549,0,0,,219,399,.549,.549,99,137,.723,73,212,285,88,30,8,69,105,537,0,,boozeca01
181,Kwame Brown,23,LAL,C,72,49,1978,204,388,.526,0,1,.000,204,387,.527,.526,128,235,.545,182,291,473,72,27,46,100,196,536,0,,brownkw01
182,Damien Wilkins,26,SEA,SF,82,12,1525,193,435,.444,14,56,.250,179,379,.472,.460,136,162,.840,79,113,192,107,72,12,85,144,536,0,,wilkida02
183,Joey Graham,23,TOR,SF,80,24,1581,198,414,.478,29,87,.333,169,327,.517,.513,108,133,.812,57,187,244,60,37,13,92,228,533,0,,grahajo01
184,Mike Sweetney,23,CHI,C,66,44,1222,200,444,.450,0,0,,200,444,.450,.450,133,204,.652,118,232,350,59,19,56,95,209,533,0,,sweetmi01
185,Jarrett Jack,22,POR,SG,79,4,1599,189,428,.442,20,76,.263,169,352,.480,.465,128,160,.800,18,142,160,219,41,2,102,138,526,0,,jackja01
186,Alonzo Mourning,35,MIA,C,65,20,1302,188,315,.597,0,1,.000,188,314,.599,.597,133,224,.594,125,234,359,11,13,173,79,177,509,0,DPOY-86MOY-6,mournal01
187,Charlie Bell,26,MIL,SG,59,6,1283,180,410,.439,71,168,.423,109,242,.450,.526,63,89,.708,21,99,120,130,59,5,41,126,494,1,,bellch01
188,Nick Collison,25,SEA,PF,66,27,1448,207,394,.525,0,3,.000,207,391,.529,.525,79,113,.699,143,225,368,74,21,35,77,213,493,0,,collini01
189,Nazr Mohammed,28,SAS,C,80,30,1389,190,377,.504,0,0,,190,377,.504,.504,113,144,.785,163,255,418,40,21,49,91,220,493,0,,mohamna01
190,Greg Buckner,29,DEN,SG,73,27,1758,181,417,.434,86,243,.354,95,174,.546,.537,43,55,.782,31,178,209,127,87,20,52,180,491,0,,buckngr01
191,Jared Jeffries,24,WAS,PF,77,77,1951,187,415,.451,16,50,.320,171,365,.468,.470,99,168,.589,164,215,379,148,58,50,99,223,489,0,,jeffrja01
192,Ike Diogu,22,GSW,PF,69,14,1031,175,334,.524,0,0,,175,334,.524,.524,136,168,.810,95,134,229,29,15,30,78,164,486,0,,dioguik01
193,Samuel Dalembert,24,PHI,C,66,52,1761,196,369,.531,0,1,.000,196,368,.533,.531,93,132,.705,159,382,541,25,34,160,107,244,485,0,,dalemsa01
194,James Posey,29,MIA,SF,67,63,1914,159,395,.403,117,290,.403,42,105,.400,.551,48,61,.787,33,286,319,89,54,20,58,196,483,0,DPOY-13,poseyja01
195,Mickaël Piétrus,23,GSW,SF,52,18,1179,169,418,.404,56,176,.318,113,242,.467,.471,87,143,.608,58,105,163,44,33,10,78,132,481,0,,pietrmi01
196,Kareem Rush,25,CHA,SG,47,25,1111,181,469,.386,57,164,.348,124,305,.407,.447,55,77,.714,18,85,103,50,38,13,65,79,474,0,,rushka01
197,Keith Van Horn,30,DAL,SF,53,0,1090,164,387,.424,50,136,.368,114,251,.454,.488,94,113,.832,54,138,192,37,31,11,71,121,472,0,,vanhoke01
198,Keyon Dooling,25,ORL,PG,50,7,1137,178,405,.440,13,43,.302,165,362,.456,.456,101,121,.835,11,67,78,109,49,4,82,116,470,0,,doolike01
199,Erick Dampier,30,DAL,C,82,36,1934,171,347,.493,0,0,,171,347,.493,.493,127,215,.591,273,367,640,51,27,106,115,263,469,0,6MOY-20,dampier01
200,Al Jefferson,21,BOS,PF,59,7,1062,189,379,.499,0,4,.000,189,375,.504,.499,86,134,.642,97,202,299,30,30,46,62,166,464,0,,jeffeal01
201,Ryan Gomes,23,BOS,PF,61,33,1376,173,355,.487,3,9,.333,170,346,.491,.492,112,149,.752,102,196,298,58,35,5,55,83,461,0,ROY-9,gomesry01
202,Kurt Thomas,33,PHO,C,53,50,1411,190,391,.486,0,0,,190,391,.486,.486,75,92,.815,102,313,415,57,23,54,57,193,455,0,,thomaku01
203,Lorenzen Wright,30,MEM,C,78,58,1689,194,406,.478,0,2,.000,194,404,.480,.478,66,117,.564,142,253,395,48,52,46,67,201,454,0,,wrighlo02
204,Quentin Richardson,25,NYK,SF,55,43,1442,163,459,.355,64,188,.340,99,271,.365,.425,61,91,.670,65,165,230,88,39,6,56,134,451,0,,richaqu01
205,Carlos Arroyo,26,2TM,PG,77,0,1194,168,378,.444,7,20,.350,161,358,.450,.454,106,137,.774,33,97,130,232,38,4,83,119,449,0,,arroyca01
205,Carlos Arroyo,26,DET,PG,50,0,600,57,157,.363,2,6,.333,55,151,.364,.369,42,58,.724,24,46,70,155,19,3,45,77,158,0,,arroyca01
205,Carlos Arroyo,26,ORL,SG,27,0,594,111,221,.502,5,14,.357,106,207,.512,.514,64,79,.810,9,51,60,77,19,1,38,42,291,0,,arroyca01
206,Devean George,28,LAL,SF,71,5,1542,170,425,.400,50,160,.313,120,265,.453,.459,58,86,.674,82,192,274,68,66,34,54,159,448,0,,georgde01
207,Milt Palacio,27,UTA,PG,71,18,1376,171,403,.424,1,16,.063,170,387,.439,.426,98,150,.653,17,117,134,190,47,14,110,125,441,0,,palacmi01
208,Brent Barry,34,SAS,SG,74,5,1259,156,345,.452,80,202,.396,76,143,.531,.568,39,59,.661,29,130,159,123,39,27,52,99,431,0,,barrybr01
209,J.R. Smith,20,NOK,SG,55,25,989,144,366,.393,52,140,.371,92,226,.407,.464,83,101,.822,19,91,110,58,37,4,54,90,423,0,,smithjr01
210,Bernard Robinson,25,CHA,SF,66,18,1303,157,365,.430,2,21,.095,155,344,.451,.433,106,134,.791,62,157,219,77,81,10,74,141,422,0,,robinbe01
211,Maurice Taylor,29,NYK,PF,67,13,1210,182,389,.468,0,1,.000,182,388,.469,.468,58,83,.699,65,164,229,53,21,14,103,177,422,0,,tayloma01
212,Steven Hunter,24,PHI,C,69,35,1312,175,291,.601,0,0,,175,291,.601,.601,71,138,.514,110,161,271,17,12,76,64,120,421,0,,huntest01
213,Tyson Chandler,23,CHI,C,79,50,2121,160,283,.565,0,1,.000,160,282,.567,.565,97,193,.503,265,449,714,81,41,104,123,298,417,0,,chandty01
214,Jarron Collins,27,UTA,C,79,41,1730,129,280,.461,0,0,,129,280,.461,.461,157,219,.717,134,199,333,97,36,27,61,252,415,0,,collija03
215,Marc Jackson,31,2TM,C,64,10,1027,174,369,.472,1,2,.500,173,367,.471,.473,66,82,.805,86,131,217,44,13,8,65,126,415,0,,jacksma02
215,Marc Jackson,31,NJN,C,37,0,433,66,148,.446,0,0,,66,148,.446,.446,38,48,.792,30,59,89,22,5,6,28,70,170,0,,jacksma02
215,Marc Jackson,31,NOK,C,27,10,594,108,221,.489,1,2,.500,107,219,.489,.491,28,34,.824,56,72,128,22,8,2,37,56,245,0,,jacksma02
216,Austin Croshere,30,IND,PF,50,26,1148,132,285,.463,54,140,.386,78,145,.538,.558,90,102,.882,62,203,265,62,22,7,48,105,408,0,,croshau01
217,Martell Webster,19,POR,SF,61,18,1070,139,348,.399,65,182,.357,74,166,.446,.493,61,71,.859,29,101,130,34,21,14,43,90,404,0,,webstma02
218,Maurice Evans,27,DET,SG,80,1,1139,154,341,.452,43,116,.371,111,225,.493,.515,52,65,.800,76,87,163,60,41,15,39,122,403,0,,evansma01
219,Viktor Khryapa,23,POR,SF,69,53,1492,158,342,.462,10,30,.333,148,312,.474,.477,77,111,.694,114,193,307,88,50,29,84,209,403,0,,khryavi01
220,Travis Outlaw,21,POR,PF,69,11,1153,162,368,.440,14,53,.264,148,315,.470,.459,62,89,.697,48,141,189,34,31,46,37,112,400,0,,outlatr01
221,Gordan Giriček,28,UTA,SG,37,36,956,166,383,.433,18,59,.305,148,324,.457,.457,43,57,.754,15,55,70,63,16,4,63,87,393,0,,giricgo01
222,Eric Snow,32,CLE,PG,82,82,2351,163,399,.409,1,10,.100,162,389,.416,.410,64,93,.688,38,160,198,346,76,19,116,218,391,0,,snower01
223,Jamaal Tinsley,27,IND,PG,42,27,1122,158,386,.409,16,70,.229,142,316,.449,.430,58,91,.637,35,98,133,211,49,6,109,96,390,0,,tinslja01
224,David Harrison,23,IND,C,67,17,1034,148,294,.503,0,0,,148,294,.503,.503,89,174,.511,84,170,254,14,23,59,79,193,385,0,,harrida01
225,Dan Gadzuric,27,MIL,C,74,0,885,171,309,.553,0,1,.000,171,308,.555,.553,41,89,.461,91,141,232,24,25,43,35,171,383,0,,gadzuda01
226,Joe Smith,30,MIL,PF,44,5,887,145,305,.475,0,2,.000,145,303,.479,.475,89,115,.774,83,147,230,31,24,13,40,120,379,0,,smithjo02
227,Francisco García,24,SAC,SF,67,11,1301,130,325,.400,39,137,.285,91,188,.484,.460,78,101,.772,39,146,185,94,41,47,75,135,377,0,,garcifr01
228,Reggie Evans,25,2TM,PF,67,25,1393,131,268,.489,0,1,.000,131,267,.491,.489,115,217,.530,171,331,502,38,40,10,85,166,377,0,,evansre01
228,Reggie Evans,25,SEA,PF,41,23,788,88,173,.509,0,1,.000,88,172,.512,.509,66,120,.550,114,162,276,23,24,5,41,95,242,0,,evansre01
228,Reggie Evans,25,DEN,PF,26,2,605,43,95,.453,0,0,,43,95,.453,.453,49,97,.505,57,169,226,15,16,5,44,71,135,0,,evansre01
229,Jeff Foster,29,IND,C,63,37,1581,138,250,.552,0,4,.000,138,246,.561,.552,96,159,.604,224,350,574,50,41,27,64,191,372,0,,fosteje01
230,Keith McLeod,26,UTA,PG,66,32,1232,120,340,.353,24,82,.293,96,258,.372,.388,106,133,.797,11,67,78,151,42,9,76,131,370,0,,mcleoke01
231,Tony Allen,24,BOS,PG,51,9,978,129,274,.471,11,34,.324,118,240,.492,.491,100,134,.746,32,79,111,67,51,18,67,126,369,0,,allento01
232,Rasho Nesterović,29,SAS,C,80,51,1515,172,334,.515,0,2,.000,172,332,.518,.515,18,30,.600,114,195,309,33,21,88,53,209,362,0,,nestera01
233,Nick Van Exel,34,SAS,PG,65,2,986,136,343,.397,55,154,.357,81,189,.429,.477,28,41,.683,6,85,91,123,16,3,57,60,355,0,,vanexni01
234,DerMarr Johnson,25,DEN,SG,58,21,924,132,306,.431,56,160,.350,76,146,.521,.523,34,42,.810,19,77,96,55,25,26,46,86,354,0,,johnsde03
235,Kendrick Perkins,21,BOS,C,68,40,1332,137,266,.515,0,2,.000,137,264,.519,.515,80,130,.615,140,264,404,69,21,105,107,199,354,0,,perkike01
236,Johan Petro,20,SEA,C,68,41,1282,153,300,.510,0,0,,153,300,.510,.510,47,75,.627,109,187,296,15,25,51,60,213,353,0,,petrojo01
237,Francisco Elson,29,DEN,C,72,54,1579,151,284,.532,1,5,.200,150,279,.538,.533,49,74,.662,99,240,339,47,54,45,65,211,352,0,,elsonfr01
238,Shaun Livingston,20,LAC,PG,61,14,1525,149,349,.427,1,8,.125,148,341,.434,.428,53,77,.688,41,142,183,273,46,32,111,160,352,0,,livinsh01
239,José Calderón,24,TOR,SG,64,11,1487,132,312,.423,7,43,.163,125,269,.465,.434,78,92,.848,30,111,141,288,42,4,101,93,349,0,,caldejo01
240,Derek Anderson,31,2TM,SG,43,11,1047,108,303,.356,40,134,.299,68,169,.402,.422,93,111,.838,21,122,143,101,23,6,54,98,349,0,,anderde01
240,Derek Anderson,31,HOU,SG,20,8,582,68,173,.393,19,67,.284,49,106,.462,.448,61,73,.836,12,71,83,53,15,4,37,49,216,0,,anderde01
240,Derek Anderson,31,MIA,SG,23,3,465,40,130,.308,21,67,.313,19,63,.302,.388,32,38,.842,9,51,60,48,8,2,17,49,133,0,,anderde01
241,Othella Harrington,32,CHI,C,72,23,824,135,273,.495,0,0,,135,273,.495,.495,77,123,.626,54,100,154,39,7,13,61,131,347,0,,harriot01
242,Eduardo Nájera,29,DEN,PF,64,3,1449,127,301,.422,4,12,.333,123,289,.426,.429,89,114,.781,128,197,325,52,53,34,54,165,347,0,,najered01
243,Adonal Foyle,30,GSW,C,77,72,1824,152,300,.507,0,0,,152,300,.507,.507,41,67,.612,143,281,424,33,44,125,80,215,345,0,,foylead01
244,David Lee,22,NYK,SF,67,14,1129,137,230,.596,0,0,,137,230,.596,.596,71,123,.577,109,194,303,43,30,20,51,124,345,0,,leeda02
245,Luke Walton,25,LAL,SF,69,6,1333,135,328,.412,18,55,.327,117,273,.429,.439,57,76,.750,88,159,247,156,41,15,78,119,345,0,,waltolu01
246,Emeka Okafor,23,CHA,PF,26,25,874,131,316,.415,0,0,,131,316,.415,.415,82,125,.656,94,167,261,31,22,50,53,88,344,0,,okafoem01
247,Joel Przybilla,26,POR,C,56,52,1395,131,239,.548,0,0,,131,239,.548,.548,82,154,.532,146,245,391,43,20,130,76,149,344,0,,przybjo01
248,Troy Hudson,29,MIN,PG,36,0,800,127,333,.381,40,101,.396,87,232,.375,.441,48,52,.923,8,36,44,106,12,4,40,55,342,0,,hudsotr01
249,Etan Thomas,27,WAS,C,71,9,1121,131,246,.533,0,0,,131,246,.533,.533,75,125,.600,99,180,279,14,20,68,51,148,337,0,,thomaet01
250,Monta Ellis,20,GSW,SG,49,3,886,132,318,.415,28,82,.341,104,236,.441,.459,42,59,.712,22,83,105,78,32,11,58,69,334,0,,ellismo01
251,Qyntel Woods,24,NYK,SF,49,16,1013,129,254,.508,22,60,.367,107,194,.552,.551,49,76,.645,44,146,190,47,32,13,61,96,329,0,,woodsqy01
252,Justin Reed,24,2TM,SF,72,6,997,119,295,.403,0,1,.000,119,294,.405,.403,87,120,.725,53,71,124,41,23,15,52,163,325,0,,reedju01
252,Justin Reed,24,BOS,SF,32,0,291,25,74,.338,0,0,,25,74,.338,.338,25,40,.625,13,16,29,7,5,4,15,45,75,0,,reedju01
252,Justin Reed,24,MIN,SF,40,6,706,94,221,.425,0,1,.000,94,220,.427,.425,62,80,.775,40,55,95,34,18,11,37,118,250,0,,reedju01
253,Robert Horry,35,SAS,PF,63,3,1182,112,292,.384,53,144,.368,59,148,.399,.474,44,68,.647,71,171,242,79,43,51,41,115,321,0,,horryro01
254,Sasha Vujačić,21,LAL,PG,82,4,1449,108,312,.346,59,172,.343,49,140,.350,.441,46,52,.885,33,126,159,139,48,3,50,150,321,0,,vujacsa01
255,Eddie Griffin,23,MIN,C,70,27,1359,130,370,.351,16,82,.195,114,288,.396,.373,44,74,.595,107,282,389,40,13,148,43,125,320,0,,griffed01
256,Grant Hill,33,ORL,SF,21,17,613,119,243,.490,2,8,.250,117,235,.498,.494,78,102,.765,15,65,80,48,24,6,35,50,318,0,,hillgr01
257,Malik Rose,31,NYK,PF,72,35,1119,105,281,.374,1,1,1.000,104,280,.371,.375,107,137,.781,84,175,259,67,43,14,80,145,318,0,,rosema01
258,Toni Kukoč,37,MIL,PF,65,0,1018,116,298,.389,45,147,.306,71,151,.470,.465,40,56,.714,26,124,150,139,33,17,66,87,317,0,,kukocto01
259,Quinton Ross,24,LAC,SF,67,45,1515,130,308,.422,0,7,.000,130,301,.432,.422,57,75,.760,38,132,170,79,51,16,47,155,317,0,,rossqu01
260,Damon Stoudamire,32,MEM,PG,27,27,862,114,287,.397,36,104,.346,78,183,.426,.460,53,62,.855,23,72,95,128,19,1,55,49,317,0,,stoudda01
261,Robert Swift,20,SEA,C,47,20,987,124,241,.515,0,0,,124,241,.515,.515,53,91,.582,94,170,264,8,15,56,49,142,301,0,,swiftro01
262,Tim Thomas,28,2TM,SF,29,10,666,113,262,.431,46,111,.414,67,151,.444,.519,28,42,.667,22,109,131,20,16,7,33,78,300,0,,thomati01
262,Tim Thomas,28,CHI,SF,3,0,32,6,16,.375,1,6,.167,5,10,.500,.406,0,0,,0,4,4,2,0,1,1,1,13,0,,thomati01
262,Tim Thomas,28,PHO,PF,26,10,634,107,246,.435,45,105,.429,62,141,.440,.526,28,42,.667,22,105,127,18,16,6,32,77,287,0,,thomati01
263,Jackie Butler,20,NYK,C,55,0,740,117,215,.544,0,0,,117,215,.544,.544,58,77,.753,67,116,183,25,17,31,62,127,292,0,,butleja01
264,Pat Garrity,29,ORL,PF,57,0,938,101,242,.417,50,129,.388,51,113,.451,.521,30,37,.811,31,77,108,38,12,9,38,108,282,0,,garripa01
265,Dahntay Jones,25,MEM,SF,71,4,967,109,263,.414,3,21,.143,106,242,.438,.420,60,93,.645,20,84,104,39,38,15,50,108,281,0,,jonesda02
266,Hakim Warrick,23,MEM,PF,68,2,724,101,228,.443,0,0,,101,228,.443,.443,76,115,.661,43,101,144,30,14,21,56,113,278,0,,warriha01
267,Beno Udrih,23,SAS,PG,54,3,586,106,233,.455,24,70,.343,82,163,.503,.506,39,50,.780,18,34,52,92,14,2,53,55,275,0,,udrihbe01
268,Jannero Pargo,26,CHI,PG,57,0,646,109,292,.373,39,103,.379,70,189,.370,.440,17,21,.810,8,53,61,94,24,2,61,57,274,0,,pargoja01
269,Jacque Vaughn,30,NJN,SG,80,6,1234,107,245,.437,1,6,.167,106,239,.444,.439,59,81,.728,16,75,91,123,42,1,52,140,274,0,,vaughja01
270,Theo Ratliff,32,POR,C,55,19,1301,108,189,.571,0,0,,108,189,.571,.571,54,83,.651,89,190,279,28,18,88,47,143,270,0,,ratlith01
271,Jake Voskuhl,28,CHA,C,51,2,818,114,261,.437,1,3,.333,113,258,.438,.439,41,60,.683,62,121,183,39,26,23,33,157,270,0,,voskuja01
272,Malik Allen,27,CHI,PF,54,20,701,121,247,.490,1,1,1.000,120,246,.488,.492,23,38,.605,44,96,140,20,14,16,34,92,266,0,,allenma01
273,Darko Miličić,20,2TM,C,55,1,767,119,234,.509,0,2,.000,119,232,.513,.509,28,50,.560,44,107,151,41,14,77,51,92,266,0,,milicda01
273,Darko Miličić,20,DET,C,25,0,140,17,33,.515,0,2,.000,17,31,.548,.515,3,8,.375,10,18,28,9,3,15,15,25,37,0,,milicda01
273,Darko Miličić,20,ORL,C,30,1,627,102,201,.507,0,0,,102,201,.507,.507,25,42,.595,34,89,123,32,11,62,36,67,229,0,,milicda01
274,Trevor Ariza,20,2TM,SF,57,10,999,93,226,.412,1,5,.200,92,221,.416,.414,77,127,.606,78,140,218,61,57,11,62,100,264,0,,arizatr01
274,Trevor Ariza,20,NYK,SF,36,10,709,61,146,.418,1,3,.333,60,143,.420,.421,42,77,.545,49,88,137,46,43,9,46,78,165,0,,arizatr01
274,Trevor Ariza,20,ORL,SF,21,0,290,32,80,.400,0,2,.000,32,78,.410,.400,35,50,.700,29,52,81,15,14,2,16,22,99,0,,arizatr01
275,Royal Ivey,24,ATL,PG,73,66,978,116,264,.439,4,10,.400,112,254,.441,.447,24,33,.727,31,65,96,74,24,7,23,147,260,0,,iveyro01
276,Andris Biedriņš,19,GSW,C,68,2,1000,118,185,.638,0,0,,118,185,.638,.638,22,72,.306,124,159,283,24,23,47,34,190,258,0,,biedran01
277,Jake Tsakalidis,26,MEM,C,51,19,732,100,165,.606,0,0,,100,165,.606,.606,57,87,.655,78,134,212,13,14,32,39,107,257,0,,tsakaja01
