Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
45,David West,25,NOK,PF,74,74,2526,530,1036,.512,3,11,.273,527,1025,.514,.513,199,236,.843,168,380,548,92,61,64,105,214,1262,0,,westda01
46,Chris Paul,20,NOK,PG,78,78,2808,407,947,.430,50,177,.282,357,770,.464,.456,394,465,.847,61,339,400,611,175,6,183,218,1258,2,ROY-1,paulch01
47,Zydrunas Ilgauskas,30,CLE,C,78,78,2283,450,889,.506,0,5,.000,450,884,.509,.506,317,380,.834,245,346,591,91,38,136,155,280,1217,0,,ilgauzy01
48,Rasheed Wallace,31,DET,PF,80,80,2780,459,1067,.430,155,434,.357,304,633,.480,.503,136,183,.743,90,457,547,182,82,130,85,232,1209,0,DPOY-13AS,wallara01
49,Lamar Odom,26,LAL,PF,80,80,3221,445,925,.481,80,215,.372,365,710,.514,.524,216,313,.690,181,557,738,443,75,64,213,256,1186,2,,odomla01
50,Brad Miller,29,SAC,C,79,79,2923,434,877,.495,34,88,.386,400,789,.507,.514,280,338,.828,122,493,615,374,61,62,180,234,1182,0,,millebr01
51,Shaquille O'Neal,33,MIA,C,59,58,1806,480,800,.600,0,0,,480,800,.600,.600,221,471,.469,172,369,541,113,23,104,168,230,1181,1,ASNBA1,onealsh01
52,Cuttino Mobley,30,LAC,SG,79,74,2979,429,1008,.426,83,245,.339,346,763,.453,.467,229,273,.839,50,291,341,238,93,36,145,208,1170,0,,moblecu01
53,Hedo Türkoğlu,26,ORL,SF,78,59,2615,398,877,.454,114,283,.403,284,594,.478,.519,255,296,.861,70,263,333,216,70,21,130,234,1165,0,,turkohe01
54,Raja Bell,29,PHO,SG,79,79,2959,425,930,.457,197,446,.442,228,484,.471,.563,115,146,.788,44,209,253,207,76,22,89,248,1162,0,DPOY-13,bellra01
55,Tayshaun Prince,25,DET,SF,82,82,2898,455,999,.455,64,183,.350,391,816,.479,.487,182,238,.765,104,242,346,186,62,39,91,96,1156,0,DPOY-13DEF2,princta01
56,Tracy McGrady,26,HOU,SF,47,47,1745,410,1011,.406,73,234,.312,337,777,.434,.442,254,340,.747,46,261,307,225,59,41,120,88,1147,0,AS,mcgratr01
57,Jamal Crawford,25,NYK,SG,79,27,2555,366,879,.416,101,293,.345,265,586,.452,.474,295,357,.826,36,212,248,301,87,15,175,150,1128,0,6MOY-14,crawfja01
58,Andre Miller,29,DEN,PG,82,82,2937,404,872,.463,5,27,.185,399,845,.472,.466,313,424,.738,92,259,351,674,106,18,256,213,1126,0,,millean02
59,Luol Deng,20,CHI,SF,78,56,2604,442,954,.463,21,78,.269,421,876,.481,.474,207,276,.750,127,389,516,147,72,50,105,128,1112,0,,denglu01
60,Derek Fisher,31,GSW,PG,82,36,2589,364,887,.410,117,295,.397,247,592,.417,.476,244,293,.833,36,175,211,352,125,8,156,237,1089,0,6MOY-16,fishede01
61,Boris Diaw,23,PHO,PF,81,70,2874,449,853,.526,8,30,.267,441,823,.536,.531,174,238,.731,159,399,558,503,58,85,189,260,1080,4,MIP-1,diawbo01
62,Nenad Krstić,22,NJN,PF,80,80,2469,447,881,.507,1,4,.250,446,877,.509,.508,185,265,.698,182,331,513,88,32,63,133,297,1080,0,,krstine01
63,Jason Kidd,32,NJN,PG,80,80,2975,366,905,.404,139,395,.352,227,510,.445,.481,194,244,.795,86,494,580,672,150,29,192,157,1065,8,DEF1,kiddja01
64,Andrés Nocioni,26,CHI,PF,82,43,2239,383,831,.461,93,238,.391,290,593,.489,.517,204,242,.843,89,411,500,117,40,52,120,252,1063,0,DPOY-13,nocioan01
65,Andrei Kirilenko,24,UTA,SF,69,63,2604,336,730,.460,36,117,.308,300,613,.489,.485,346,495,.699,161,391,552,299,102,220,203,162,1054,2,DPOY-3DEF1,kirilan01
66,Charlie Villanueva,21,TOR,PF,81,36,2361,435,940,.463,70,214,.327,365,726,.503,.500,113,160,.706,181,340,521,88,60,63,99,247,1053,0,ROY-26MOY-20,villach01
67,Troy Murphy,25,GSW,PF,74,74,2516,363,838,.433,58,181,.320,305,657,.464,.468,251,319,.787,195,548,743,101,47,26,108,191,1035,0,,murphtr01
68,Jermaine O'Neal,27,IND,PF,51,47,1802,380,805,.472,3,10,.300,377,795,.474,.474,261,368,.709,102,374,476,133,27,117,151,177,1024,0,AS,onealje01
69,Mike Miller,25,MEM,SG,74,9,2268,354,760,.466,138,339,.407,216,421,.513,.557,168,210,.800,42,355,397,200,52,27,140,173,1014,1,6MOY-1,millemi01
70,Andre Iguodala,22,PHI,SF,82,82,3086,344,688,.500,56,158,.354,288,530,.543,.541,263,349,.754,117,364,481,255,135,21,153,198,1007,0,DPOY-12,iguodan01
71,Steve Francis,28,2TM,SG,70,60,2393,333,765,.435,25,83,.301,308,682,.452,.452,314,399,.787,74,216,290,345,74,17,214,204,1005,1,,francst01
71,Steve Francis,28,ORL,PG,46,45,1734,249,575,.433,18,70,.257,231,505,.457,.449,231,290,.797,60,159,219,262,51,11,156,142,747,1,,francst01
71,Steve Francis,28,NYK,SG,24,15,659,84,190,.442,7,13,.538,77,177,.435,.461,83,109,.761,14,57,71,83,23,6,58,62,258,0,,francst01
72,Bobby Simmons,25,MIL,SF,75,74,2538,366,808,.453,105,250,.420,261,558,.468,.518,165,200,.825,91,242,333,172,86,21,123,254,1002,0,,simmobo01
73,Antoine Walker,29,MIA,PF,82,19,2199,391,898,.435,137,383,.358,254,515,.493,.512,81,129,.628,103,318,421,166,47,30,150,187,1000,0,6MOY-11,walkean02
74,Metta World Peace,26,2TM,SF,56,56,2207,350,867,.404,78,253,.308,272,614,.443,.449,206,305,.675,75,211,286,203,122,41,131,164,984,0,DPOY-4DEF1,artesro01
74,Metta World Peace,26,IND,SF,16,16,603,109,237,.460,18,54,.333,91,183,.497,.498,74,121,.612,26,52,78,35,42,11,43,45,310,0,,artesro01
74,Metta World Peace,26,SAC,SF,40,40,1604,241,630,.383,60,199,.302,181,431,.420,.430,132,184,.717,49,159,208,168,80,30,88,119,674,0,,artesro01
75,Primož Brezec,26,CHA,C,79,79,2165,409,791,.517,0,2,.000,409,789,.518,.517,164,224,.732,181,259,440,45,19,32,85,227,982,0,,brezepr01
76,Manu Ginóbili,28,SAS,SG,65,56,1813,309,669,.462,83,217,.382,226,452,.500,.524,280,360,.778,42,188,230,235,101,26,121,156,981,0,,ginobma01
77,Eddy Curry,23,NYK,C,72,69,1865,336,597,.563,0,0,,336,597,.563,.563,307,486,.632,145,287,432,19,28,56,179,239,979,0,,curryed01
78,Stephon Marbury,28,NYK,PG,60,60,2193,349,774,.451,33,104,.317,316,670,.472,.472,246,326,.755,25,150,175,382,63,4,157,143,977,0,,marbust01
79,Baron Davis,26,GSW,PG,54,48,1971,335,861,.389,102,324,.315,233,537,.434,.448,195,289,.675,45,191,236,480,89,14,159,165,967,1,,davisba01
80,Raymond Felton,21,CHA,PG,80,54,2406,345,883,.391,97,271,.358,248,612,.405,.446,161,222,.725,77,188,265,446,102,8,182,181,948,0,ROY-4,feltora01
81,Juwan Howard,32,HOU,PF,80,80,2537,394,859,.459,0,4,.000,394,855,.461,.459,154,191,.806,168,367,535,112,49,8,133,235,942,0,,howarju01
82,Smush Parker,24,LAL,PG,82,82,2773,348,779,.447,120,328,.366,228,451,.506,.524,125,180,.694,37,234,271,302,140,16,147,213,941,0,,parkesm01
83,Kyle Korver,24,PHI,SF,82,43,2563,327,761,.430,184,438,.420,143,323,.443,.551,101,119,.849,27,243,270,163,65,26,98,224,939,0,,korveky01
84,Juan Dixon,27,POR,SG,76,42,1920,357,821,.435,65,170,.382,292,651,.449,.474,156,194,.804,30,147,177,149,58,6,113,157,935,0,,dixonju01
85,Mike Dunleavy,25,GSW,SF,81,68,2578,331,816,.406,74,260,.285,257,556,.462,.451,196,252,.778,78,321,399,237,60,32,120,199,932,0,,dunlemi02
86,Chris Kaman,23,LAC,C,78,78,2560,369,706,.523,0,2,.000,369,704,.524,.523,194,252,.770,187,563,750,79,45,108,176,269,932,0,,kamanch01
87,Josh Howard,25,DAL,SF,59,58,1915,350,743,.471,27,63,.429,323,680,.475,.489,196,267,.734,123,248,371,111,68,26,79,167,923,0,,howarjo01
88,Mark Blount,30,2TM,C,81,55,2240,373,734,.508,0,0,,373,734,.508,.508,168,222,.757,96,269,365,99,40,76,194,254,914,0,,blounma01
88,Mark Blount,30,BOS,C,39,25,1083,194,380,.511,0,0,,194,380,.511,.511,97,127,.764,36,126,162,66,15,36,120,107,485,0,,blounma01
88,Mark Blount,30,MIN,C,42,30,1157,179,354,.506,0,0,,179,354,.506,.506,71,95,.747,60,143,203,33,25,40,74,147,429,0,,blounma01
89,Zaza Pachulia,21,ATL,C,78,78,2452,307,681,.451,0,2,.000,307,679,.452,.451,297,404,.735,264,349,613,129,89,39,180,286,911,0,,pachuza01
90,Luke Ridnour,24,SEA,PG,79,77,2625,334,799,.418,43,149,.289,291,650,.448,.445,199,227,.877,47,188,235,550,123,22,162,178,910,0,,ridnolu01
91,Jameer Nelson,23,ORL,PG,62,33,1784,347,719,.483,70,165,.424,277,554,.500,.531,141,181,.779,39,141,180,302,70,9,148,174,905,0,,nelsoja01
92,Josh Smith,20,ATL,SF,80,73,2559,329,774,.425,34,110,.309,295,664,.444,.447,210,292,.719,176,355,531,191,64,208,162,260,902,0,,smithjo03
93,DeShawn Stevenson,24,ORL,SG,82,82,2648,359,781,.460,2,15,.133,357,766,.466,.461,180,242,.744,59,182,241,160,58,17,123,178,900,0,,stevede01
94,Shareef Abdur-Rahim,29,SAC,PF,72,30,1961,332,632,.525,5,22,.227,327,610,.536,.529,218,278,.784,106,251,357,149,48,42,108,227,887,0,6MOY-10,abdursh01
95,Jalen Rose,33,2TM,SG,72,45,1983,290,685,.423,59,172,.343,231,513,.450,.466,248,318,.780,28,183,211,181,30,13,115,156,887,0,,roseja01
95,Jalen Rose,33,TOR,SF,46,22,1236,180,446,.404,31,115,.270,149,331,.450,.438,166,217,.765,15,114,129,113,20,10,65,101,557,0,,roseja01
95,Jalen Rose,33,NYK,SG,26,23,747,110,239,.460,28,57,.491,82,182,.451,.519,82,101,.812,13,69,82,68,10,3,50,55,330,0,,roseja01
96,Matt Harpring,29,UTA,SF,71,32,1944,322,678,.475,14,39,.359,308,639,.482,.485,227,313,.725,158,210,368,98,59,14,109,202,885,0,6MOY-16,harprma01
97,Eddie Jones,34,MEM,SG,75,75,2437,292,722,.404,133,374,.356,159,348,.457,.497,168,215,.781,35,244,279,177,131,27,93,201,885,0,DPOY-13,jonesed02
98,T.J. Ford,22,MIL,PG,72,70,2557,328,789,.416,35,104,.337,293,685,.428,.438,187,248,.754,63,248,311,473,104,7,219,196,878,0,,fordtj01
99,Speedy Claxton,27,NOK,PG,71,3,2019,304,736,.413,17,63,.270,287,673,.426,.425,246,320,.769,39,154,193,339,108,6,154,177,871,0,6MOY-2,claxtsp01
100,Brevin Knight,30,CHA,PG,69,67,2351,308,772,.399,3,13,.231,305,759,.402,.401,252,314,.803,35,188,223,610,157,4,164,202,871,0,,knighbr01
101,Deron Williams,21,UTA,PG,80,47,2307,339,805,.421,91,219,.416,248,586,.423,.478,95,135,.704,35,159,194,359,60,17,145,233,864,0,ROY-6,willide01
102,Ruben Patterson,30,2TM,SG,71,22,1792,327,635,.515,1,13,.077,326,622,.524,.516,203,338,.601,118,126,244,127,76,21,150,150,858,0,,patteru01
102,Ruben Patterson,30,POR,SF,45,2,1056,188,379,.496,0,7,.000,188,372,.505,.496,138,226,.611,73,81,154,60,42,12,82,79,514,0,,patteru01
102,Ruben Patterson,30,DEN,SG,26,20,736,139,256,.543,1,6,.167,138,250,.552,.545,65,112,.580,45,45,90,67,34,9,68,71,344,0,,patteru01
103,Ronald Murray,26,2TM,SG,76,27,2112,321,768,.418,37,141,.262,284,627,.453,.442,172,242,.711,33,120,153,197,68,11,135,133,851,0,,murraro01
103,Ronald Murray,26,SEA,SG,48,2,1085,179,451,.397,17,76,.224,162,375,.432,.416,99,138,.717,18,68,86,120,30,4,79,69,474,0,,murraro01
103,Ronald Murray,26,CLE,SG,28,25,1027,142,317,.448,20,65,.308,122,252,.484,.479,73,104,.702,15,52,67,77,38,7,56,64,377,0,,murraro01
104,Drew Gooden,24,CLE,PF,79,79,2174,334,652,.512,1,3,.333,333,649,.513,.513,176,258,.682,237,428,665,56,52,49,106,190,845,0,,goodedr01
105,Gerald Wallace,23,CHA,SF,55,52,1895,317,589,.538,14,50,.280,303,539,.562,.550,188,306,.614,123,289,412,96,138,115,99,150,836,0,DPOY-9,wallage01
106,Delonte West,22,BOS,PG,71,71,2418,333,684,.487,84,218,.385,249,466,.534,.548,86,101,.851,57,232,289,329,84,46,133,197,836,0,,westde01
107,Shane Battier,27,MEM,SF,81,81,2839,303,621,.488,65,165,.394,238,456,.522,.540,147,208,.707,164,265,429,136,92,114,90,223,818,0,DPOY-10,battish01
108,Bobby Jackson,32,MEM,PG,71,15,1775,286,748,.382,129,332,.389,157,416,.377,.469,107,146,.733,44,179,223,195,61,1,101,155,808,0,6MOY-16,jacksbo01
109,Channing Frye,22,NYK,C,65,14,1572,305,640,.477,3,9,.333,302,631,.479,.479,189,229,.825,138,236,374,53,30,47,97,200,802,0,ROY-56MOY-11,fryech01
110,Jumaine Jones,26,CHA,PF,76,42,2089,298,736,.405,115,335,.343,183,401,.456,.483,88,121,.727,105,271,376,63,68,22,74,200,799,0,,jonesju01
111,Eddie House,27,PHO,PG,81,0,1421,320,759,.422,123,316,.389,197,443,.445,.503,33,41,.805,15,117,132,148,42,12,76,96,796,0,6MOY-13,houseed01
112,Michael Finley,32,SAS,SG,77,18,2038,286,695,.412,110,279,.394,176,416,.423,.491,98,115,.852,31,216,247,116,37,7,62,97,780,0,6MOY-9,finlemi01
113,Kevin Martin,22,SAC,SG,72,41,1913,262,546,.480,66,179,.369,196,367,.534,.540,188,222,.847,58,203,261,97,55,9,81,138,778,0,,martike02
114,Andrew Bogut,21,MIL,PF,82,77,2348,323,606,.533,0,3,.000,323,603,.536,.533,122,194,.629,189,384,573,192,49,68,125,259,768,0,ROY-3,bogutan01
115,Antonio Daniels,30,WAS,SG,80,17,2283,230,550,.418,23,101,.228,207,449,.461,.439,284,336,.845,19,153,172,284,52,8,89,96,767,0,,daniean01
116,Rafer Alston,29,HOU,PG,63,63,2431,280,738,.379,102,312,.327,178,426,.418,.449,99,143,.692,36,219,255,425,101,15,157,194,761,0,,alstora01
117,Udonis Haslem,25,MIA,PF,81,80,2491,300,591,.508,0,2,.000,300,589,.509,.508,157,199,.789,167,467,634,95,50,17,80,216,757,0,,hasleud01
118,Desmond Mason,28,NOK,SF,70,55,2102,275,690,.399,1,6,.167,274,684,.401,.399,206,302,.682,64,234,298,66,42,17,113,136,757,0,,masonde01
119,Earl Boykins,29,DEN,PG,60,0,1542,271,661,.410,62,179,.346,209,482,.434,.457,152,174,.874,21,60,81,230,48,4,83,73,756,0,6MOY-5,boykiea01
120,Vladimir Radmanović,25,2TM,PF,77,27,1974,262,643,.407,138,354,.390,124,289,.429,.515,93,114,.816,64,294,358,136,61,29,93,210,755,0,,radmavl01
120,Vladimir Radmanović,25,SEA,PF,47,16,1089,154,384,.401,72,196,.367,82,188,.436,.495,55,62,.887,39,148,187,72,32,15,53,130,435,0,,radmavl01
120,Vladimir Radmanović,25,LAC,PF,30,11,885,108,259,.417,66,158,.418,42,101,.416,.544,38,52,.731,25,146,171,64,29,14,40,80,320,0,,radmavl01
121,Jamaal Magloire,27,MIL,C,82,82,2465,287,615,.467,0,0,,287,615,.467,.467,178,333,.535,220,558,778,56,29,80,166,276,752,0,,magloja01
122,Donyell Marshall,32,CLE,PF,81,0,2077,265,671,.395,128,395,.324,137,276,.496,.490,92,123,.748,105,387,492,60,59,41,90,160,750,0,,marshdo01
123,Kenny Thomas,28,SAC,PF,82,55,2293,305,604,.505,0,1,.000,305,603,.506,.505,138,204,.676,199,419,618,168,72,39,135,196,748,1,,thomake01
124,Leandro Barbosa,23,PHO,SG,57,11,1592,273,567,.481,87,196,.444,186,371,.501,.558,111,147,.755,31,119,150,158,48,6,89,145,744,0,6MOY-7,barbole01
125,Josh Childress,22,ATL,SF,74,10,2249,278,504,.552,32,65,.492,246,439,.560,.583,154,201,.766,134,253,387,131,86,39,101,184,742,0,,childjo01
126,Jason Williams,30,MIA,PG,59,56,1874,268,606,.442,107,288,.372,161,318,.506,.531,85,98,.867,6,133,139,287,53,5,100,101,728,0,,willija02
127,Kenyon Martin,28,DEN,PF,56,49,1546,297,600,.495,5,22,.227,292,578,.505,.499,121,170,.712,93,260,353,79,43,52,72,171,720,0,,martike01
128,Marcus Camby,31,DEN,C,56,54,1857,302,649,.465,1,11,.091,301,638,.472,.466,111,156,.712,132,536,668,115,79,184,92,158,716,0,DPOY-5DEF2,cambyma01
129,Jerry Stackhouse,31,DAL,SG,55,11,1525,242,603,.401,36,130,.277,206,473,.436,.431,195,221,.882,32,121,153,160,37,10,121,96,715,0,6MOY-3,stackje01
130,Trenton Hassell,26,MIN,SG,77,67,2514,286,616,.464,7,23,.304,279,593,.470,.470,131,176,.744,82,134,216,203,43,29,124,201,710,0,,hassetr01
131,Luther Head,23,HOU,SG,80,27,2310,254,630,.403,113,313,.361,141,317,.445,.493,86,123,.699,33,233,266,215,89,9,119,169,707,0,ROY-7,headlu01
132,Bonzi Wells,29,SAC,SG,52,41,1684,284,613,.463,10,45,.222,274,568,.482,.471,129,190,.679,142,259,401,144,94,25,126,156,707,0,,wellsbo01
133,Mo Williams,23,MIL,PG,58,12,1531,267,629,.424,73,191,.382,194,438,.443,.483,96,113,.850,30,113,143,230,52,7,105,146,703,0,6MOY-8,willima01
134,David Wesley,35,HOU,SG,71,59,2372,226,561,.403,99,271,.365,127,290,.438,.491,151,187,.807,24,154,178,204,59,6,120,212,702,0,,wesleda01
135,James Jones,25,PHO,SF,75,24,1772,243,581,.418,110,285,.386,133,296,.449,.513,103,121,.851,44,209,253,57,38,49,35,142,699,0,,jonesja02
136,Anthony Johnson,31,IND,PG,75,53,1981,267,603,.443,51,155,.329,216,448,.482,.485,106,141,.752,31,137,168,324,63,22,115,132,691,0,,johnsan02
137,Rasual Butler,26,NOK,SF,79,20,1875,257,633,.406,92,242,.380,165,391,.422,.479,79,114,.693,51,181,232,40,33,45,65,142,685,0,,butlera01
