Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
313,Malik Allen,26,MIA,PF,14,0,248,35,76,.461,0,0,,35,76,.461,.461,13,14,.929,24,28,52,11,4,11,11,29,83,0,,allenma01
313,Malik Allen,26,CHO,PF,22,1,271,49,101,.485,0,0,,49,101,.485,.485,13,14,.929,16,31,47,7,5,11,7,24,111,0,,allenma01
314,Stacey Augmon,36,ORL,SF,55,7,663,68,167,.407,0,0,,68,167,.407,.407,57,77,.740,45,54,99,36,23,8,31,83,193,0,,augmost01
315,Steve Blake,24,WAS,PG,44,1,648,61,186,.328,36,93,.387,25,93,.269,.425,33,41,.805,18,53,71,69,13,0,39,47,191,0,,blakest01
316,Scot Pollard,29,IND,C,49,17,865,79,167,.473,0,0,,79,167,.473,.473,33,49,.673,85,120,205,18,30,24,31,123,191,0,,pollasc01
317,David West,24,NOH,SF,30,8,552,75,172,.436,2,5,.400,73,167,.437,.442,34,50,.680,40,89,129,23,12,16,37,62,186,0,,westda01
318,Damien Wilkins,25,SEA,SF,29,7,520,73,168,.435,16,59,.271,57,109,.523,.482,21,34,.618,29,37,66,26,22,10,16,55,183,0,,wilkida02
319,Anthony Carter,29,MIN,PG,66,12,742,72,177,.407,2,17,.118,70,160,.438,.412,35,51,.686,12,57,69,161,35,18,62,88,181,0,,cartean01
320,Loren Woods,26,TOR,C,45,30,712,71,164,.433,0,1,.000,71,163,.436,.433,34,59,.576,81,139,220,17,8,39,37,78,176,0,,woodslo01
321,Delonte West,21,BOS,SG,39,7,507,66,155,.426,24,67,.358,42,88,.477,.503,19,27,.704,14,51,65,53,21,8,24,69,175,0,,westde01
322,Metta World Peace,25,IND,SF,7,7,291,59,119,.496,7,17,.412,52,102,.510,.525,47,51,.922,8,37,45,22,12,6,17,27,172,0,,artesro01
323,Anthony Goldwire,33,2TM,PG,33,2,537,57,136,.419,32,80,.400,25,56,.446,.537,26,31,.839,10,49,59,78,15,0,15,32,172,0,,goldwan01
323,Anthony Goldwire,33,DET,PG,9,0,55,4,15,.267,3,9,.333,1,6,.167,.367,7,8,.875,1,7,8,0,0,0,1,5,18,0,,goldwan01
323,Anthony Goldwire,33,MIL,PG,24,2,482,53,121,.438,29,71,.408,24,50,.480,.558,19,23,.826,9,42,51,78,15,0,14,27,154,0,,goldwan01
324,Jabari Smith,27,NJN,PF,45,2,648,62,148,.419,1,2,.500,61,146,.418,.422,41,55,.745,29,82,111,38,25,14,39,103,166,0,,smithja01
325,Stanislav Medvedenko,25,LAL,PF,43,4,423,71,156,.455,0,1,.000,71,155,.458,.455,23,28,.821,31,48,79,13,9,2,13,64,165,0,,medvest01
326,Matt Barnes,24,SAC,SF,43,9,715,62,151,.411,5,22,.227,57,129,.442,.427,35,58,.603,49,84,133,57,30,7,45,80,164,0,,barnema02
327,Richie Frahm,27,POR,SG,43,0,499,56,140,.400,31,80,.388,25,60,.417,.511,21,25,.840,17,44,61,30,15,4,14,35,164,0,,frahmri01
328,George Lynch,34,NOH,SF,44,27,933,68,189,.360,11,37,.297,57,152,.375,.389,17,23,.739,55,119,174,88,32,12,57,83,164,0,,lynchge01
329,Junior Harrington,24,NOH,SG,29,7,550,64,178,.360,6,19,.316,58,159,.365,.376,29,35,.829,13,50,63,62,25,5,41,72,163,0,,harriju01
330,Raül López,24,UTA,PG,31,15,518,57,135,.422,20,45,.444,37,90,.411,.496,27,33,.818,7,32,39,123,22,3,47,78,161,0,,lopezra01
331,Anthony Peeler,35,WAS,SG,40,0,529,56,150,.373,25,65,.385,31,85,.365,.457,16,18,.889,14,51,65,57,18,2,28,39,153,0,,peelean01
332,Ronald Dupree,24,DET,SF,47,0,472,61,127,.480,1,2,.500,60,125,.480,.484,29,47,.617,34,61,95,24,7,10,22,60,152,0,,duprero01
333,Aaron McKie,32,PHI,SG,68,3,1118,61,142,.430,20,62,.323,41,80,.513,.500,10,16,.625,20,152,172,103,48,17,31,116,152,0,,mckieaa01
334,Adrian Griffin,30,CHI,SF,69,1,667,58,161,.360,2,9,.222,56,152,.368,.366,33,44,.750,52,94,146,53,43,4,30,78,151,0,,griffad01
335,Kendrick Perkins,20,BOS,C,60,3,548,56,119,.471,0,0,,56,119,.471,.471,37,58,.638,53,123,176,21,9,37,43,98,149,0,,perkike01
336,Ron Mercer,28,NJN,SF,18,3,390,65,158,.411,0,3,.000,65,155,.419,.411,7,10,.700,9,31,40,20,16,2,14,20,137,0,,mercero01
337,Laron Profit,27,WAS,SF,42,4,428,56,128,.438,8,28,.286,48,100,.480,.469,16,25,.640,24,52,76,37,16,5,27,44,136,0,,profila01
338,Viktor Khryapa,22,POR,SF,32,5,523,54,124,.435,4,11,.364,50,113,.442,.452,23,42,.548,28,80,108,25,20,18,33,80,135,0,,khryavi01
339,Kevin Martin,21,SAC,PG,45,0,455,45,117,.385,5,25,.200,40,92,.435,.406,36,55,.655,29,29,58,22,16,3,24,35,131,0,,martike02
340,Donta Smith,21,ATL,SG,38,0,433,44,113,.389,6,22,.273,38,91,.418,.416,33,48,.688,19,33,52,39,23,5,25,50,127,0,,smithdo04
341,Calvin Booth,28,2TM,C,51,1,451,49,108,.454,0,1,.000,49,107,.458,.454,26,32,.813,29,78,107,8,15,28,16,78,124,0,,boothca01
341,Calvin Booth,28,DAL,C,34,1,262,34,79,.430,0,1,.000,34,78,.436,.430,14,16,.875,16,42,58,4,11,16,8,55,82,0,,boothca01
341,Calvin Booth,28,MIL,C,17,0,189,15,29,.517,0,0,,15,29,.517,.517,12,16,.750,13,36,49,4,4,12,8,23,42,0,,boothca01
342,Clarence Weatherspoon,34,HOU,PF,40,18,525,47,114,.412,0,0,,47,114,.412,.412,29,35,.829,35,87,122,17,9,6,15,74,123,0,,weathcl01
343,Elden Campbell,36,2TM,C,40,1,390,39,123,.317,0,2,.000,39,121,.322,.317,42,55,.764,28,65,93,19,8,7,29,57,120,0,,campbel01
343,Elden Campbell,36,NJN,C,10,0,50,0,7,.000,0,0,,0,7,.000,.000,2,4,.500,3,8,11,3,0,1,1,10,2,0,,campbel01
343,Elden Campbell,36,DET,C,30,1,340,39,116,.336,0,2,.000,39,114,.342,.336,40,51,.784,25,57,82,16,8,6,28,47,118,0,,campbel01
344,Mario Kasun,24,ORL,C,45,0,356,47,98,.480,0,1,.000,47,97,.485,.480,24,43,.558,52,76,128,8,8,13,26,86,118,0,,kasunma01
345,Andre Barrett,22,2TM,PG,38,1,483,45,124,.363,14,52,.269,31,72,.431,.419,14,19,.737,11,29,40,69,19,1,27,51,118,0,,barrean01
345,Andre Barrett,22,HOU,PG,27,0,314,20,69,.290,9,37,.243,11,32,.344,.355,7,10,.700,5,14,19,42,14,0,16,35,56,0,,barrean01
345,Andre Barrett,22,ORL,PG,11,1,169,25,55,.455,5,15,.333,20,40,.500,.500,7,9,.778,6,15,21,27,5,1,11,16,62,0,,barrean01
346,Josh Davis,24,PHI,PF,42,5,328,42,111,.378,19,53,.358,23,58,.397,.464,14,17,.824,29,50,79,12,8,4,15,45,117,0,,davisjo02
347,Vitaly Potapenko,29,SEA,C,33,1,335,45,87,.517,0,1,.000,45,86,.523,.517,27,31,.871,30,48,78,9,7,3,12,53,117,0,,potapvi01
348,Carlos Delfino,22,DET,SG,30,4,459,42,117,.359,9,35,.257,33,82,.402,.397,23,40,.575,13,42,55,38,22,6,23,44,116,0,,delfica01
349,Maciej Lampe,19,2TM,C,37,0,380,49,132,.371,2,4,.500,47,128,.367,.379,15,22,.682,24,65,89,11,5,7,17,51,115,0,,lampema01
349,Maciej Lampe,19,PHO,C,16,0,119,17,49,.347,2,3,.667,15,46,.326,.367,8,12,.667,9,23,32,1,1,2,10,20,44,0,,lampema01
349,Maciej Lampe,19,NOH,C,21,0,261,32,83,.386,0,1,.000,32,82,.390,.386,7,10,.700,15,42,57,10,4,5,7,31,71,0,,lampema01
350,Ryan Bowen,29,HOU,SF,66,6,604,47,111,.423,3,6,.500,44,105,.419,.437,14,21,.667,21,55,76,18,23,5,7,61,111,0,,bowenry01
351,Lionel Chalmers,24,LAC,PG,36,0,433,42,125,.336,12,49,.245,30,76,.395,.384,15,24,.625,4,27,31,51,13,0,24,30,111,0,,chalmli01
352,Michael Ruffin,28,WAS,C,79,7,1262,41,99,.414,0,1,.000,41,98,.418,.414,29,67,.433,157,175,332,64,43,41,44,193,111,0,,ruffimi01
353,John Thomas,29,MIN,C,44,8,521,42,86,.488,0,0,,42,86,.488,.488,27,46,.587,39,58,97,17,15,13,18,82,111,0,,thomajo02
354,Devean George,27,LAL,SF,15,3,306,37,104,.356,21,58,.362,16,46,.348,.457,15,20,.750,13,40,53,14,8,2,12,32,110,0,,georgde01
355,Andris Biedriņš,18,GSW,C,30,1,384,45,78,.577,0,1,.000,45,77,.584,.577,19,40,.475,47,71,118,12,12,24,12,87,109,0,,biedran01
356,Theron Smith,24,CHO,SF,33,5,510,44,136,.324,3,12,.250,41,124,.331,.335,14,16,.875,39,77,116,28,6,4,27,58,105,0,,smithth01
357,Ryan Humphrey,25,MEM,SF,35,0,317,42,103,.408,0,2,.000,42,101,.416,.408,18,37,.486,50,37,87,6,10,1,23,35,102,0,,humphry01
358,Sasha Vujačić,20,LAL,SG,35,3,403,33,117,.282,17,63,.270,16,54,.296,.355,18,19,.947,13,49,62,51,12,2,15,41,101,0,,vujacsa01
359,Ben Handlogten,31,UTA,C,21,5,297,43,83,.518,0,1,.000,43,82,.524,.518,9,17,.529,23,42,65,13,7,5,18,55,95,0,,handlbe01
360,Brandon Hunter,24,ORL,PF,31,0,224,37,73,.507,0,0,,37,73,.507,.507,21,39,.538,25,44,69,3,4,7,22,42,95,0,,huntebr01
361,Matt Freije,23,NOH,PF,23,11,441,37,127,.291,14,54,.259,23,73,.315,.346,5,8,.625,16,45,61,20,13,2,17,40,93,0,,freijma01
362,Bernard Robinson,24,CHO,SG,31,1,328,36,81,.444,3,8,.375,33,73,.452,.463,18,26,.692,14,34,48,30,11,4,20,42,93,0,,robinbe01
363,Billy Thomas,29,NJN,SF,25,0,356,34,94,.362,17,56,.304,17,38,.447,.452,7,9,.778,7,29,36,17,14,1,9,29,92,0,,thomabi01
364,Glenn Robinson,32,SAS,SF,9,0,157,34,77,.442,2,6,.333,32,71,.451,.455,20,23,.870,4,20,24,8,4,3,7,19,90,0,,robingl01
365,Moochie Norris,31,2TM,PG,38,0,360,35,109,.321,0,12,.000,35,97,.361,.321,20,24,.833,10,36,46,39,18,2,27,44,90,0,,norrimo01
365,Moochie Norris,31,NYK,PG,32,0,321,32,93,.344,0,12,.000,32,81,.395,.344,18,22,.818,9,33,42,34,17,2,25,42,82,0,,norrimo01
365,Moochie Norris,31,HOU,PG,6,0,39,3,16,.188,0,0,,3,16,.188,.188,2,2,1.000,1,3,4,5,1,0,2,2,8,0,,norrimo01
366,Mark Madsen,29,MIN,C,41,14,601,34,66,.515,0,0,,34,66,.515,.515,20,40,.500,63,65,128,18,7,14,24,103,88,0,,madsema01
367,Greg Ostertag,31,SAC,C,56,3,556,37,84,.440,0,2,.000,37,82,.451,.440,13,38,.342,55,112,167,37,7,40,24,88,87,0,,ostergr01
368,Kevin Willis,42,ATL,C,29,5,344,35,90,.389,0,2,.000,35,88,.398,.389,17,23,.739,29,47,76,9,8,7,15,53,87,0,,willike02
369,Kendall Gill,36,MIL,SG,14,0,284,32,80,.400,3,9,.333,29,71,.408,.419,18,20,.900,11,26,37,27,14,4,9,37,85,0,,gillke01
370,Mike Wilks,25,SAS,PG,48,0,278,32,77,.416,5,16,.313,27,61,.443,.448,12,16,.750,4,21,25,33,14,1,14,26,81,0,,wilksmi01
371,Jake Voskuhl,27,PHO,C,38,1,360,27,59,.458,0,0,,27,59,.458,.458,26,38,.684,30,62,92,17,4,11,20,60,80,0,,voskuja01
372,Jamal Sampson,21,CHO,PF,23,0,329,28,62,.452,0,0,,28,62,.452,.452,23,39,.590,36,86,122,8,4,17,17,53,79,0,,sampsja01
373,Jake Tsakalidis,25,MEM,C,31,1,278,32,64,.500,0,0,,32,64,.500,.500,14,18,.778,21,35,56,10,3,16,12,42,78,0,,tsakaja01
374,Sean Marks,29,SAS,PF,23,0,244,27,80,.338,0,3,.000,27,77,.351,.338,22,28,.786,18,38,56,8,3,11,14,29,76,0,,marksse01
375,Charlie Ward,34,HOU,PG,14,13,360,24,77,.312,16,51,.314,8,26,.308,.416,11,13,.846,6,33,39,43,15,0,18,22,75,0,,wardch01
376,Antonio Burks,24,MEM,PG,24,0,219,28,60,.467,3,11,.273,25,49,.510,.492,14,19,.737,1,11,12,28,13,1,12,25,73,0,,burksan01
377,Ervin Johnson,37,MIN,C,46,23,410,28,54,.519,1,1,1.000,27,53,.509,.528,16,25,.640,43,70,113,6,7,13,18,86,73,0,,johnser02
378,Aaron Williams,33,2TM,C,42,4,315,29,63,.460,0,0,,29,63,.460,.460,15,17,.882,17,43,60,8,5,8,17,70,73,0,,williaa01
378,Aaron Williams,33,NJN,C,19,0,150,14,27,.519,0,0,,14,27,.519,.519,9,10,.900,7,24,31,6,4,5,11,25,37,0,,williaa01
378,Aaron Williams,33,TOR,C,23,4,165,15,36,.417,0,0,,15,36,.417,.417,6,7,.857,10,19,29,2,1,3,6,45,36,0,,williaa01
379,Kerry Kittles,30,LAC,SG,11,0,243,28,73,.384,7,21,.333,21,52,.404,.432,6,10,.600,1,31,32,20,8,3,7,12,69,0,,kittlke01
380,Darko Miličić,19,DET,C,37,2,254,25,76,.329,0,0,,25,76,.329,.329,17,24,.708,3,40,43,7,2,17,16,31,67,0,,milicda01
381,Randy Livingston,29,UTA,PG,17,4,227,22,52,.423,5,8,.625,17,44,.386,.471,15,17,.882,3,9,12,45,12,2,14,28,64,0,,livinra01
382,Pape Sow,23,TOR,C,27,4,255,23,58,.397,0,0,,23,58,.397,.397,16,27,.593,18,39,57,2,12,4,10,46,62,0,,sowpa01
383,Damone Brown,25,WAS,SF,14,0,152,23,62,.371,4,11,.364,19,51,.373,.403,4,9,.444,10,18,28,14,1,6,15,17,54,0,,brownda02
384,Zendon Hamilton,29,MIL,C,16,0,159,11,32,.344,0,0,,11,32,.344,.344,29,48,.604,18,24,42,6,5,2,12,26,51,0,,hamilze01
385,Nikoloz Tskitishvili,21,2TM,PF,35,0,220,22,74,.297,2,17,.118,20,57,.351,.311,4,7,.571,12,29,41,10,8,11,19,33,50,0,,tskitni01
385,Nikoloz Tskitishvili,21,DEN,PF,23,0,158,15,51,.294,0,7,.000,15,44,.341,.294,4,7,.571,11,18,29,4,8,8,14,24,34,0,,tskitni01
385,Nikoloz Tskitishvili,21,GSW,PF,12,0,62,7,23,.304,2,10,.200,5,13,.385,.348,0,0,,1,11,12,6,0,3,5,9,16,0,,tskitni01
386,Cory Alexander,31,CHO,SG,16,1,201,16,49,.327,8,19,.421,8,30,.267,.408,9,12,.750,8,21,29,37,9,1,19,29,49,0,,alexaco01
387,Ansu Sesay,28,GSW,SF,16,0,128,17,42,.405,2,8,.250,15,34,.441,.429,13,24,.542,18,20,38,12,2,3,8,16,49,0,,sesayan01
388,Smush Parker,23,2TM,PG,16,1,144,18,43,.419,3,13,.231,15,30,.500,.453,9,13,.692,4,8,12,15,5,0,19,16,48,0,,parkesm01
388,Smush Parker,23,DET,PG,11,1,110,11,28,.393,2,9,.222,9,19,.474,.429,9,13,.692,2,7,9,11,3,0,10,13,33,0,,parkesm01
388,Smush Parker,23,PHO,PG,5,0,34,7,15,.467,1,4,.250,6,11,.545,.500,0,0,,2,1,3,4,2,0,9,3,15,0,,parkesm01
389,Darvin Ham,31,DET,SF,47,0,275,17,37,.459,0,0,,17,37,.459,.459,12,31,.387,19,16,35,5,6,7,8,39,46,0,,hamda01
390,Alex Garcia,24,NOH,SG,8,3,146,18,52,.346,5,18,.278,13,34,.382,.394,3,4,.750,7,8,15,18,4,1,8,15,44,0,,garcial01
391,Dajuan Wagner,21,CLE,SG,11,0,102,18,55,.327,5,26,.192,13,29,.448,.373,3,4,.750,0,2,2,13,5,0,9,15,44,0,,wagneda02
392,Wang Zhizhi,27,MIA,C,20,0,92,17,36,.472,2,3,.667,15,33,.455,.500,7,12,.583,6,12,18,5,3,2,5,9,43,0,,zhizhwa01
393,Jermaine Jackson,28,NYK,SG,21,0,230,17,33,.515,0,2,.000,17,31,.548,.515,8,13,.615,3,20,23,24,7,1,10,26,42,0,,jacksje01
394,Horace Jenkins,30,DET,PG,15,0,104,15,45,.333,0,9,.000,15,36,.417,.333,12,13,.923,3,6,9,9,5,1,7,6,42,0,,jenkiho01
395,Darrick Martin,33,LAC,PG,11,0,190,16,50,.320,5,18,.278,11,32,.344,.370,5,8,.625,3,7,10,28,6,0,6,19,42,0,,martida01
396,Jahidi White,28,CHO,C,17,0,135,14,31,.452,0,0,,14,31,.452,.452,14,40,.350,11,23,34,1,2,12,11,31,42,0,,whiteja01
397,Justin Reed,23,BOS,SF,23,0,121,15,29,.517,0,3,.000,15,26,.577,.517,11,15,.733,8,8,16,10,3,1,5,12,41,0,,reedju01
398,Reece Gaines,24,2TM,PG,21,0,187,17,50,.340,4,14,.286,13,36,.361,.380,3,4,.750,1,13,14,7,5,1,7,17,41,0,,gainere01
398,Reece Gaines,24,HOU,PG,10,0,108,10,27,.370,3,12,.250,7,15,.467,.426,3,4,.750,0,11,11,3,3,0,4,12,26,0,,gainere01
398,Reece Gaines,24,MIL,PG,11,0,79,7,23,.304,1,2,.500,6,21,.286,.326,0,0,,1,2,3,4,2,1,3,5,15,0,,gainere01
399,DeSagana Diop,23,CLE,C,39,0,306,20,69,.290,0,2,.000,20,67,.299,.290,0,5,.000,30,40,70,15,8,27,12,53,40,0,,diopde01
400,Jonathan Bender,24,IND,SF,7,0,93,16,40,.400,1,5,.200,15,35,.429,.413,3,6,.500,5,9,14,4,1,2,10,9,36,0,,bendejo01
401,Vin Baker,33,2TM,C,27,0,204,13,42,.310,0,1,.000,13,41,.317,.310,9,17,.529,17,22,39,10,2,4,17,38,35,0,,bakervi01
401,Vin Baker,33,NYK,PF,24,0,191,13,38,.342,0,1,.000,13,37,.351,.342,7,15,.467,17,20,37,9,2,4,15,31,33,0,,bakervi01
401,Vin Baker,33,HOU,C,3,0,13,0,4,.000,0,0,,0,4,.000,.000,2,2,1.000,0,2,2,1,0,0,2,7,2,0,,bakervi01
402,Luis Flores,23,2TM,PG,16,0,77,14,29,.483,5,10,.500,9,19,.474,.569,2,2,1.000,1,2,3,11,2,0,11,9,35,0,,florelu01
402,Luis Flores,23,GSW,PG,15,0,73,13,27,.481,4,9,.444,9,18,.500,.556,2,2,1.000,0,2,2,11,2,0,11,9,32,0,,florelu01
402,Luis Flores,23,DEN,PG,1,0,4,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,1,0,1,0,0,0,0,0,3,0,,florelu01
403,Vlade Divac,36,LAL,C,15,0,130,13,31,.419,0,0,,13,31,.419,.419,8,12,.667,18,14,32,19,4,1,14,25,34,0,,divacvl01
404,Scott Williams,36,CLE,C,19,0,152,12,41,.293,0,1,.000,12,40,.300,.293,9,11,.818,15,15,30,8,4,6,5,30,33,0,,willisc01
405,Michael Bradley,25,3TM,PF,18,0,119,15,24,.625,0,1,.000,15,23,.652,.625,3,8,.375,8,20,28,5,1,2,5,12,33,0,,bradlmi01
405,Michael Bradley,25,ORL,PF,8,0,55,3,7,.429,0,0,,3,7,.429,.429,0,0,,3,11,14,2,1,2,1,4,6,0,,bradlmi01
405,Michael Bradley,25,SAC,PF,8,0,48,8,12,.667,0,0,,8,12,.667,.667,2,6,.333,5,6,11,2,0,0,3,8,18,0,,bradlmi01
405,Michael Bradley,25,PHI,PF,2,0,16,4,5,.800,0,1,.000,4,4,1.000,.800,1,2,.500,0,3,3,1,0,0,1,0,9,0,,bradlmi01
406,Marcus Haislip,24,IND,PF,9,0,106,13,38,.342,0,1,.000,13,37,.351,.342,6,11,.545,5,10,15,3,2,2,6,15,32,0,,haislma01
407,Jamison Brewer,24,NYK,PG,18,0,185,11,37,.297,3,15,.200,8,22,.364,.338,6,13,.462,6,16,22,12,8,1,13,11,31,0,,breweja01
408,Michael Curry,36,IND,SF,18,7,249,13,29,.448,0,0,,13,29,.448,.448,4,8,.500,8,19,27,15,5,4,5,39,30,0,,currymi01
409,John Edwards,23,IND,C,25,1,139,11,30,.367,0,0,,11,30,.367,.367,7,14,.500,8,11,19,3,3,4,8,12,29,0,,edwarjo01
410,Luke Jackson,23,CLE,SF,10,0,43,10,27,.370,4,6,.667,6,21,.286,.444,5,6,.833,2,4,6,3,0,0,2,4,29,0,,jackslu02
411,Voshon Lenard,31,DEN,SG,3,1,54,10,26,.385,4,12,.333,6,14,.429,.462,5,8,.625,0,6,6,6,1,0,2,2,29,0,,lenarvo01
412,Bo Outlaw,33,PHO,PF,39,0,214,12,34,.353,0,0,,12,34,.353,.353,5,9,.556,16,37,53,13,6,12,8,29,29,0,,outlabo01
413,Kevin Ollie,32,PHI,PG,26,0,158,11,31,.355,0,0,,11,31,.355,.355,6,9,.667,3,16,19,19,5,0,6,16,28,0,,ollieke01
414,Tamar Slay,24,CHO,SG,8,0,78,13,39,.333,2,12,.167,11,27,.407,.359,0,2,.000,6,8,14,3,5,0,8,20,28,0,,slayta01
415,Rod Strickland,38,HOU,PG,16,2,196,9,43,.209,1,2,.500,8,41,.195,.221,9,10,.900,3,24,27,39,3,2,16,15,28,0,,stricro02
416,Jérôme Moïso,26,3TM,PF,20,1,120,9,18,.500,0,1,.000,9,17,.529,.500,10,13,.769,10,27,37,1,3,6,7,13,28,0,,moisoje01
416,Jérôme Moïso,26,TOR,C,8,1,69,3,9,.333,0,1,.000,3,8,.375,.333,8,9,.889,6,17,23,0,2,3,6,7,14,0,,moisoje01
416,Jérôme Moïso,26,NJN,C,8,0,24,3,4,.750,0,0,,3,4,.750,.750,2,4,.500,3,4,7,0,0,1,1,2,8,0,,moisoje01
416,Jérôme Moïso,26,CLE,PF,4,0,27,3,5,.600,0,0,,3,5,.600,.600,0,0,,1,6,7,1,1,2,0,4,6,0,,moisoje01
417,Ndudi Ebi,20,MIN,SG,2,0,54,11,21,.524,0,1,.000,11,20,.550,.524,5,9,.556,6,10,16,1,1,1,3,7,27,0,,ebind01
418,Corsley Edwards,25,NOH,C,10,0,110,10,31,.323,0,0,,10,31,.323,.323,7,12,.583,12,13,25,3,3,4,2,19,27,0,,edwarco01
419,Ha Seung-Jin,19,POR,C,19,0,104,10,23,.435,0,0,,10,23,.435,.435,6,11,.545,6,12,18,2,1,5,12,21,26,0,,seungha01
420,James Thomas,24,2TM,PF,11,2,117,12,20,.600,0,0,,12,20,.600,.600,2,6,.333,17,20,37,4,4,4,7,13,26,0,,thomaja02
420,James Thomas,24,POR,PF,9,2,112,11,18,.611,0,0,,11,18,.611,.611,2,6,.333,15,20,35,4,4,4,7,12,24,0,,thomaja02
420,James Thomas,24,ATL,PF,2,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,0,0,0,0,1,2,0,,thomaja02
421,Dion Glover,26,SAS,SG,7,0,68,8,22,.364,1,8,.125,7,14,.500,.386,8,10,.800,3,8,11,4,3,3,2,9,25,0,,glovedi01
422,Michael Stewart,29,ATL,PF,12,1,145,11,21,.524,0,0,,11,21,.524,.524,3,7,.429,21,19,40,5,6,5,6,32,25,0,,stewami01
423,Bruno Šundov,24,NYK,C,21,0,73,11,37,.297,1,3,.333,10,34,.294,.311,2,2,1.000,6,7,13,2,2,2,6,16,25,0,,sundobr01
424,Samaki Walker,28,WAS,PF,14,0,134,11,31,.355,0,0,,11,31,.355,.355,2,3,.667,8,10,18,4,3,7,8,25,24,0,,walkesa01
425,Omar Cook,23,TOR,PG,5,0,74,10,24,.417,0,4,.000,10,20,.500,.417,3,6,.500,2,5,7,22,6,1,6,6,23,0,,cookom01
426,Mark Jones,29,ORL,SF,10,0,116,9,31,.290,0,4,.000,9,27,.333,.290,5,10,.500,6,7,13,6,5,2,3,16,23,0,,jonesma03
427,Daniel Santiago,28,MIL,C,11,0,105,7,21,.333,0,0,,7,21,.333,.333,8,11,.727,6,13,19,1,3,4,4,28,22,0,,santida01
428,Jared Reiner,22,CHI,C,19,2,132,10,30,.333,0,0,,10,30,.333,.333,1,4,.250,13,25,38,1,3,7,9,35,21,0,,reineja01
429,Mamadou N'Diaye,29,LAC,C,11,0,72,8,20,.400,0,1,.000,8,19,.421,.400,4,7,.571,9,9,18,1,1,5,0,20,20,0,,ndiayma02
430,Tremaine Fowlkes,28,IND,SF,8,0,56,9,17,.529,1,3,.333,8,14,.571,.559,0,2,.000,3,5,8,0,2,0,5,7,19,0,,fowlktr01
431,Aleksandar Radojević,28,UTA,C,12,6,128,6,19,.316,0,0,,6,19,.316,.316,7,10,.700,9,19,28,6,0,2,15,32,19,0,,radojal01
432,D.J. Mbenga,24,DAL,C,15,1,58,6,14,.429,0,0,,6,14,.429,.429,3,4,.750,3,5,8,0,0,5,5,13,15,0,,mbengdj01
433,Jelani McCoy,27,ATL,C,10,0,88,7,13,.538,0,0,,7,13,.538,.538,1,5,.200,7,14,21,0,3,8,6,24,15,0,,mccoyje01
434,Robert Swift,19,SEA,C,16,0,72,5,11,.455,0,0,,5,11,.455,.455,5,9,.556,1,4,5,2,1,7,4,16,15,0,,swiftro01
435,Mateen Cleaves,27,SEA,PG,14,0,65,5,14,.357,0,2,.000,5,12,.417,.357,3,4,.750,2,4,6,7,2,0,2,2,13,0,,cleavma01
436,Erik Daniels,22,SAC,SF,21,0,72,6,18,.333,1,2,.500,5,16,.313,.361,0,0,,7,11,18,4,2,0,6,7,13,0,,danieer01
437,Kaniel Dickens,26,NJN,SF,11,0,61,4,14,.286,3,9,.333,1,5,.200,.393,2,2,1.000,3,6,9,1,2,1,2,5,13,0,,dickeka01
438,Kedrick Brown,23,PHI,SF,8,0,55,2,6,.333,0,3,.000,2,3,.667,.333,8,10,.800,1,10,11,4,3,1,5,4,12,0,,brownke01
439,Britton Johnsen,25,IND,SF,6,1,87,6,22,.273,0,4,.000,6,18,.333,.273,0,0,,5,5,10,4,1,0,3,10,12,0,,johnsbr01
440,Paul Shirley,27,PHO,PF,9,0,30,5,11,.455,0,0,,5,11,.455,.455,2,4,.500,1,1,2,3,0,0,1,3,12,0,,shirlpa01
441,Peter John Ramos,19,WAS,C,6,0,20,5,10,.500,0,0,,5,10,.500,.500,1,2,.500,1,3,4,0,0,1,3,4,11,0,,ramospe01
442,Jackie Butler,19,NYK,C,3,0,5,4,4,1.000,0,0,,4,4,1.000,1.000,2,2,1.000,0,0,0,0,1,0,1,0,10,0,,butleja01
443,Qyntel Woods,23,MIA,SF,3,0,40,5,12,.417,0,0,,5,12,.417,.417,0,0,,2,4,6,0,4,0,2,6,10,0,,woodsqy01
444,Derrick Coleman,37,DET,C,5,0,50,3,14,.214,0,2,.000,3,12,.250,.214,3,3,1.000,3,12,15,0,0,0,2,6,9,0,,colemde01
445,Andrew DeClercq,31,ORL,C,8,0,49,4,9,.444,0,0,,4,9,.444,.444,1,3,.333,7,3,10,0,2,0,1,14,9,0,,declean01
446,Lawrence Funderburke,34,CHI,PF,2,0,21,3,6,.500,0,0,,3,6,.500,.500,3,5,.600,1,2,3,0,0,0,0,2,9,0,,fundela01
447,Geno Carlisle,28,POR,SG,6,0,16,2,3,.667,0,0,,2,3,.667,.667,4,6,.667,1,0,1,1,0,0,1,1,8,0,,carlige01
448,Donnell Harvey,24,NJN,PF,3,0,16,2,2,1.000,0,0,,2,2,1.000,1.000,4,4,1.000,2,5,7,1,1,1,1,2,8,0,,harvedo01
