Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
127,Chase Budinger,22,HOU,SF,78,22,1738,279,656,.425,89,274,.325,190,382,.497,.493,118,138,.855,52,229,281,127,41,18,67,114,765,0,,budinch01
128,Al Harrington,30,DEN,PF,73,3,1665,281,675,.416,117,328,.357,164,347,.473,.503,86,117,.735,76,256,332,101,39,10,106,202,765,0,,harrial01
129,Anthony Morrow,25,NJN,SG,58,47,1856,279,620,.450,110,260,.423,169,360,.469,.539,96,107,.897,37,135,172,68,19,7,54,135,764,0,,morroan01
130,Baron Davis,31,2TM,PG,58,44,1649,289,693,.417,81,239,.339,208,454,.458,.475,101,131,.771,35,121,156,391,78,28,146,143,760,0,,davisba01
130,Baron Davis,31,LAC,PG,43,35,1269,214,515,.416,45,152,.296,169,363,.466,.459,79,104,.760,29,91,120,299,62,22,107,114,552,0,,davisba01
130,Baron Davis,31,CLE,PG,15,9,380,75,178,.421,36,87,.414,39,91,.429,.522,22,27,.815,6,30,36,92,16,6,39,29,208,0,,davisba01
131,Travis Outlaw,26,NJN,SF,82,55,2358,274,731,.375,76,252,.302,198,479,.413,.427,132,171,.772,54,271,325,84,34,36,71,148,756,0,,outlatr01
132,Gilbert Arenas,29,2TM,PG,70,16,1796,269,734,.366,97,327,.297,172,407,.423,.433,120,153,.784,22,167,189,274,74,21,177,188,755,0,,arenagi01
132,Gilbert Arenas,29,WAS,PG,21,14,726,130,330,.394,47,145,.324,83,185,.449,.465,56,67,.836,6,64,70,117,30,12,71,76,363,0,,arenagi01
132,Gilbert Arenas,29,ORL,PG,49,2,1070,139,404,.344,50,182,.275,89,222,.401,.406,64,86,.744,16,103,119,157,44,9,106,112,392,0,,arenagi01
133,Greg Monroe,20,DET,C,80,48,2222,303,550,.551,0,1,.000,303,549,.552,.551,145,233,.622,248,353,601,105,93,45,81,196,751,0,ROY-6,monrogr01
134,Andrei Kirilenko,29,UTA,SF,64,62,1999,253,542,.467,36,98,.367,217,444,.489,.500,208,270,.770,100,227,327,192,81,74,117,113,750,0,,kirilan01
135,Tyson Chandler,28,DAL,C,74,74,2059,266,407,.654,0,0,,266,407,.654,.654,216,295,.732,206,486,692,32,36,80,88,240,748,0,DPOY-3DEF2,chandty01
136,Emeka Okafor,28,NOH,C,72,72,2287,300,524,.573,0,1,.000,300,523,.574,.573,145,258,.562,230,454,684,42,40,127,119,230,745,0,,okafoem01
137,Kris Humphries,25,NJN,PF,74,44,2061,307,583,.527,0,1,.000,307,582,.527,.527,127,191,.665,225,546,771,84,33,80,103,168,741,0,,humphkr01
138,Reggie Williams,24,GSW,SF,80,9,1626,268,572,.469,102,241,.423,166,331,.502,.558,100,134,.746,45,171,216,121,28,3,57,124,738,0,,willire02
139,Kirk Hinrich,30,2TM,PG,72,51,2157,278,623,.446,75,188,.399,203,435,.467,.506,106,126,.841,21,161,182,288,75,17,121,185,737,0,,hinriki01
139,Kirk Hinrich,30,WAS,SG,48,29,1471,198,438,.452,43,112,.384,155,326,.475,.501,92,105,.876,14,115,129,210,56,10,84,119,531,0,,hinriki01
139,Kirk Hinrich,30,ATL,PG,24,22,686,80,185,.432,32,76,.421,48,109,.440,.519,14,21,.667,7,46,53,78,19,7,37,66,206,0,,hinriki01
140,Jarrett Jack,27,2TM,SG,83,15,1722,260,637,.408,33,108,.306,227,529,.429,.434,182,214,.850,20,153,173,242,54,6,110,102,735,0,,jackja01
140,Jarrett Jack,27,TOR,PG,13,13,347,48,122,.393,4,24,.167,44,98,.449,.410,40,46,.870,6,36,42,59,14,0,34,25,140,0,,jackja01
140,Jarrett Jack,27,NOH,SG,70,2,1375,212,515,.412,29,84,.345,183,431,.425,.440,142,168,.845,14,117,131,183,40,6,76,77,595,0,,jackja01
141,Darrell Arthur,22,MEM,PF,80,9,1609,310,624,.497,0,6,.000,310,618,.502,.497,109,134,.813,115,227,342,53,52,63,88,228,729,0,,arthuda01
142,Rajon Rondo,24,BOS,PG,68,68,2527,318,670,.475,10,43,.233,308,627,.491,.482,75,132,.568,87,210,297,760,153,11,234,120,721,3,MVP-10DPOY-5ASDEF1,rondora01
143,Shannon Brown,25,LAL,SG,82,0,1568,273,643,.425,74,212,.349,199,431,.462,.482,92,101,.911,35,122,157,96,67,16,75,124,712,0,,brownsh01
144,Wesley Johnson,23,MIN,SG,79,63,2069,271,682,.397,103,289,.356,168,393,.427,.473,64,92,.696,51,189,240,148,58,54,95,163,709,0,,johnswe01
145,Jordan Farmar,24,NJN,PG,73,18,1796,255,651,.392,109,304,.359,146,347,.421,.475,82,100,.820,24,149,173,368,62,6,139,128,701,0,,farmajo01
146,Metta World Peace,31,LAL,SF,82,82,2410,261,658,.397,83,233,.356,178,425,.419,.460,92,136,.676,100,167,267,175,124,36,90,181,697,0,DPOY-18,artesro01
147,Amir Johnson,23,TOR,PF,72,54,1853,281,495,.568,0,1,.000,281,494,.569,.568,126,160,.788,189,272,461,81,53,88,69,263,688,0,,johnsam01
148,Mike Bibby,32,3TM,PG,80,68,2285,248,576,.431,153,348,.440,95,228,.417,.563,39,62,.629,17,178,195,265,50,9,101,175,688,0,,bibbymi01
148,Mike Bibby,32,ATL,PG,56,56,1674,192,441,.435,113,256,.441,79,185,.427,.563,29,46,.630,15,128,143,202,38,6,68,125,526,0,,bibbymi01
148,Mike Bibby,32,WAS,PG,2,0,29,1,9,.111,0,4,.000,1,5,.200,.111,0,0,,0,3,3,8,1,0,1,3,2,0,,bibbymi01
148,Mike Bibby,32,MIA,PG,22,12,582,55,126,.437,40,88,.455,15,38,.395,.595,10,16,.625,2,47,49,55,11,3,32,47,160,0,,bibbymi01
149,Mike Dunleavy,30,IND,SG,61,44,1683,240,520,.462,102,254,.402,138,266,.519,.560,100,125,.800,28,248,276,105,40,30,69,107,682,0,,dunlemi02
150,Ryan Anderson,22,ORL,PF,64,14,1424,226,525,.430,134,341,.393,92,184,.500,.558,95,117,.812,129,226,355,52,30,38,49,137,681,0,,anderry01
151,Kyle Korver,29,CHI,SG,82,0,1649,242,557,.434,120,289,.415,122,268,.455,.542,77,87,.885,12,138,150,124,35,20,60,156,681,0,,korveky01
152,Marvin Williams,24,ATL,SF,65,52,1865,246,537,.458,37,110,.336,209,427,.489,.493,147,174,.845,68,245,313,88,34,23,62,104,676,0,,willima02
153,DeJuan Blair,21,SAS,PF,81,65,1734,292,583,.501,0,2,.000,292,581,.503,.501,90,137,.657,215,350,565,77,95,42,113,213,674,0,,blairde01
154,Willie Green,29,NOH,SG,77,13,1674,270,609,.443,54,155,.348,216,454,.476,.488,78,100,.780,22,139,161,74,36,13,67,143,672,0,,greenwi01
155,Courtney Lee,25,HOU,SG,81,1,1723,253,576,.439,71,174,.408,182,402,.453,.501,95,120,.792,51,158,209,100,58,18,68,102,672,0,,leeco01
156,José Calderón,29,TOR,PG,68,55,2102,262,596,.440,57,156,.365,205,440,.466,.487,88,103,.854,30,172,202,605,81,7,148,143,669,0,,caldejo01
157,Hakim Warrick,28,PHO,PF,80,6,1416,228,446,.511,1,11,.091,227,435,.522,.512,212,294,.721,88,208,296,69,32,9,79,100,669,0,,warriha01
158,Rudy Fernández,25,POR,SG,78,3,1821,213,575,.370,116,361,.321,97,214,.453,.471,126,146,.863,37,135,172,193,87,14,88,134,668,0,,fernaru01
159,Rashard Lewis,31,2TM,PF,57,52,1824,252,582,.433,87,244,.357,165,338,.488,.508,77,96,.802,71,219,290,92,52,30,87,159,668,0,,lewisra02
159,Rashard Lewis,31,ORL,PF,25,25,810,113,270,.419,44,120,.367,69,150,.460,.500,34,45,.756,23,83,106,29,22,10,35,63,304,0,,lewisra02
159,Rashard Lewis,31,WAS,SF,32,27,1014,139,312,.446,43,124,.347,96,188,.511,.514,43,51,.843,48,136,184,63,30,20,52,96,364,0,,lewisra02
160,Jason Thompson,24,SAC,PF,75,39,1748,271,534,.507,0,3,.000,271,531,.510,.507,121,200,.605,144,310,454,88,28,44,99,212,663,0,,thompja02
161,Sasha Vujačić,26,2TM,SG,67,17,1648,239,595,.402,97,262,.370,142,333,.426,.483,81,96,.844,30,156,186,132,54,5,66,136,656,0,,vujacsa01
161,Sasha Vujačić,26,LAL,SG,11,0,54,8,23,.348,3,7,.429,5,16,.313,.413,1,2,.500,1,3,4,5,1,0,5,7,20,0,,vujacsa01
161,Sasha Vujačić,26,NJN,SG,56,17,1594,231,572,.404,94,255,.369,137,317,.432,.486,80,94,.851,29,153,182,127,53,5,61,129,636,0,,vujacsa01
162,Gerald Henderson,23,CHA,SG,68,30,1661,259,570,.454,7,36,.194,252,534,.472,.461,128,163,.785,49,158,207,101,50,32,64,118,653,0,,hendege02
163,Jerryd Bayless,22,2TM,PG,71,14,1496,218,517,.422,49,146,.336,169,371,.456,.469,166,206,.806,26,139,165,266,38,5,127,149,651,0,,bayleje01
163,Jerryd Bayless,22,NOH,PG,11,0,149,17,49,.347,3,14,.214,14,35,.400,.378,13,17,.765,2,13,15,28,2,1,17,16,50,0,,bayleje01
163,Jerryd Bayless,22,TOR,PG,60,14,1347,201,468,.429,46,132,.348,155,336,.461,.479,153,189,.810,24,126,150,238,36,4,110,133,601,0,,bayleje01
164,Samuel Dalembert,29,SAC,C,80,46,1938,268,567,.473,0,2,.000,268,565,.474,.473,108,148,.730,212,445,657,67,36,116,132,225,644,0,,dalemsa01
165,Tony Allen,29,MEM,SG,72,31,1494,251,492,.510,4,23,.174,247,469,.527,.514,137,182,.753,70,123,193,104,129,44,86,161,643,0,DPOY-46MOY-11DEF2,allento01
166,Aaron Brooks,26,2TM,PG,59,12,1284,220,587,.375,70,236,.297,150,351,.427,.434,124,140,.886,20,58,78,233,34,3,99,115,634,0,,brookaa01
166,Aaron Brooks,26,HOU,PG,34,7,811,134,387,.346,48,169,.284,86,218,.394,.408,78,83,.940,11,40,51,129,21,2,55,69,394,0,,brookaa01
166,Aaron Brooks,26,PHO,PG,25,5,473,86,200,.430,22,67,.328,64,133,.481,.485,46,57,.807,9,18,27,104,13,1,44,46,240,0,,brookaa01
167,Jason Kidd,37,DAL,PG,80,80,2653,215,596,.361,133,391,.340,82,205,.400,.472,67,77,.870,35,316,351,655,134,29,179,119,630,2,,kiddja01
168,Shane Battier,32,2TM,SF,82,59,2375,229,509,.450,102,267,.382,127,242,.525,.550,64,93,.688,90,283,373,185,69,81,79,158,624,0,,battish01
168,Shane Battier,32,HOU,SF,59,59,1818,186,408,.456,88,225,.391,98,183,.536,.564,49,76,.645,58,223,281,153,53,71,63,127,509,0,,battish01
168,Shane Battier,32,MEM,SF,23,0,557,43,101,.426,14,42,.333,29,59,.492,.495,15,17,.882,32,60,92,32,16,10,16,31,115,0,,battish01
169,Randy Foye,27,LAC,SG,63,24,1551,206,531,.388,71,217,.327,135,314,.430,.455,133,149,.893,13,90,103,170,47,21,95,122,616,0,,foyera01
170,Andrew Bynum,23,LAL,C,54,47,1500,237,413,.574,0,0,,237,413,.574,.574,138,209,.660,170,338,508,73,19,106,74,140,612,0,DPOY-22,bynuman01
171,Omri Casspi,22,SAC,SF,71,27,1702,225,546,.412,92,247,.372,133,299,.445,.496,68,101,.673,74,233,307,74,54,13,68,115,610,0,,casspom01
172,Brandon Rush,25,IND,SG,67,21,1754,217,515,.421,93,223,.417,124,292,.425,.512,80,106,.755,33,184,217,62,41,35,69,107,607,0,,rushbr01
173,Darko Miličić,25,MIN,C,69,69,1686,271,578,.469,0,0,,271,578,.469,.469,64,115,.557,133,227,360,104,54,140,151,229,606,0,,milicda01
174,Anthony Parker,35,CLE,SF,72,65,2091,220,552,.399,86,227,.379,134,325,.412,.476,74,95,.779,33,185,218,218,67,10,80,109,600,0,,parkean01
175,JJ Redick,26,ORL,SG,59,5,1513,197,447,.441,87,219,.397,110,228,.482,.538,112,128,.875,6,107,113,102,29,3,53,80,593,0,6MOY-15,redicjj01
176,Spencer Hawes,22,PHI,C,81,81,1718,264,568,.465,9,37,.243,255,531,.480,.473,47,88,.534,129,336,465,121,29,71,97,201,584,0,,hawessp01
177,Chuck Hayes,27,HOU,C,74,63,2079,244,463,.527,0,2,.000,244,461,.529,.527,94,142,.662,219,380,599,202,79,49,86,200,582,1,DPOY-12,hayesch01
178,Nenad Krstić,27,2TM,C,71,67,1571,231,452,.511,0,0,,231,452,.511,.511,113,146,.774,124,211,335,27,26,25,56,184,575,0,,krstine01
178,Nenad Krstić,27,OKC,C,47,47,1018,152,305,.498,0,0,,152,305,.498,.498,53,66,.803,77,130,207,19,18,17,33,107,357,0,,krstine01
178,Nenad Krstić,27,BOS,C,24,20,553,79,147,.537,0,0,,79,147,.537,.537,60,80,.750,47,81,128,8,8,8,23,77,218,0,,krstine01
179,Tracy McGrady,31,DET,SG,72,39,1686,227,514,.442,30,88,.341,197,426,.462,.471,90,129,.698,49,202,251,252,66,34,102,101,574,0,,mcgratr01
180,Brandon Roy,26,POR,SG,47,23,1310,209,523,.400,38,114,.333,171,409,.418,.436,117,138,.848,28,93,121,129,37,12,55,76,573,0,,roybr01
181,Sam Young,25,MEM,SF,78,46,1577,233,494,.472,17,50,.340,216,444,.486,.489,89,116,.767,40,147,187,71,68,23,61,120,572,0,,youngsa01
182,Keyon Dooling,30,MIL,PG,80,22,1757,206,519,.397,81,234,.346,125,285,.439,.475,78,94,.830,12,105,117,243,54,4,91,119,571,0,,doolike01
183,Ersan İlyasova,23,MIL,PF,60,34,1505,221,507,.436,36,121,.298,185,386,.479,.471,93,104,.894,105,260,365,56,51,24,63,159,571,0,,ilyaser01
184,Taj Gibson,25,CHI,PF,80,19,1742,234,502,.466,1,8,.125,233,494,.472,.467,100,148,.676,162,296,458,58,39,106,71,203,569,0,,gibsota01
185,DeAndre Jordan,22,LAC,C,80,66,2047,234,341,.686,0,1,.000,234,340,.688,.686,98,217,.452,207,368,575,42,41,142,101,255,566,0,,jordade01
186,Carlos Delfino,28,MIL,SF,49,40,1590,200,513,.390,105,284,.370,95,229,.415,.492,60,75,.800,24,176,200,112,76,8,57,72,565,0,,delfica01
187,Evan Turner,22,PHI,SG,78,14,1797,225,529,.425,14,44,.318,211,485,.435,.439,101,125,.808,42,264,306,159,49,14,80,138,565,0,,turneev01
188,Joakim Noah,25,CHI,C,48,48,1576,211,402,.525,0,1,.000,211,401,.526,.525,139,188,.739,182,316,498,107,48,72,90,156,561,0,DPOY-15DEF2,noahjo01
189,Francisco García,29,SAC,SF,58,34,1386,207,475,.436,81,224,.362,126,251,.502,.521,65,76,.855,24,109,133,71,51,49,45,126,560,0,,garcifr01
190,Derek Fisher,36,LAL,PG,82,82,2297,206,529,.389,63,159,.396,143,370,.386,.449,83,103,.806,14,138,152,224,99,8,70,192,558,0,,fishede01
191,Corey Brewer,24,2TM,SG,69,24,1510,193,488,.395,30,112,.268,163,376,.434,.426,136,192,.708,57,118,175,89,100,16,87,159,552,0,,breweco01
191,Corey Brewer,24,MIN,SF,56,22,1362,168,437,.384,26,99,.263,142,338,.420,.414,121,171,.708,45,107,152,77,89,14,77,134,483,0,,breweco01
191,Corey Brewer,24,DAL,SG,13,2,148,25,51,.490,4,13,.308,21,38,.553,.529,15,21,.714,12,11,23,12,11,2,10,25,69,0,,breweco01
192,Ryan Gomes,28,LAC,SF,76,62,2095,207,505,.410,72,211,.341,135,294,.459,.481,61,85,.718,61,193,254,118,62,12,55,159,547,0,,gomesry01
193,Sonny Weems,24,TOR,SF,59,28,1413,228,513,.444,17,61,.279,211,452,.467,.461,72,94,.766,39,114,153,104,34,2,86,87,545,0,,weemsso01
194,Eric Bledsoe,21,LAC,PG,81,25,1841,206,486,.424,32,116,.276,174,370,.470,.457,99,133,.744,68,155,223,289,92,26,194,130,543,0,,bledser01
195,Raja Bell,34,UTA,SG,68,63,2097,191,467,.409,68,193,.352,123,274,.449,.482,91,102,.892,31,145,176,118,56,14,63,169,541,0,,bellra01
196,Austin Daye,22,DET,SF,72,16,1446,193,471,.410,69,172,.401,124,299,.415,.483,82,108,.759,64,210,274,78,39,39,59,165,537,0,,dayeau01
197,Nazr Mohammed,33,2TM,C,75,37,1280,234,448,.522,0,1,.000,234,447,.523,.522,67,112,.598,140,228,368,23,30,56,70,184,535,0,,mohamna01
197,Nazr Mohammed,33,CHA,C,51,30,851,159,317,.502,0,1,.000,159,316,.503,.502,52,88,.591,94,158,252,17,14,46,51,121,370,0,,mohamna01
197,Nazr Mohammed,33,OKC,C,24,7,429,75,131,.573,0,0,,75,131,.573,.573,15,24,.625,46,70,116,6,16,10,19,63,165,0,,mohamna01
198,Josh McRoberts,23,IND,PF,72,51,1597,211,386,.547,23,60,.383,188,326,.577,.576,88,119,.739,109,273,382,150,47,57,93,165,533,0,,mcrobjo01
199,Derrick Favors,19,2TM,PF,78,27,1535,215,416,.517,0,0,,215,416,.517,.517,103,173,.595,171,241,412,39,29,68,77,246,533,0,,favorde01
199,Derrick Favors,19,NJN,PF,56,23,1091,141,276,.511,0,0,,141,276,.511,.511,71,116,.612,126,171,297,21,18,41,56,183,353,0,,favorde01
199,Derrick Favors,19,UTA,PF,22,4,444,74,140,.529,0,0,,74,140,.529,.529,32,57,.561,45,70,115,18,11,27,21,63,180,0,,favorde01
200,Luc Mbah a Moute,24,MIL,PF,79,52,2093,198,428,.463,0,7,.000,198,421,.470,.463,133,188,.707,169,251,420,68,72,28,77,180,529,0,,mbahalu01
201,Kwame Brown,28,CHA,C,66,50,1714,194,375,.517,0,0,,194,375,.517,.517,136,231,.589,147,303,450,43,26,39,69,174,524,0,,brownkw01
202,Al Thornton,27,2TM,PF,71,23,1383,205,431,.476,4,26,.154,201,405,.496,.480,110,142,.775,56,157,213,62,35,12,64,143,524,0,,thornal01
202,Al Thornton,27,WAS,SF,49,23,1069,154,327,.471,4,25,.160,150,302,.497,.477,81,107,.757,46,110,156,51,28,9,44,103,393,0,,thornal01
202,Al Thornton,27,GSW,PF,22,0,314,51,104,.490,0,1,.000,51,103,.495,.490,29,35,.829,10,47,57,11,7,3,20,40,131,0,,thornal01
203,Goran Dragić,24,2TM,PG,70,5,1234,192,441,.435,56,155,.361,136,286,.476,.499,83,133,.624,36,106,142,204,50,10,117,125,523,1,,dragigo01
203,Goran Dragić,24,PHO,PG,48,2,856,133,316,.421,28,101,.277,105,215,.488,.465,59,97,.608,24,62,86,149,36,6,96,90,353,0,,dragigo01
203,Goran Dragić,24,HOU,PG,22,3,378,59,125,.472,28,54,.519,31,71,.437,.584,24,36,.667,12,44,56,55,14,4,21,35,170,1,,dragigo01
204,Ronnie Brewer,25,CHI,SG,81,1,1781,205,427,.480,6,27,.222,199,400,.498,.487,87,133,.654,55,207,262,140,106,22,55,82,503,0,,brewero02
205,Ed Davis,21,TOR,PF,65,17,1602,215,373,.576,0,0,,215,373,.576,.576,71,128,.555,168,294,462,40,39,67,48,183,501,0,,davised01
206,Jordan Crawford,22,2TM,SG,42,18,1027,192,500,.384,33,128,.258,159,372,.427,.417,73,84,.869,31,74,105,117,39,3,83,63,490,1,,crawfjo02
206,Jordan Crawford,22,ATL,SG,16,0,160,27,77,.351,9,27,.333,18,50,.360,.409,4,6,.667,9,19,28,15,3,0,15,13,67,0,,crawfjo02
206,Jordan Crawford,22,WAS,SG,26,18,867,165,423,.390,24,101,.238,141,322,.438,.418,69,78,.885,22,55,77,102,36,3,68,50,423,1,,crawfjo02
207,Will Bynum,28,DET,PG,61,5,1125,182,406,.448,16,50,.320,166,356,.466,.468,102,122,.836,15,59,74,195,52,4,83,113,482,0,,bynumwi01
208,Dante Cunningham,23,2TM,PF,78,18,1637,218,472,.462,1,13,.077,217,459,.473,.463,45,62,.726,96,181,277,43,54,43,51,177,482,0,,cunnida01
208,Dante Cunningham,23,POR,PF,56,9,1108,126,291,.433,0,4,.000,126,287,.439,.433,32,45,.711,73,116,189,30,39,32,33,139,284,0,,cunnida01
208,Dante Cunningham,23,CHA,PF,22,9,529,92,181,.508,1,9,.111,91,172,.529,.511,13,17,.765,23,65,88,13,15,11,18,38,198,0,,cunnida01
209,Matt Bonner,30,SAS,PF,66,1,1432,172,371,.464,105,230,.457,67,141,.475,.605,32,43,.744,60,179,239,60,26,21,27,110,481,0,6MOY-15,bonnema01
210,Shaun Livingston,25,CHA,PG,73,0,1261,185,397,.466,1,4,.250,184,393,.468,.467,108,125,.864,29,120,149,164,47,29,88,109,479,0,,livinsh01
211,Paul George,20,IND,SG,61,19,1265,179,395,.453,41,138,.297,138,257,.537,.505,77,101,.762,37,187,224,65,62,26,70,127,476,0,,georgpa01
212,James Jones,30,MIA,SF,81,8,1549,146,346,.422,123,287,.429,23,59,.390,.600,60,72,.833,23,137,160,43,29,19,21,129,475,0,,jonesja02
213,Maurice Evans,32,2TM,SF,73,24,1549,177,424,.417,55,167,.329,122,257,.475,.482,52,58,.897,52,104,156,45,34,14,33,129,461,0,,evansma01
213,Maurice Evans,32,ATL,SF,47,12,837,79,201,.393,28,89,.315,51,112,.455,.463,24,28,.857,23,61,84,30,16,5,15,74,210,0,,evansma01
213,Maurice Evans,32,WAS,SF,26,12,712,98,223,.439,27,78,.346,71,145,.490,.500,28,30,.933,29,43,72,15,18,9,18,55,251,0,,evansma01
214,Al-Farouq Aminu,20,LAC,SF,81,14,1452,160,406,.394,45,143,.315,115,263,.437,.450,92,119,.773,75,192,267,60,59,25,103,121,457,0,,aminual01
215,Shawne Williams,24,NYK,PF,64,11,1323,164,385,.426,85,212,.401,79,173,.457,.536,41,49,.837,60,179,239,47,39,51,46,164,454,0,,willish03
216,Martell Webster,24,MIN,SF,46,1,1094,152,340,.447,55,132,.417,97,208,.466,.528,94,122,.770,36,111,147,53,28,9,58,101,453,0,,webstma02
217,Mario Chalmers,24,MIA,PG,70,28,1579,155,388,.399,83,231,.359,72,157,.459,.506,54,62,.871,12,134,146,177,76,7,91,158,447,0,,chalmma01
218,Caron Butler,30,DAL,SF,29,29,867,170,378,.450,28,65,.431,142,313,.454,.487,68,88,.773,22,96,118,46,28,8,49,59,436,0,,butleca01
219,Linas Kleiza,26,TOR,SF,39,23,1032,178,406,.438,39,131,.298,139,275,.505,.486,41,65,.631,37,140,177,40,19,7,65,99,436,0,,kleizli01
220,Anthony Tolliver,25,MIN,SF,65,4,1362,141,313,.450,47,115,.409,94,198,.475,.526,105,131,.802,92,203,295,82,28,28,49,145,434,0,,tollian01
221,Robin Lopez,22,PHO,C,67,56,991,179,357,.501,0,0,,179,357,.501,.501,74,100,.740,82,134,216,8,18,45,48,143,432,0,,lopezro01
222,Chris Wilcox,28,DET,PF,57,29,995,187,322,.581,0,1,.000,187,321,.583,.581,50,89,.562,95,176,271,43,29,17,43,145,424,0,,wilcoch01
223,Tyrus Thomas,24,CHA,C,41,2,861,156,331,.471,0,3,.000,156,328,.476,.471,107,136,.787,65,159,224,29,30,66,65,113,419,0,,thomaty01
224,Kenyon Martin,33,DEN,PF,48,48,1233,185,362,.511,2,9,.222,183,353,.518,.514,42,72,.583,67,230,297,109,43,35,59,136,414,0,DPOY-23,martike01
225,Wayne Ellington,23,MIN,SG,62,8,1181,160,397,.403,48,121,.397,112,276,.406,.463,42,53,.792,26,82,108,72,28,3,53,85,410,0,,ellinwa01
226,Mickaël Piétrus,28,2TM,SF,57,4,1107,143,365,.392,85,236,.360,58,129,.450,.508,39,57,.684,15,111,126,33,29,21,39,101,410,0,,pietrmi01
226,Mickaël Piétrus,28,ORL,SF,19,0,418,45,115,.391,34,87,.391,11,28,.393,.539,3,6,.500,6,44,50,10,10,3,14,35,127,0,,pietrmi01
226,Mickaël Piétrus,28,PHO,SG,38,4,689,98,250,.392,51,149,.342,47,101,.465,.494,36,51,.706,9,67,76,23,19,18,25,66,283,0,,pietrmi01
227,Earl Boykins,34,MIL,PG,57,0,862,156,352,.443,27,71,.380,129,281,.459,.482,69,82,.841,15,40,55,141,38,3,52,43,408,0,,boykiea01
228,Jordan Hill,23,HOU,C,72,11,1125,173,352,.491,0,2,.000,173,350,.494,.491,60,85,.706,128,178,306,29,14,52,62,157,406,0,,hilljo01
229,C.J. Watson,26,CHI,PG,82,1,1091,146,394,.371,44,112,.393,102,282,.362,.426,69,93,.742,16,78,94,186,55,11,73,82,405,0,,watsocj01
230,Thabo Sefolosha,26,OKC,SG,79,79,2049,157,333,.471,28,102,.275,129,231,.558,.514,59,79,.747,65,281,346,111,97,38,55,171,401,0,DPOY-21,sefolth01
231,Nate Robinson,26,2TM,PG,59,11,1013,150,376,.399,65,200,.325,85,176,.483,.485,36,44,.818,15,75,90,111,29,4,68,115,401,0,,robinna01
231,Nate Robinson,26,BOS,PG,55,11,983,146,361,.404,63,192,.328,83,169,.491,.492,33,40,.825,15,74,89,105,29,4,66,107,388,0,,robinna01
231,Nate Robinson,26,OKC,PG,4,0,30,4,15,.267,2,8,.250,2,7,.286,.333,3,4,.750,0,1,1,6,0,0,2,8,13,0,,robinna01
232,Donté Greene,22,SAC,SF,69,21,1127,156,386,.404,45,154,.292,111,232,.478,.462,43,65,.662,49,98,147,48,36,20,60,88,400,0,,greendo01
233,Chris Kaman,28,LAC,C,32,15,838,177,376,.471,0,0,,177,376,.471,.471,43,57,.754,51,174,225,46,16,48,58,75,397,0,,kamanch01
234,Drew Gooden,29,MIL,PF,35,18,860,156,362,.431,3,20,.150,153,342,.447,.435,81,102,.794,73,165,238,47,21,18,46,98,396,1,,goodedr01
235,Antonio McDyess,36,SAS,PF,73,16,1387,169,344,.491,0,1,.000,169,343,.493,.491,52,77,.675,122,273,395,84,36,39,72,163,390,0,,mcdyean01
236,Gordon Hayward,20,UTA,SF,72,17,1218,142,293,.485,35,74,.473,107,219,.489,.544,69,97,.711,41,98,139,81,30,19,70,106,388,0,,haywago01
237,DeShawn Stevenson,29,DAL,SG,72,54,1158,128,330,.388,94,249,.378,34,81,.420,.530,33,43,.767,20,86,106,77,21,5,44,71,383,0,,stevede01
238,Brad Miller,34,HOU,C,60,5,1015,132,296,.446,40,107,.374,92,189,.487,.514,78,94,.830,44,178,222,145,28,21,54,98,382,0,,millebr01
239,Vladimir Radmanović,30,GSW,PF,74,6,1169,137,318,.431,70,173,.405,67,145,.462,.541,30,34,.882,64,148,212,79,44,44,57,157,374,0,,radmavl01
240,Ryan Hollins,26,CLE,C,70,16,1182,131,219,.598,0,0,,131,219,.598,.598,111,163,.681,70,116,186,26,22,42,67,199,373,0,,holliry01
241,Eddie House,32,MIA,SG,56,1,978,128,321,.399,68,175,.389,60,146,.411,.505,38,40,.950,9,83,92,62,32,3,29,68,362,0,,houseed01
242,Jeff Teague,22,ATL,PG,70,7,963,133,304,.438,18,48,.375,115,256,.449,.467,77,97,.794,11,91,102,138,45,25,64,82,361,0,,teaguje01
243,Zydrunas Ilgauskas,35,MIA,C,72,51,1145,162,319,.508,0,1,.000,162,318,.509,.508,36,46,.783,108,179,287,26,23,58,52,185,360,0,,ilgauzy01
244,Keith Bogans,30,CHI,SG,82,82,1461,124,307,.404,90,237,.380,34,70,.486,.550,21,32,.656,19,129,148,101,38,9,41,113,359,0,DPOY-19,boganke01
245,Nikola Peković,25,MIN,C,65,11,887,136,263,.517,0,0,,136,263,.517,.517,87,114,.763,90,103,193,27,18,35,91,181,359,0,,pekovni01
246,Matt Barnes,30,LAL,SF,53,0,1020,131,279,.470,34,107,.318,97,172,.564,.530,60,77,.779,73,155,228,71,39,22,58,127,356,0,,barnema02
247,Yi Jianlian,23,WAS,PF,63,11,1112,145,347,.418,3,13,.231,142,334,.425,.422,62,91,.681,79,169,248,25,27,32,51,115,355,0,,jianlyi01
