Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
20,Dwight Howard,24,ORL,C,82,82,2843,510,834,.612,0,7,.000,510,827,.617,.612,483,816,.592,284,798,1082,144,75,228,274,287,1503,0,MVP-4DPOY-1ASNBA1DEF1,howardw01
21,Danny Granger,26,IND,SF,62,62,2278,488,1139,.428,158,438,.361,330,701,.471,.498,363,428,.848,67,275,342,171,94,51,157,183,1497,0,,grangda01
22,Tyreke Evans,20,SAC,SG,72,72,2677,533,1165,.458,36,141,.255,497,1024,.485,.473,348,465,.748,66,314,380,414,109,26,216,204,1450,1,ROY-1,evansty01
23,O.J. Mayo,22,MEM,SG,82,82,3113,542,1183,.458,136,355,.383,406,828,.490,.516,212,262,.809,61,250,311,242,98,17,176,174,1432,0,,mayooj01
24,Chauncey Billups,33,DEN,PG,73,73,2490,402,962,.418,157,407,.386,245,555,.441,.499,466,512,.910,25,203,228,409,82,9,177,153,1427,0,MVP-12AS,billuch01
25,Jamal Crawford,29,ATL,SG,79,0,2460,496,1105,.449,163,427,.382,333,678,.491,.523,270,315,.857,34,167,201,238,61,12,137,132,1425,0,6MOY-1,crawfja01
26,Deron Williams,25,UTA,PG,76,76,2802,494,1053,.469,96,259,.371,398,794,.501,.515,335,418,.801,50,253,303,798,96,16,252,208,1419,0,MVP-9ASNBA2,willide01
27,Chris Kaman,27,LAC,C,76,76,2608,589,1202,.490,0,6,.000,589,1196,.492,.490,230,307,.749,184,520,704,120,37,94,223,213,1408,0,AS,kamanch01
28,Andre Iguodala,26,PHI,SF,82,82,3193,496,1120,.443,94,303,.310,402,817,.492,.485,315,430,.733,82,447,529,472,141,55,218,145,1401,0,,iguodan01
29,Stephen Curry,21,GSW,PG,80,77,2896,528,1143,.462,166,380,.437,362,763,.474,.535,177,200,.885,48,308,356,472,152,19,243,252,1399,1,ROY-2,curryst01
30,Brandon Roy,25,POR,SG,65,65,2419,491,1038,.473,73,221,.330,418,817,.512,.508,343,440,.780,73,212,285,305,61,16,129,136,1398,0,ASNBA3,roybr01
31,Tim Duncan,33,SAS,C,78,77,2438,561,1082,.518,2,11,.182,559,1071,.522,.519,271,374,.725,221,567,788,246,45,117,140,152,1395,0,DPOY-14ASNBA3DEF2,duncati01
32,LaMarcus Aldridge,24,POR,PF,78,78,2922,579,1169,.495,5,16,.313,574,1153,.498,.497,230,304,.757,192,435,627,160,67,48,104,231,1393,0,,aldrila01
33,Corey Maggette,30,GSW,PF,70,49,2081,457,886,.516,13,50,.260,444,836,.531,.523,460,551,.835,92,281,373,172,51,4,168,231,1387,0,,maggeco01
34,Gerald Wallace,27,CHA,SF,76,76,3119,456,943,.484,52,140,.371,404,803,.503,.511,422,544,.776,150,612,762,161,117,83,178,194,1386,0,DPOY-3ASDEF1,wallage01
35,Andrea Bargnani,24,TOR,PF,80,80,2799,537,1143,.470,121,325,.372,416,818,.509,.523,181,234,.774,105,388,493,93,25,111,120,215,1376,0,,bargnan01
36,Carl Landry,26,2TM,PF,80,29,2469,499,931,.536,1,3,.333,498,928,.537,.537,344,427,.806,188,280,468,66,55,63,136,234,1343,0,6MOY-8,landrca01
36,Carl Landry,26,HOU,PF,52,1,1415,302,552,.547,0,0,,302,552,.547,.547,235,280,.839,122,164,286,40,28,46,86,146,839,0,,landrca01
36,Carl Landry,26,SAC,PF,28,28,1054,197,379,.520,1,3,.333,196,376,.521,.521,109,147,.741,66,116,182,26,27,17,50,88,504,0,,landrca01
37,Steve Nash,35,PHO,PG,81,81,2660,499,985,.507,124,291,.426,375,694,.540,.570,211,225,.938,34,234,268,892,42,12,295,108,1333,0,MVP-8ASNBA2,nashst01
38,Luis Scola,29,HOU,PF,82,82,2671,560,1090,.514,1,5,.200,559,1085,.515,.514,208,267,.779,175,530,705,169,63,26,163,246,1329,0,,scolalu01
39,Russell Westbrook,21,OKC,PG,82,82,2813,485,1160,.418,23,104,.221,462,1056,.438,.428,329,422,.780,143,258,401,652,108,34,268,204,1322,1,,westbru01
40,Ray Allen,34,BOS,SG,80,80,2819,464,973,.477,145,399,.363,319,574,.556,.551,231,253,.913,45,208,253,210,64,25,129,182,1304,0,,allenra02
41,Al Jefferson,25,MIN,C,76,76,2463,560,1125,.498,0,4,.000,560,1121,.500,.498,181,266,.680,180,523,703,137,63,98,136,205,1301,0,,jeffeal01
42,Paul Pierce,32,BOS,SF,71,71,2411,409,867,.472,109,263,.414,300,604,.497,.535,369,433,.852,39,271,310,218,84,31,166,196,1296,0,AS,piercpa01
43,Jason Terry,32,DAL,SG,77,12,2540,456,1041,.438,136,373,.365,320,668,.479,.503,232,268,.866,19,121,140,292,94,17,109,142,1280,0,6MOY-2,terryja01
44,Al Harrington,29,NYK,PF,72,15,2195,448,1030,.435,140,409,.342,308,621,.496,.503,240,317,.757,88,317,405,110,62,26,132,209,1276,0,6MOY-11,harrial01
45,Brandon Jennings,20,MIL,PG,82,82,2671,451,1216,.371,145,388,.374,306,828,.370,.431,223,273,.817,49,233,282,470,105,18,200,191,1270,0,ROY-3,jennibr01
46,Josh Smith,24,ATL,PF,81,81,2871,504,999,.505,0,7,.000,504,992,.508,.505,261,422,.618,223,482,705,342,130,172,198,240,1269,1,DPOY-2DEF2,smithjo03
47,John Salmons,30,2TM,SG,81,56,2824,437,991,.441,118,309,.382,319,682,.468,.501,253,305,.830,35,235,270,223,99,26,123,166,1245,0,,salmojo01
47,John Salmons,30,CHI,SG,51,28,1695,230,548,.420,73,192,.380,157,356,.441,.486,116,147,.789,18,156,174,125,65,22,70,101,649,0,,salmojo01
47,John Salmons,30,MIL,SG,30,28,1129,207,443,.467,45,117,.385,162,326,.497,.518,137,158,.867,17,79,96,98,34,4,53,65,596,0,,salmojo01
48,Vince Carter,33,ORL,SG,75,74,2310,434,1015,.428,119,324,.367,315,691,.456,.486,257,306,.840,33,260,293,236,53,18,106,189,1244,0,,cartevi01
49,Jeff Green,23,OKC,PF,82,82,3043,485,1070,.453,104,312,.333,381,758,.503,.502,165,223,.740,112,378,490,134,104,72,135,221,1239,0,,greenje02
50,Jason Richardson,29,PHO,SG,79,76,2485,473,998,.474,157,400,.393,316,598,.528,.553,136,184,.739,81,323,404,143,66,33,92,169,1239,0,,richaja01
51,Manu Ginóbili,32,SAS,SG,75,21,2150,398,903,.441,132,350,.377,266,553,.481,.514,309,355,.870,68,216,284,370,103,24,154,154,1237,0,MVP-116MOY-4,ginobma01
52,Antawn Jamison,33,2TM,PF,66,64,2406,478,1036,.461,85,247,.344,393,789,.498,.502,194,300,.647,136,419,555,84,71,21,91,179,1235,0,,jamisan01
52,Antawn Jamison,33,WAS,PF,41,41,1595,315,700,.450,58,168,.345,257,532,.483,.491,152,217,.700,99,263,362,52,43,9,61,112,840,0,,jamisan01
52,Antawn Jamison,33,CLE,PF,25,23,811,163,336,.485,27,79,.342,136,257,.529,.525,42,83,.506,37,156,193,32,28,12,30,67,395,0,,jamisan01
53,Luol Deng,24,CHI,SF,70,69,2651,473,1014,.466,32,83,.386,441,931,.474,.482,252,330,.764,131,381,512,143,66,61,134,129,1230,0,,denglu01
54,Danilo Gallinari,21,NYK,SF,81,74,2747,392,927,.423,186,488,.381,206,439,.469,.523,251,307,.818,65,333,398,135,75,58,110,191,1221,0,,gallida01
55,Rodney Stuckey,23,DET,PG,73,67,2499,449,1109,.405,18,79,.228,431,1030,.418,.413,299,359,.833,67,214,281,348,101,12,163,205,1215,0,,stuckro01
56,Caron Butler,29,2TM,SG,74,74,2783,450,1051,.428,42,145,.290,408,906,.450,.448,264,315,.838,104,357,461,156,116,24,160,193,1206,0,,butleca01
56,Caron Butler,29,WAS,SF,47,47,1853,293,694,.422,25,95,.263,268,599,.447,.440,185,211,.877,68,248,316,107,68,15,113,126,796,0,,butleca01
56,Caron Butler,29,DAL,SG,27,27,930,157,357,.440,17,50,.340,140,307,.456,.464,79,104,.760,36,109,145,49,48,9,47,67,410,0,,butleca01
57,Pau Gasol,29,LAL,C,65,65,2403,452,844,.536,0,5,.000,452,839,.539,.536,286,362,.790,243,491,734,218,37,113,143,152,1190,0,ASNBA3,gasolpa01
58,Michael Beasley,21,MIA,PF,78,78,2328,468,1040,.450,28,102,.275,440,938,.469,.463,192,240,.800,123,375,498,100,80,49,131,221,1156,0,,beaslmi01
59,J.R. Smith,24,DEN,SG,75,0,2082,428,1033,.414,158,467,.338,270,566,.477,.491,142,201,.706,28,206,234,183,99,20,139,174,1156,0,6MOY-5,smithjr01
60,Al Horford,23,ATL,C,81,81,2845,467,847,.551,1,1,1.000,466,846,.551,.552,213,270,.789,236,563,799,189,59,91,122,225,1148,0,AS,horfoal01
61,Andre Miller,33,POR,PG,82,66,2500,404,908,.445,16,80,.200,388,828,.469,.454,322,392,.821,81,185,266,445,93,9,173,169,1146,0,,millean02
62,Baron Davis,30,LAC,PG,75,73,2523,412,1015,.406,82,296,.277,330,719,.459,.446,239,291,.821,52,214,266,598,126,43,211,210,1145,1,,davisba01
63,Andray Blatche,23,WAS,PF,81,36,2256,478,999,.478,13,44,.295,465,955,.487,.485,174,234,.744,158,351,509,170,85,71,182,218,1143,0,,blatcan01
64,Nenê,27,DEN,C,82,82,2755,421,717,.587,0,2,.000,421,715,.589,.587,293,416,.704,166,461,627,203,115,82,125,281,1135,0,,hilarne01
65,Rajon Rondo,23,BOS,PG,81,81,2963,459,904,.508,17,80,.213,442,824,.536,.517,175,282,.621,100,260,360,794,189,11,246,198,1110,2,DPOY-5ASDEF1,rondora01
66,Andrew Bogut,25,MIL,C,69,69,2229,473,910,.520,0,2,.000,473,908,.521,.520,149,237,.629,208,493,701,127,39,175,131,222,1095,0,DPOY-7NBA3,bogutan01
67,Jonny Flynn,20,MIN,PG,81,81,2339,397,952,.417,77,215,.358,320,737,.434,.457,223,270,.826,24,167,191,356,82,2,233,98,1094,0,ROY-5,flynnjo01
68,Mo Williams,27,CLE,PG,69,68,2359,378,855,.442,159,371,.429,219,484,.452,.535,177,198,.894,28,178,206,368,70,21,173,170,1092,0,,willima01
69,Devin Harris,26,NJN,PG,64,61,2221,356,884,.403,60,217,.276,296,667,.444,.437,308,386,.798,24,179,203,423,79,18,181,178,1080,0,,harride01
70,Trevor Ariza,24,HOU,SF,72,71,2629,394,999,.394,136,407,.334,258,592,.436,.462,148,228,.649,78,325,403,276,126,40,161,162,1072,1,,arizatr01
71,Corey Brewer,23,MIN,SG,82,82,2482,409,949,.431,82,237,.346,327,712,.459,.474,166,256,.648,70,209,279,193,117,29,164,224,1066,0,,breweco01
72,Marcus Thornton,22,NOH,SG,73,17,1872,398,883,.451,117,313,.374,281,570,.493,.517,144,177,.814,72,139,211,114,58,11,76,127,1057,0,6MOY-10,thornma01
73,Troy Murphy,29,IND,PF,72,69,2344,384,813,.472,128,333,.384,256,480,.533,.551,154,193,.798,129,608,737,150,72,34,100,175,1050,0,,murphtr01
74,Eric Gordon,21,LAC,SG,62,60,2229,352,784,.449,119,321,.371,233,463,.503,.525,222,299,.742,25,135,160,186,69,14,144,96,1045,0,,gordoer01
75,Beno Udrih,27,SAC,PG,79,41,2477,415,841,.493,75,199,.377,340,642,.530,.538,118,141,.837,38,181,219,372,89,10,136,166,1023,1,,udrihbe01
76,Rashard Lewis,30,ORL,PF,72,72,2369,350,805,.435,168,423,.397,182,382,.476,.539,145,180,.806,62,256,318,107,78,28,108,180,1013,0,,lewisra02
77,Marc Gasol,25,MEM,C,69,69,2469,378,651,.581,0,1,.000,378,650,.582,.581,252,376,.670,208,432,640,165,69,109,135,254,1008,0,,gasolma01
78,Elton Brand,30,PHI,PF,76,57,2297,412,858,.480,0,1,.000,412,857,.481,.480,172,233,.738,179,282,461,109,82,80,131,232,996,0,,brandel01
79,Richard Jefferson,29,SAS,SF,81,70,2520,362,775,.467,59,187,.316,303,588,.515,.505,211,287,.735,58,298,356,158,45,40,105,178,994,0,,jefferi01
80,Wilson Chandler,22,NYK,SG,65,64,2320,412,860,.479,40,150,.267,372,710,.524,.502,129,160,.806,93,255,348,138,46,49,108,184,993,0,,chandwi01
81,Kevin Garnett,33,BOS,PF,69,69,2060,402,772,.521,1,5,.200,401,767,.523,.521,185,221,.837,78,428,506,185,68,57,101,170,990,0,AS,garneke01
82,Mehmet Okur,30,UTA,C,73,73,2149,355,775,.458,82,213,.385,273,562,.486,.511,196,239,.820,132,383,515,119,38,81,127,223,988,0,,okurme01
83,Rasual Butler,30,LAC,SF,82,64,2702,356,870,.409,145,432,.336,211,438,.482,.493,122,145,.841,39,201,240,116,36,68,79,121,979,0,,butlera01
84,Andrew Bynum,22,LAL,C,65,65,1977,392,688,.570,0,1,.000,392,687,.571,.570,193,261,.739,177,364,541,68,35,94,115,193,977,0,,bynuman01
85,Raymond Felton,25,CHA,PG,80,80,2643,388,846,.459,60,156,.385,328,690,.475,.494,132,173,.763,53,235,288,446,123,22,168,172,968,0,,feltora01
86,George Hill,23,SAS,PG,78,43,2276,353,738,.478,75,188,.399,278,550,.505,.529,183,237,.772,42,163,205,226,69,26,101,222,964,0,,hillge01
87,Mike Conley,22,MEM,PG,80,80,2569,369,830,.445,82,212,.387,287,618,.464,.494,139,187,.743,30,161,191,425,109,12,170,178,959,0,,conlemi01
88,Paul Millsap,24,UTA,PF,82,8,2277,385,716,.538,1,9,.111,384,707,.543,.538,183,264,.693,186,373,559,131,64,99,116,285,954,0,6MOY-7,millspa01
89,Jermaine O'Neal,31,MIA,C,70,70,1991,394,745,.529,0,2,.000,394,743,.530,.529,162,225,.720,124,362,486,92,25,95,125,212,950,0,,onealje01
90,Darren Collison,22,NOH,PG,76,37,2109,376,789,.477,46,115,.400,330,674,.490,.506,148,174,.851,41,151,192,432,78,4,202,92,946,1,ROY-4,collida01
91,Roy Hibbert,23,IND,C,81,69,2035,387,782,.495,3,6,.500,384,776,.495,.497,169,224,.754,177,287,464,158,30,131,145,285,946,0,,hibbero01
92,Kevin Martin,26,2TM,SG,46,43,1633,289,693,.417,70,210,.333,219,483,.453,.468,298,340,.876,29,135,164,111,46,6,92,96,946,0,,martike02
92,Kevin Martin,26,SAC,SG,22,21,774,135,339,.398,39,110,.355,96,229,.419,.456,127,155,.819,20,74,94,57,23,4,35,51,436,0,,martike02
92,Kevin Martin,26,HOU,SG,24,22,859,154,354,.435,31,100,.310,123,254,.484,.479,171,185,.924,9,61,70,54,23,2,57,45,510,0,,martike02
93,Jason Thompson,23,SAC,C,75,58,2357,370,784,.472,1,10,.100,369,774,.477,.473,198,277,.715,224,413,637,124,41,73,139,279,939,0,,thompja02
94,Jarrett Jack,26,TOR,PG,82,43,2243,323,671,.481,82,199,.412,241,472,.511,.542,203,241,.842,30,192,222,413,60,6,163,151,931,0,,jackja01
95,Charlie Villanueva,25,DET,PF,78,16,1848,363,827,.439,99,282,.351,264,545,.484,.499,106,130,.815,85,280,365,53,48,55,74,223,931,0,,villach01
96,Thaddeus Young,21,PHI,PF,67,45,2145,382,813,.470,48,138,.348,334,675,.495,.499,114,165,.691,130,220,350,97,81,15,126,133,926,0,,youngth01
97,Boris Diaw,27,CHA,PF,82,82,2906,373,773,.483,66,206,.320,307,567,.541,.525,113,147,.769,131,293,424,325,60,57,178,219,925,0,,diawbo01
98,Grant Hill,37,PHO,SF,81,81,2430,336,703,.478,35,80,.438,301,623,.483,.503,205,251,.817,74,371,445,193,60,36,108,165,912,0,,hillgr01
99,Channing Frye,26,PHO,C,81,41,2190,317,703,.451,172,392,.439,145,311,.466,.573,98,121,.810,66,361,427,113,64,74,73,263,904,0,,fryech01
100,Anthony Morrow,24,GSW,SG,69,37,2018,329,703,.468,140,307,.456,189,396,.477,.568,101,114,.886,61,198,259,104,65,16,84,158,899,0,,morroan01
101,Shawn Marion,31,DAL,SF,75,75,2385,395,778,.508,3,19,.158,392,759,.516,.510,105,139,.755,158,319,477,107,69,61,99,141,898,0,DPOY-13,mariosh01
102,Lou Williams,23,PHI,PG,64,38,1912,318,677,.470,70,206,.340,248,471,.527,.521,192,233,.824,25,162,187,268,80,15,106,110,898,0,,willilo02
103,Tony Parker,27,SAS,PG,56,50,1728,349,716,.487,10,34,.294,339,682,.497,.494,186,246,.756,7,128,135,317,29,8,149,96,894,0,,parketo01
104,Courtney Lee,24,NJN,SG,71,66,2375,338,775,.436,76,225,.338,262,550,.476,.485,133,153,.869,60,192,252,121,93,20,76,130,885,0,,leeco01
105,Lamar Odom,30,LAL,PF,82,38,2585,342,739,.463,58,182,.319,284,557,.510,.502,140,202,.693,184,618,802,267,75,59,150,227,882,0,6MOY-6,odomla01
106,Ben Gordon,26,DET,SG,62,17,1730,291,699,.416,75,234,.321,216,465,.465,.470,198,230,.861,26,93,119,166,49,6,118,147,855,0,,gordobe01
107,Luke Ridnour,28,MIL,PG,82,0,1759,328,686,.478,69,181,.381,259,505,.513,.528,127,140,.907,24,119,143,324,54,7,106,182,852,0,,ridnolu01
108,Emeka Okafor,27,NOH,C,82,82,2370,348,656,.530,0,0,,348,656,.530,.530,154,274,.562,251,491,742,55,54,127,111,218,850,0,,okafoem01
109,Metta World Peace,30,LAL,SF,77,77,2605,306,740,.414,105,296,.355,201,444,.453,.484,128,186,.688,99,232,331,234,106,21,121,165,845,0,DPOY-6,artesro01
110,Kevin Love,21,MIN,PF,60,22,1714,291,646,.450,35,106,.330,256,540,.474,.478,225,276,.815,227,431,658,136,43,23,117,136,842,0,6MOY-11,loveke01
111,Chris Paul,24,NOH,PG,45,45,1712,314,637,.493,52,127,.409,262,510,.514,.534,161,190,.847,20,171,191,480,96,8,112,118,841,1,AS,paulch01
112,Ersan İlyasova,22,MIL,PF,81,31,1898,323,729,.443,81,241,.336,242,488,.496,.499,113,158,.715,157,360,517,84,53,23,71,251,840,0,,ilyaser01
113,Hedo Türkoğlu,30,TOR,SF,74,69,2272,276,674,.409,108,289,.374,168,385,.436,.490,175,226,.774,42,301,343,304,55,32,125,220,835,0,,turkohe01
114,Ryan Gomes,27,MIN,SF,76,64,2210,327,732,.447,74,199,.372,253,533,.475,.497,104,126,.825,76,272,348,124,62,16,95,155,832,0,,gomesry01
115,Richard Hamilton,31,DET,SG,46,46,1552,293,717,.409,41,138,.297,252,579,.435,.437,204,241,.846,30,92,122,202,30,3,115,115,831,0,,hamilri01
116,Carlos Delfino,27,MIL,SF,75,66,2279,299,732,.408,134,365,.367,165,367,.450,.500,93,119,.782,51,343,394,202,80,21,119,138,825,0,,delfica01
117,Jason Kidd,36,DAL,PG,80,80,2881,284,671,.423,176,414,.425,108,257,.420,.554,80,99,.808,48,397,445,724,145,35,195,142,824,2,AS,kiddja01
118,Marvin Williams,23,ATL,SF,81,81,2468,302,664,.455,40,132,.303,262,532,.492,.485,176,215,.819,106,310,416,93,66,46,72,160,820,0,,willima02
119,Jameer Nelson,27,ORL,PG,65,64,1860,317,706,.449,86,226,.381,231,480,.481,.510,98,116,.845,26,168,194,353,48,2,139,147,818,0,,nelsoja01
120,Kirk Hinrich,29,CHI,SG,74,53,2481,308,753,.409,104,280,.371,204,473,.431,.478,85,113,.752,24,236,260,330,85,24,113,204,805,0,,hinriki01
121,Al Thornton,26,2TM,SF,75,46,2079,320,676,.473,11,31,.355,309,645,.479,.482,153,211,.725,116,178,294,90,45,35,102,206,804,0,,thornal01
121,Al Thornton,26,LAC,SF,51,30,1405,220,460,.478,5,14,.357,215,446,.482,.484,103,139,.741,85,107,192,61,25,22,66,144,548,0,,thornal01
121,Al Thornton,26,WAS,SF,24,16,674,100,216,.463,6,17,.353,94,199,.472,.477,50,72,.694,31,71,102,29,20,13,36,62,256,0,,thornal01
122,Omri Casspi,21,SAC,SF,77,31,1931,300,672,.446,75,203,.369,225,469,.480,.502,117,174,.672,75,274,349,95,54,17,98,125,792,0,,casspom01
123,Kendrick Perkins,25,BOS,C,78,78,2154,314,522,.602,0,3,.000,314,519,.605,.602,163,280,.582,155,440,595,80,26,132,165,219,791,0,DPOY-17,perkike01
124,JJ Redick,25,ORL,SG,82,9,1808,243,553,.439,111,274,.405,132,279,.473,.540,191,222,.860,17,138,155,158,28,4,63,118,788,0,,redicjj01
125,Peja Stojaković,32,NOH,SF,62,55,1947,278,688,.404,132,352,.375,146,336,.435,.500,96,107,.897,39,188,227,92,48,5,56,83,784,0,,stojape01
126,Dahntay Jones,29,IND,SF,76,26,1892,287,623,.461,4,32,.125,283,591,.479,.464,198,257,.770,48,181,229,150,40,39,129,237,776,0,,jonesda02
127,Brandon Rush,24,IND,SG,82,64,2491,297,702,.423,124,302,.411,173,400,.433,.511,56,89,.629,41,305,346,112,56,65,93,159,774,0,,rushbr01
128,Udonis Haslem,29,MIA,PF,78,0,2177,312,632,.494,0,0,,312,632,.494,.494,147,193,.762,167,462,629,52,30,23,75,174,771,0,6MOY-9,hasleud01
129,Wesley Matthews,23,UTA,SG,82,48,2025,273,565,.483,63,165,.382,210,400,.525,.539,160,193,.829,50,141,191,124,64,15,93,152,769,0,,matthwe02
130,Martell Webster,23,POR,SF,82,49,2005,259,639,.405,124,332,.373,135,307,.440,.502,126,155,.813,47,221,268,62,45,40,60,153,768,0,,webstma02
131,Drew Gooden,28,2TM,C,70,33,1755,288,602,.478,1,8,.125,287,594,.483,.479,186,216,.861,207,335,542,47,41,58,108,194,763,0,,goodedr01
131,Drew Gooden,28,DAL,C,46,11,1030,157,336,.467,1,6,.167,156,330,.473,.469,93,115,.809,123,193,316,26,26,50,56,129,408,0,,goodedr01
131,Drew Gooden,28,LAC,PF,24,22,725,131,266,.492,0,2,.000,131,264,.496,.492,93,101,.921,84,142,226,21,15,8,52,65,355,0,,goodedr01
132,James Harden,20,OKC,SG,76,0,1738,233,578,.403,93,248,.375,140,330,.424,.484,194,240,.808,47,197,244,137,80,20,106,200,753,0,,hardeja01
133,Ronald Murray,30,2TM,SG,75,2,1673,268,683,.392,69,221,.312,199,462,.431,.443,141,194,.727,28,155,183,135,46,16,91,126,746,0,,murraro01
133,Ronald Murray,30,CHA,SG,46,1,993,160,411,.389,41,131,.313,119,280,.425,.439,93,131,.710,15,83,98,84,28,12,65,77,454,0,,murraro01
133,Ronald Murray,30,CHI,SG,29,1,680,108,272,.397,28,90,.311,80,182,.440,.449,48,63,.762,13,72,85,51,18,4,26,49,292,0,,murraro01
134,Jonas Jerebko,22,DET,PF,80,73,2232,290,603,.481,36,115,.313,254,488,.520,.511,125,176,.710,194,284,478,58,79,29,82,230,741,0,,jerebjo01
135,Taj Gibson,24,CHI,PF,82,70,2204,311,629,.494,0,0,,311,629,.494,.494,113,175,.646,226,385,611,70,50,104,114,282,735,0,ROY-5,gibsota01
136,Hakim Warrick,27,2TM,PF,76,6,1557,265,550,.482,1,7,.143,264,543,.486,.483,202,274,.737,127,187,314,52,24,18,80,126,733,0,,warriha01
136,Hakim Warrick,27,MIL,PF,48,6,1024,182,378,.481,1,6,.167,181,372,.487,.483,125,172,.727,87,125,212,35,17,10,57,83,490,0,,warriha01
136,Hakim Warrick,27,CHI,PF,28,0,533,83,172,.483,0,1,.000,83,171,.485,.483,77,102,.755,40,62,102,17,7,8,23,43,243,0,,warriha01
137,Mike Bibby,31,ATL,PG,80,80,2195,268,644,.416,126,324,.389,142,320,.444,.514,68,79,.861,20,164,184,310,67,3,90,157,730,0,,bibbymi01
138,Arron Afflalo,24,DEN,SG,82,75,2221,272,585,.465,108,249,.434,164,336,.488,.557,72,98,.735,59,193,252,138,46,30,74,225,724,0,DPOY-17,afflaar01
