Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2006-2007,2007,DEN,3164.0,6805.0,484.0,1440.0,2680.0,5365.0,1827.0,2449.0,1001.0,2558.0,3559.0,1920.0,678.0,435.0,1322.0,1756.0,8639.0,1.0,0.4649522409992652,0.3361111111111111,0.4995340167753961,0.7460187831768068,0.5005143277002204,45.0,37.0
2006-2007,2007,DET,2942.0,6484.0,449.0,1305.0,2493.0,5179.0,1539.0,1988.0,948.0,2374.0,3322.0,1768.0,583.0,472.0,961.0,1672.0,7872.0,0.0,0.4537322640345466,0.3440613026819923,0.4813670592778529,0.7741448692152918,0.4883559531153609,53.0,29.0
2006-2007,2007,GSW,3261.0,7048.0,700.0,1967.0,2561.0,5081.0,1515.0,2113.0,940.0,2456.0,3396.0,1950.0,750.0,466.0,1286.0,1933.0,8737.0,1.0,0.4626844494892168,0.3558718861209964,0.5040346388506199,0.7169900615238997,0.5123439273552781,42.0,40.0
2006-2007,2007,HOU,2906.0,6528.0,705.0,1893.0,2201.0,4635.0,1436.0,1906.0,880.0,2673.0,3553.0,1704.0,583.0,337.0,1115.0,1710.0,7953.0,0.0,0.4451593137254901,0.3724247226624406,0.4748651564185545,0.7534102833158447,0.499157475490196,52.0,30.0
2006-2007,2007,IND,2872.0,6561.0,481.0,1389.0,2391.0,5172.0,1615.0,2125.0,990.0,2441.0,3431.0,1680.0,599.0,447.0,1303.0,1912.0,7840.0,0.0,0.437738149672306,0.3462922966162707,0.4622969837587007,0.76,0.4743941472336534,35.0,47.0
2006-2007,2007,LAC,2880.0,6318.0,314.0,903.0,2566.0,5415.0,1769.0,2245.0,888.0,2484.0,3372.0,1762.0,596.0,472.0,1182.0,1858.0,7843.0,0.0,0.4558404558404558,0.3477297895902547,0.4738688827331486,0.7879732739420935,0.4806900918012029,40.0,42.0
2006-2007,2007,LAL,3103.0,6664.0,608.0,1724.0,2495.0,4940.0,1660.0,2221.0,886.0,2495.0,3381.0,1850.0,600.0,421.0,1233.0,1889.0,8474.0,1.0,0.4656362545018007,0.3526682134570765,0.5050607287449392,0.7474110760918505,0.5112545018007203,42.0,40.0
2006-2007,2007,MEM,2998.0,6448.0,500.0,1362.0,2498.0,5086.0,1835.0,2410.0,866.0,2375.0,3241.0,1680.0,564.0,407.0,1292.0,1827.0,8331.0,1.0,0.4649503722084367,0.3671071953010279,0.4911521824616595,0.7614107883817427,0.5037220843672456,22.0,60.0
2006-2007,2007,MIA,2919.0,6288.0,528.0,1539.0,2391.0,4749.0,1393.0,2019.0,817.0,2526.0,3343.0,1681.0,566.0,442.0,1142.0,1749.0,7759.0,0.0,0.4642175572519084,0.3430799220272904,0.5034744156664561,0.6899455175829619,0.5062022900763359,44.0,38.0
2006-2007,2007,MIL,3121.0,6714.0,524.0,1472.0,2597.0,5242.0,1406.0,1919.0,941.0,2272.0,3213.0,1771.0,587.0,224.0,1194.0,1821.0,8172.0,1.0,0.4648495680667262,0.3559782608695652,0.4954215948111408,0.7326732673267327,0.5038725052129878,28.0,54.0
2006-2007,2007,MIN,2997.0,6503.0,384.0,1089.0,2613.0,5414.0,1499.0,1892.0,819.0,2474.0,3293.0,1848.0,532.0,325.0,1232.0,1758.0,7877.0,3.0,0.4608642165154544,0.3526170798898072,0.4826376062061323,0.7922832980972516,0.4903890512071351,32.0,50.0
2006-2007,2007,NJN,2913.0,6379.0,609.0,1676.0,2304.0,4703.0,1566.0,2153.0,822.0,2525.0,3347.0,1962.0,499.0,273.0,1157.0,1869.0,8001.0,14.0,0.4566546480639599,0.3633651551312649,0.4899000637890708,0.7273571760334417,0.5043894027277003,41.0,41.0
2006-2007,2007,NOK,2971.0,6674.0,455.0,1256.0,2516.0,5418.0,1436.0,1941.0,1025.0,2512.0,3537.0,1537.0,522.0,347.0,1119.0,1620.0,7833.0,1.0,0.4451603236439916,0.3622611464968153,0.4643779992617202,0.7398248325605358,0.4792478273898711,39.0,43.0
2006-2007,2007,NYK,2903.0,6356.0,474.0,1370.0,2429.0,4986.0,1714.0,2396.0,1032.0,2516.0,3548.0,1532.0,543.0,260.0,1333.0,1932.0,7994.0,0.0,0.4567337948395217,0.345985401459854,0.4871640593662254,0.7153589315525877,0.4940213971050975,33.0,49.0
2006-2007,2007,ORL,2875.0,6090.0,342.0,962.0,2533.0,5128.0,1679.0,2393.0,920.0,2418.0,3338.0,1525.0,565.0,416.0,1334.0,1904.0,7771.0,0.0,0.4720853858784893,0.3555093555093555,0.4939547581903276,0.7016297534475554,0.5001642036124795,40.0,42.0
2006-2007,2007,PHI,2932.0,6408.0,284.0,823.0,2648.0,5585.0,1637.0,2135.0,899.0,2353.0,3252.0,1669.0,590.0,390.0,1207.0,1671.0,7785.0,4.0,0.4575530586766542,0.3450789793438639,0.4741271262309758,0.7667447306791569,0.4797128589263421,35.0,47.0
2006-2007,2007,PHO,3388.0,6855.0,785.0,1965.0,2603.0,4890.0,1476.0,1827.0,737.0,2583.0,3320.0,2122.0,553.0,394.0,1147.0,1659.0,9037.0,1.0,0.4942377826404084,0.3994910941475827,0.5323108384458077,0.8078817733990148,0.5514952589350839,,
2006-2007,2007,POR,2874.0,6392.0,426.0,1232.0,2448.0,5160.0,1543.0,2006.0,923.0,2299.0,3222.0,1513.0,555.0,380.0,1173.0,1931.0,7717.0,0.0,0.4496245306633291,0.3457792207792208,0.4744186046511628,0.7691924227318045,0.4829474342928661,32.0,50.0
