Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2008-2009,2009,IND,3220.0,7080.0,652.0,1725.0,2568.0,5355.0,1525.0,1890.0,924.0,2661.0,3585.0,1775.0,573.0,434.0,1146.0,1895.0,8617.0,0.0,0.4548022598870056,0.3779710144927536,0.47955182072829133,0.8068783068783069,0.5008474576271187,36.0,46.0
2008-2009,2009,LAC,2955.0,6696.0,535.0,1513.0,2420.0,5183.0,1354.0,1839.0,890.0,2377.0,3267.0,1723.0,572.0,482.0,1165.0,1650.0,7799.0,0.0,0.4413082437275986,0.3536021150033047,0.4669110553733359,0.7362697117998912,0.4812574671445639,19.0,63.0
2008-2009,2009,LAL,3307.0,6981.0,547.0,1516.0,2760.0,5465.0,1607.0,2087.0,1015.0,2587.0,3602.0,1908.0,718.0,420.0,1076.0,1698.0,8768.0,3.0,0.47371436756911617,0.3608179419525066,0.505032021957914,0.7700047915668423,0.5128921357971638,65.0,17.0
2008-2009,2009,MEM,2865.0,6311.0,398.0,1106.0,2467.0,5205.0,1570.0,2077.0,847.0,2337.0,3184.0,1423.0,615.0,385.0,1164.0,1777.0,7698.0,0.0,0.45396926002218346,0.35985533453887886,0.4739673390970221,0.7558979297063072,0.485501505308192,24.0,58.0
2008-2009,2009,MIA,3034.0,6646.0,582.0,1631.0,2452.0,5015.0,1411.0,1871.0,828.0,2411.0,3239.0,1671.0,651.0,451.0,979.0,1696.0,8061.0,0.0,0.4565151971110442,0.35683629675045986,0.4889332003988036,0.7541421699625869,0.5003009328919651,43.0,39.0
2008-2009,2009,MIL,3009.0,6755.0,511.0,1408.0,2498.0,5347.0,1613.0,2067.0,973.0,2367.0,3340.0,1802.0,609.0,308.0,1117.0,1986.0,8142.0,1.0,0.4454478164322724,0.36292613636363635,0.4671778567420984,0.7803580067731011,0.4832716506291636,34.0,48.0
2008-2009,2009,MIN,2986.0,6766.0,543.0,1539.0,2443.0,5227.0,1504.0,1957.0,975.0,2442.0,3417.0,1674.0,512.0,322.0,1106.0,1785.0,8019.0,0.0,0.44132426840082767,0.35282651072124754,0.46738090682992156,0.7685232498722534,0.4814513745196571,24.0,58.0
2008-2009,2009,NJN,2925.0,6536.0,652.0,1735.0,2273.0,4801.0,1542.0,1980.0,850.0,2415.0,3265.0,1636.0,559.0,391.0,1015.0,1838.0,8044.0,1.0,0.44752141982864135,0.37579250720461094,0.4734430327015205,0.7787878787878788,0.49739902080783355,34.0,48.0
2008-2009,2009,NOH,2911.0,6366.0,556.0,1526.0,2355.0,4840.0,1479.0,1833.0,802.0,2453.0,3255.0,1609.0,593.0,338.0,960.0,1665.0,7857.0,6.0,0.4572730128809299,0.36435124508519,0.4865702479338843,0.806873977086743,0.5009425070688031,49.0,33.0
2008-2009,2009,NYK,3157.0,7091.0,823.0,2284.0,2334.0,4807.0,1490.0,1900.0,911.0,2545.0,3456.0,1738.0,610.0,204.0,1140.0,1672.0,8627.0,0.0,0.4452122408687068,0.36033274956217165,0.48554191803619723,0.7842105263157895,0.503243548159639,32.0,50.0
2008-2009,2009,OKC,2999.0,6716.0,328.0,949.0,2671.0,5767.0,1626.0,2069.0,999.0,2497.0,3496.0,1663.0,608.0,371.0,1272.0,1655.0,7952.0,1.0,0.44654556283502084,0.34562697576396206,0.46315241893532166,0.7858869018849686,0.47096486003573557,23.0,59.0
2008-2009,2009,ORL,2929.0,6416.0,817.0,2147.0,2112.0,4269.0,1611.0,2253.0,819.0,2728.0,3547.0,1593.0,570.0,439.0,1107.0,1664.0,8286.0,1.0,0.4565149625935162,0.3805309734513274,0.4947294448348559,0.715046604527297,0.52018391521197,59.0,23.0
2008-2009,2009,PHI,2997.0,6532.0,341.0,1072.0,2656.0,5460.0,1652.0,2216.0,1039.0,2336.0,3375.0,1647.0,658.0,415.0,1107.0,1650.0,7987.0,2.0,0.4588181261481935,0.3180970149253731,0.48644688644688644,0.7454873646209387,0.4849203919167177,41.0,41.0
2008-2009,2009,PHO,3373.0,6695.0,553.0,1445.0,2820.0,5250.0,1675.0,2251.0,900.0,2520.0,3420.0,1905.0,589.0,420.0,1263.0,1691.0,8974.0,0.0,0.5038088125466766,0.38269896193771624,0.5371428571428571,0.7441137272323411,0.5451082897684839,,
2008-2009,2009,POR,3018.0,6494.0,596.0,1555.0,2422.0,4939.0,1521.0,1988.0,1060.0,2360.0,3420.0,1667.0,550.0,402.0,994.0,1671.0,8153.0,0.0,0.46473668001231905,0.3832797427652733,0.49038266855638796,0.7650905432595574,0.5106251924853711,54.0,28.0
2008-2009,2009,SAC,2990.0,6685.0,586.0,1594.0,2404.0,5091.0,1682.0,2107.0,840.0,2366.0,3206.0,1619.0,569.0,349.0,1213.0,1910.0,8248.0,0.0,0.4472700074794316,0.36762860727728985,0.47220585346690236,0.7982914095870907,0.49109947643979057,17.0,65.0
2008-2009,2009,SAS,3042.0,6534.0,625.0,1620.0,2417.0,4914.0,1249.0,1641.0,728.0,2638.0,3366.0,1736.0,474.0,329.0,913.0,1546.0,7958.0,0.0,0.465564738292011,0.38580246913580246,0.49185999185999185,0.761121267519805,0.513391490664218,54.0,28.0
2008-2009,2009,TOR,3054.0,6673.0,479.0,1289.0,2575.0,5384.0,1534.0,1861.0,802.0,2513.0,3315.0,1835.0,523.0,390.0,1054.0,1593.0,8121.0,0.0,0.45766521804285926,0.3716058960434445,0.4782689450222883,0.8242880171950564,0.49355612168439983,33.0,49.0
2008-2009,2009,UTA,3143.0,6623.0,392.0,1122.0,2751.0,5501.0,1814.0,2352.0,940.0,2423.0,3363.0,2024.0,719.0,374.0,1169.0,1830.0,8492.0,0.0,0.4745583572399215,0.3493761140819964,0.5000908925649882,0.7712585034013606,0.5041521968896271,48.0,34.0
2008-2009,2009,WAS,2994.0,6655.0,395.0,1198.0,2599.0,5457.0,1494.0,1948.0,956.0,2330.0,3286.0,1641.0,619.0,365.0,1108.0,1679.0,7877.0,0.0,0.4498873027798648,0.3297161936560935,0.4762690122778083,0.7669404517453798,0.4795642374154771,19.0,63.0
