Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2020-2021,2021,HOU,2826.0,6372.0,992.0,2923.0,1834.0,3449.0,1189.0,1606.0,671.0,2396.0,3067.0,1699.0,546.0,361.0,1025.0,1407.0,7833.0,1.0,0.4435028248587571,0.3393773520355799,0.5317483328501015,0.7403486924034869,0.5213433772755807,17,55
2020-2021,2021,IND,3115.0,6567.0,889.0,2445.0,2226.0,4122.0,1183.0,1493.0,648.0,2424.0,3072.0,1973.0,611.0,460.0,937.0,1453.0,8302.0,10.0,0.4743414039896452,0.36359918200408997,0.5400291120815138,0.7923643670462157,0.5420283234353586,34,38
2020-2021,2021,LAC,3009.0,6242.0,1027.0,2498.0,1982.0,3744.0,1164.0,1387.0,678.0,2501.0,3179.0,1756.0,509.0,295.0,894.0,1383.0,8209.0,0.0,0.4820570330022429,0.411128903122498,0.5293803418803419,0.8392213410237923,0.5643223325857097,47,25
2020-2021,2021,LAL,2925.0,6197.0,796.0,2248.0,2129.0,3949.0,1241.0,1679.0,695.0,2490.0,3185.0,1775.0,562.0,386.0,1060.0,1377.0,7887.0,5.0,0.4720025818944651,0.3540925266903915,0.5391238288174222,0.7391304347826086,0.5362272067129256,42,30
2020-2021,2021,MEM,3085.0,6608.0,803.0,2258.0,2282.0,4350.0,1184.0,1536.0,803.0,2543.0,3346.0,1938.0,655.0,364.0,916.0,1349.0,8157.0,1.0,0.4668583535108959,0.35562444641275465,0.5245977011494253,0.7708333333333334,0.5276180387409201,38,34
2020-2021,2021,MIA,2824.0,6029.0,932.0,2606.0,1892.0,3423.0,1201.0,1520.0,579.0,2409.0,2988.0,1895.0,569.0,286.0,956.0,1363.0,7781.0,6.0,0.4684027201857688,0.35763622409823487,0.5527315220566754,0.7901315789473684,0.5456958036158567,40,32
2020-2021,2021,MIL,3221.0,6610.0,1038.0,2669.0,2183.0,3941.0,1169.0,1539.0,741.0,2724.0,3465.0,1834.0,585.0,334.0,964.0,1244.0,8649.0,7.0,0.48729198184568834,0.3889097040089921,0.5539203247906622,0.7595841455490578,0.5658093797276853,46,26
2020-2021,2021,MIN,2932.0,6546.0,944.0,2706.0,1988.0,3840.0,1265.0,1662.0,757.0,2376.0,3133.0,1846.0,632.0,398.0,983.0,1507.0,8073.0,0.0,0.4479071188512068,0.34885439763488546,0.5177083333333333,0.7611311672683514,0.5200122212037885,23,49
2020-2021,2021,NOP,3060.0,6412.0,762.0,2190.0,2298.0,4222.0,1369.0,1878.0,845.0,2568.0,3413.0,1872.0,545.0,315.0,1003.0,1295.0,8251.0,2.0,0.47723019338739864,0.34794520547945207,0.5442918048318333,0.7289669861554846,0.5366500311915159,31,41
2020-2021,2021,NYK,2839.0,6225.0,847.0,2163.0,1992.0,4062.0,1181.0,1506.0,696.0,2554.0,3250.0,1541.0,507.0,365.0,876.0,1473.0,7706.0,6.0,0.45606425702811243,0.39158576051779936,0.49039881831610044,0.7841965471447543,0.5240963855421686,41,31
2020-2021,2021,OKC,2795.0,6338.0,857.0,2529.0,1938.0,3809.0,1113.0,1536.0,715.0,2568.0,3283.0,1588.0,504.0,316.0,1108.0,1305.0,7560.0,0.0,0.4409908488482171,0.3388691182285488,0.5087949593069047,0.724609375,0.5085989271063427,22,50
2020-2021,2021,ORL,2754.0,6423.0,784.0,2288.0,1970.0,4135.0,1196.0,1543.0,747.0,2525.0,3272.0,1571.0,496.0,318.0,882.0,1237.0,7488.0,2.0,0.42877160205511444,0.34265734265734266,0.47642079806529625,0.7751134154244977,0.48980227308111474,21,51
2020-2021,2021,PHI,2981.0,6257.0,811.0,2169.0,2170.0,4088.0,1409.0,1836.0,722.0,2522.0,3244.0,1706.0,655.0,447.0,989.0,1456.0,8182.0,4.0,0.4764264024292792,0.3739050253573075,0.5308219178082192,0.7674291938997821,0.5412338181237014,49,23
2020-2021,2021,PHO,3118.0,6357.0,940.0,2490.0,2178.0,3867.0,1124.0,1347.0,630.0,2462.0,3092.0,1939.0,517.0,312.0,864.0,1374.0,8300.0,1.0,0.4904829322007236,0.37751004016064255,0.5632273079906904,0.8344469190794358,0.5644171779141104,51,21
2020-2021,2021,POR,2973.0,6558.0,1132.0,2939.0,1841.0,3619.0,1282.0,1558.0,766.0,2441.0,3207.0,1531.0,496.0,363.0,775.0,1362.0,8360.0,0.0,0.4533394327538884,0.3851650221163661,0.5087040618955513,0.8228498074454429,0.5396462336078073,42,30
2020-2021,2021,SAC,3067.0,6382.0,874.0,2400.0,2193.0,3982.0,1181.0,1585.0,674.0,2307.0,2981.0,1836.0,543.0,358.0,924.0,1400.0,8189.0,0.0,0.4805703541209652,0.3641666666666667,0.5507282772476143,0.7451104100946372,0.5490441867753055,31,41
2020-2021,2021,SAS,3014.0,6518.0,716.0,2046.0,2298.0,4472.0,1254.0,1584.0,669.0,2489.0,3158.0,1759.0,505.0,366.0,791.0,1293.0,7998.0,4.0,0.4624117827554465,0.34995112414467255,0.5138640429338104,0.7916666666666666,0.5173366063209573,33,39
2020-2021,2021,TOR,2859.0,6383.0,1041.0,2831.0,1818.0,3552.0,1252.0,1536.0,680.0,2314.0,2994.0,1735.0,618.0,389.0,898.0,1526.0,8011.0,3.0,0.4479085069716434,0.3677145884846344,0.5118243243243243,0.8151041666666666,0.5294532351558828,27,45
2020-2021,2021,UTA,2971.0,6344.0,1205.0,3098.0,1766.0,3246.0,1235.0,1546.0,765.0,2709.0,3474.0,1703.0,474.0,371.0,973.0,1335.0,8382.0,0.0,0.46831651954602777,0.38896061975468044,0.5440542205791744,0.7988357050452781,0.5632881462799496,52,20
2020-2021,2021,WAS,3108.0,6547.0,733.0,2088.0,2375.0,4459.0,1449.0,1884.0,697.0,2557.0,3254.0,1835.0,528.0,297.0,1003.0,1555.0,8398.0,38.0,0.4747212463723843,0.3510536398467433,0.532630634671451,0.7691082802547771,0.5307010844661677,34,38
