Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2022-2023,2023,MIA,3215.0,6991.0,980.0,2852.0,2235.0,4139.0,1567.0,1885.0,796.0,2533.0,3329.0,1955.0,655.0,243.0,1047.0,1516.0,8977.0,2.0,0.45987698469460736,0.3436185133239832,0.5399855037448659,0.8312997347480106,0.5299671005578601,44,38
2022-2023,2023,MIL,3504.0,7411.0,1217.0,3306.0,2287.0,4105.0,1364.0,1837.0,914.0,3074.0,3988.0,2115.0,521.0,403.0,1137.0,1481.0,9589.0,6.0,0.4728106868168938,0.368118572292801,0.5571254567600488,0.7425149700598802,0.5549183645931723,58,24
2022-2023,2023,MIN,3515.0,7167.0,997.0,2731.0,2518.0,4436.0,1467.0,1942.0,749.0,2686.0,3435.0,2145.0,657.0,444.0,1212.0,1768.0,9494.0,3.0,0.4904423050090693,0.36506774075430243,0.5676284941388638,0.7554067971163748,0.5599972094321194,42,40
2022-2023,2023,NOP,3447.0,7180.0,899.0,2468.0,2548.0,4712.0,1585.0,2000.0,866.0,2717.0,3583.0,2122.0,681.0,337.0,1149.0,1678.0,9378.0,2.0,0.48008356545961,0.3642625607779579,0.5407470288624788,0.7925,0.5426880222841226,42,40
2022-2023,2023,NYK,3444.0,7328.0,1037.0,2930.0,2407.0,4398.0,1589.0,2087.0,1031.0,2790.0,3821.0,1880.0,527.0,340.0,988.0,1666.0,9514.0,0.0,0.46997816593886466,0.3539249146757679,0.547294224647567,0.761379971250599,0.5407341703056768,47,35
2022-2023,2023,OKC,3533.0,7590.0,995.0,2797.0,2538.0,4793.0,1572.0,1944.0,934.0,2645.0,3579.0,2002.0,676.0,341.0,1021.0,1722.0,9633.0,5.0,0.46548089591567854,0.3557382910260994,0.5295222199040267,0.808641975308642,0.5310276679841898,40,42
2022-2023,2023,ORL,3323.0,7074.0,883.0,2551.0,2440.0,4523.0,1607.0,2050.0,833.0,2713.0,3546.0,1906.0,603.0,382.0,1178.0,1652.0,9136.0,0.0,0.469748374328527,0.3461387691101529,0.5394649568870219,0.7839024390243903,0.5321600226180379,34,48
2022-2023,2023,PHI,3347.0,6870.0,1035.0,2675.0,2312.0,4195.0,1719.0,2058.0,715.0,2641.0,3356.0,2063.0,635.0,389.0,1052.0,1675.0,9448.0,6.0,0.4871906841339156,0.38691588785046727,0.5511323003575685,0.8352769679300291,0.5625181950509461,54,28
2022-2023,2023,PHO,3453.0,7388.0,1001.0,2674.0,2452.0,4714.0,1412.0,1781.0,971.0,2657.0,3628.0,2235.0,585.0,432.0,1055.0,1739.0,9319.0,0.0,0.4673795343800758,0.3743455497382199,0.5201527365294867,0.7928130263896688,0.535124526258798,45,37
2022-2023,2023,POR,3317.0,7001.0,1056.0,2893.0,2261.0,4108.0,1609.0,2021.0,774.0,2551.0,3325.0,1981.0,553.0,376.0,1120.0,1643.0,9299.0,2.0,0.4737894586487645,0.3650190114068441,0.5503894839337877,0.7961405244928254,0.5492072561062705,33,49
2022-2023,2023,SAC,3573.0,7232.0,1128.0,3060.0,2445.0,4172.0,1624.0,2055.0,782.0,2699.0,3481.0,2237.0,574.0,275.0,1076.0,1616.0,9898.0,14.0,0.494054203539823,0.3686274509803922,0.5860498561840843,0.7902676399026763,0.5720409292035398,48,34
2022-2023,2023,SAS,3533.0,7593.0,911.0,2640.0,2622.0,4953.0,1292.0,1739.0,965.0,2619.0,3584.0,2232.0,572.0,322.0,1208.0,1630.0,9269.0,2.0,0.4652969840642697,0.3450757575757576,0.5293761356753482,0.7429557216791259,0.5252864480442513,22,60
2022-2023,2023,TOR,3434.0,7489.0,880.0,2626.0,2554.0,4863.0,1506.0,1922.0,1043.0,2485.0,3528.0,1961.0,772.0,424.0,920.0,1641.0,9254.0,4.0,0.45853919081319267,0.3351104341203351,0.5251902118034135,0.7835587929240374,0.5172920283081853,41,41
2022-2023,2023,UTA,3485.0,7365.0,1094.0,3099.0,2391.0,4266.0,1536.0,1955.0,968.0,2794.0,3762.0,2129.0,500.0,429.0,1222.0,1679.0,9600.0,0.0,0.47318397827562797,0.35301710229106165,0.560478199718706,0.7856777493606139,0.5474541751527495,37,45
2022-2023,2023,WAS,3456.0,7127.0,925.0,2601.0,2531.0,4526.0,1442.0,1838.0,774.0,2804.0,3578.0,2083.0,561.0,424.0,1094.0,1539.0,9279.0,1.0,0.48491651466255087,0.3556324490580546,0.5592134334953601,0.7845484221980413,0.54981057948646,35,47
