Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2015-2016,2016,MIA,3150.0,6697.0,498.0,1480.0,2652.0,5217.0,1406.0,1889.0,807.0,2811.0,3618.0,1709.0,553.0,531.0,1085.0,1502.0,8204.0,3.0,0.47035986262505597,0.3364864864864865,0.5083381253594019,0.7443091582848068,0.5075406898611319,48.0,34.0
2015-2016,2016,MIL,3145.0,6740.0,440.0,1277.0,2705.0,5463.0,1392.0,1863.0,858.0,2559.0,3417.0,1895.0,672.0,475.0,1200.0,1695.0,8122.0,5.0,0.46661721068249257,0.3445575567736883,0.49514918542925135,0.7471819645732689,0.4992581602373887,33.0,49.0
2015-2016,2016,MIN,3095.0,6668.0,455.0,1347.0,2640.0,5321.0,1753.0,2213.0,821.0,2587.0,3408.0,1916.0,656.0,375.0,1177.0,1696.0,8398.0,0.0,0.46415716856628675,0.33778767631774315,0.49614734072542754,0.7921373700858563,0.4982753449310138,29.0,53.0
2015-2016,2016,NOP,3153.0,7040.0,702.0,1951.0,2451.0,5089.0,1415.0,1823.0,782.0,2712.0,3494.0,1818.0,633.0,342.0,1069.0,1713.0,8423.0,0.0,0.4478693181818182,0.35981547924141466,0.4816270387109452,0.7761930883159627,0.49772727272727274,30.0,52.0
2015-2016,2016,NYK,3022.0,6886.0,610.0,1762.0,2412.0,5124.0,1411.0,1753.0,850.0,2788.0,3638.0,1682.0,467.0,466.0,1038.0,1616.0,8065.0,0.0,0.4388614580307871,0.34619750283768447,0.4707259953161593,0.804905875641757,0.48315422596572755,32.0,50.0
2015-2016,2016,OKC,3372.0,7082.0,678.0,1945.0,2694.0,5137.0,1616.0,2067.0,1071.0,2916.0,3987.0,1883.0,603.0,487.0,1269.0,1691.0,9038.0,19.0,0.47613668455238634,0.34858611825192803,0.5244306015183959,0.7818093855829705,0.5240045184975995,55.0,27.0
2015-2016,2016,ORL,3242.0,7120.0,636.0,1818.0,2606.0,5302.0,1249.0,1649.0,843.0,2709.0,3552.0,1933.0,673.0,417.0,1115.0,1701.0,8369.0,2.0,0.4553370786516854,0.34983498349834985,0.4915126367408525,0.7574287446937538,0.5,35.0,47.0
2015-2016,2016,PHI,2970.0,6887.0,764.0,2255.0,2206.0,4632.0,1284.0,1850.0,777.0,2605.0,3382.0,1765.0,680.0,495.0,1279.0,1780.0,7988.0,0.0,0.43124727747930885,0.33880266075388027,0.47625215889464595,0.6940540540540541,0.4867140990271526,10.0,72.0
2015-2016,2016,PHO,3051.0,7018.0,738.0,2118.0,2313.0,4900.0,1431.0,1905.0,943.0,2733.0,3676.0,1701.0,632.0,313.0,1358.0,1858.0,8271.0,1.0,0.43473924194927327,0.34844192634560905,0.4720408163265306,0.7511811023622047,0.4873183243089199,,
2015-2016,2016,POR,3167.0,7040.0,864.0,2336.0,2303.0,4704.0,1424.0,1889.0,948.0,2782.0,3730.0,1748.0,562.0,380.0,1154.0,1782.0,8622.0,0.0,0.4498579545454545,0.3698630136986301,0.4895833333333333,0.7538380095288513,0.5112215909090909,44.0,38.0
2015-2016,2016,SAC,3283.0,7083.0,660.0,1839.0,2623.0,5244.0,1514.0,2089.0,868.0,2760.0,3628.0,2009.0,733.0,368.0,1274.0,1676.0,8740.0,7.0,0.46350416490187774,0.35889070146818924,0.5001906941266209,0.7247486835806606,0.5100945926867146,33.0,49.0
2015-2016,2016,SAS,3289.0,6797.0,570.0,1518.0,2719.0,5279.0,1342.0,1672.0,770.0,2831.0,3601.0,2010.0,677.0,485.0,1028.0,1433.0,8490.0,0.0,0.48388995144916874,0.37549407114624506,0.5150596703921198,0.8026315789473685,0.5258202148006473,67.0,15.0
2015-2016,2016,TOR,3006.0,6669.0,708.0,1915.0,2298.0,4754.0,1702.0,2190.0,836.0,2724.0,3560.0,1536.0,636.0,449.0,994.0,1610.0,8422.0,1.0,0.4507422402159244,0.3697127937336815,0.48338241480858224,0.7771689497716895,0.5038236617183985,56.0,26.0
2015-2016,2016,UTA,2957.0,6593.0,694.0,1956.0,2263.0,4637.0,1402.0,1885.0,880.0,2665.0,3545.0,1555.0,631.0,425.0,1162.0,1655.0,8010.0,0.0,0.44850599120279083,0.35480572597137017,0.48803105456113866,0.7437665782493369,0.5011375701501593,40.0,42.0
2015-2016,2016,WAS,3238.0,7033.0,709.0,1983.0,2529.0,5050.0,1349.0,1849.0,743.0,2688.0,3431.0,2005.0,708.0,323.0,1138.0,1708.0,8534.0,4.0,0.4604009668704678,0.35753908219868885,0.5007920792079208,0.7295835586803677,0.5108061993459405,41.0,41.0
