Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2012-2013,2013,HOU,3124.0,6782.0,867.0,2369.0,2257.0,4413.0,1573.0,2087.0,909.0,2652.0,3561.0,1902.0,679.0,359.0,1298.0,1662.0,8688.0,1.0,0.4606310822766146,0.3659772055719713,0.5114434624971674,0.753713464302827,0.5245502801533471,45.0,37.0
2012-2013,2013,IND,2845.0,6525.0,555.0,1599.0,2290.0,4926.0,1429.0,1915.0,1043.0,2671.0,3714.0,1645.0,580.0,513.0,1178.0,1623.0,7674.0,3.0,0.4360153256704981,0.34709193245778613,0.464880227365002,0.7462140992167102,0.478544061302682,49.0,32.0
2012-2013,2013,LAC,3160.0,6608.0,627.0,1752.0,2533.0,4856.0,1342.0,1888.0,938.0,2475.0,3413.0,1958.0,784.0,461.0,1132.0,1716.0,8289.0,1.0,0.4782082324455206,0.3578767123287671,0.5216227347611203,0.7108050847457628,0.5256507263922519,56.0,26.0
2012-2013,2013,LAL,3041.0,6640.0,715.0,2015.0,2326.0,4625.0,1584.0,2289.0,942.0,2732.0,3674.0,1818.0,576.0,429.0,1201.0,1467.0,8381.0,4.0,0.4579819277108434,0.3548387096774194,0.5029189189189189,0.6920052424639581,0.5118222891566265,45.0,37.0
2012-2013,2013,MEM,2964.0,6679.0,382.0,1107.0,2582.0,5572.0,1349.0,1746.0,1059.0,2445.0,3504.0,1715.0,703.0,436.0,1079.0,1660.0,7659.0,0.0,0.44377900883365773,0.34507678410117437,0.4633883704235463,0.7726231386025201,0.47237610420721665,56.0,26.0
2012-2013,2013,MIA,3148.0,6348.0,717.0,1809.0,2431.0,4539.0,1423.0,1887.0,676.0,2490.0,3166.0,1890.0,710.0,441.0,1088.0,1533.0,8436.0,4.0,0.4959042218021424,0.3963515754560531,0.5355805243445693,0.7541070482246953,0.5523787019533711,66.0,16.0
2012-2013,2013,MIL,3128.0,7197.0,601.0,1670.0,2527.0,5527.0,1251.0,1700.0,1068.0,2537.0,3605.0,1876.0,685.0,550.0,1117.0,1554.0,8108.0,1.0,0.4346255384187856,0.3598802395209581,0.45721005970689343,0.7358823529411764,0.476379046825066,38.0,44.0
2012-2013,2013,MIN,2943.0,6702.0,450.0,1475.0,2493.0,5227.0,1515.0,2042.0,973.0,2473.0,3446.0,1836.0,700.0,387.0,1159.0,1509.0,7851.0,1.0,0.43912264995523725,0.3050847457627119,0.4769466233020853,0.7419196865817825,0.4726947179946285,31.0,51.0
2012-2013,2013,NOH,2955.0,6589.0,535.0,1474.0,2420.0,5115.0,1269.0,1636.0,988.0,2426.0,3414.0,1721.0,520.0,440.0,1123.0,1673.0,7714.0,1.0,0.44847473061162546,0.36295793758480327,0.4731182795698925,0.7756723716381418,0.4890726969191076,27.0,55.0
2012-2013,2013,NYK,2996.0,6689.0,891.0,2371.0,2105.0,4318.0,1313.0,1729.0,890.0,2436.0,3326.0,1579.0,672.0,294.0,948.0,1650.0,8196.0,0.0,0.44789953655254894,0.3757908055672712,0.4874942102825382,0.7593984962406015,0.5145014202421887,54.0,28.0
2012-2013,2013,OKC,3126.0,6504.0,598.0,1588.0,2528.0,4916.0,1819.0,2196.0,854.0,2725.0,3579.0,1753.0,679.0,624.0,1201.0,1654.0,8669.0,4.0,0.4806273062730627,0.3765743073047859,0.5142392188771359,0.8283242258652095,0.5265990159901599,60.0,22.0
2012-2013,2013,ORL,3093.0,6904.0,506.0,1537.0,2587.0,5367.0,1026.0,1359.0,890.0,2612.0,3502.0,1871.0,528.0,358.0,1147.0,1591.0,7718.0,0.0,0.44800115874855156,0.3292127521145088,0.4820197503260667,0.7549668874172185,0.4846465816917729,20.0,62.0
2012-2013,2013,PHI,3059.0,6895.0,518.0,1438.0,2541.0,5457.0,1004.0,1377.0,896.0,2493.0,3389.0,1867.0,609.0,384.0,1030.0,1505.0,7640.0,1.0,0.4436548223350254,0.36022253129346316,0.46564046179219354,0.729121278140886,0.4812182741116751,34.0,48.0
2012-2013,2013,PHO,3061.0,6917.0,480.0,1455.0,2581.0,5462.0,1203.0,1618.0,959.0,2454.0,3413.0,1855.0,659.0,434.0,1225.0,1688.0,7805.0,0.0,0.4425328899812057,0.32989690721649484,0.47253753203954596,0.7435105067985167,0.47723001301142115,,
2012-2013,2013,POR,3009.0,6715.0,673.0,1904.0,2336.0,4811.0,1304.0,1680.0,874.0,2474.0,3348.0,1784.0,538.0,353.0,1165.0,1518.0,7995.0,2.0,0.4481012658227848,0.35346638655462187,0.48555393889004367,0.7761904761904762,0.49821295606850335,33.0,49.0
2012-2013,2013,SAC,3086.0,6904.0,610.0,1681.0,2476.0,5223.0,1437.0,1869.0,943.0,2385.0,3328.0,1708.0,671.0,342.0,1152.0,1717.0,8219.0,1.0,0.4469872537659328,0.36287923854848303,0.47405705533218456,0.7688603531300161,0.49116454229432216,28.0,54.0
2012-2013,2013,SAS,3210.0,6675.0,663.0,1764.0,2547.0,4911.0,1365.0,1725.0,666.0,2721.0,3387.0,2058.0,695.0,446.0,1159.0,1427.0,8448.0,1.0,0.48089887640449436,0.3758503401360544,0.5186316432498472,0.7913043478260869,0.530561797752809,58.0,24.0
2012-2013,2013,TOR,2979.0,6685.0,571.0,1665.0,2408.0,5020.0,1442.0,1831.0,871.0,2426.0,3297.0,1765.0,595.0,392.0,1084.0,1836.0,7971.0,3.0,0.4456245325355273,0.3429429429429429,0.4796812749003984,0.7875477880939378,0.48833208676140616,34.0,48.0
2012-2013,2013,UTA,3046.0,6710.0,507.0,1385.0,2539.0,5325.0,1439.0,1883.0,989.0,2457.0,3446.0,1859.0,690.0,515.0,1164.0,1750.0,8038.0,0.0,0.45394932935916543,0.36606498194945847,0.4768075117370892,0.7642060541688794,0.49172876304023844,43.0,39.0
2012-2013,2013,WAS,2910.0,6693.0,545.0,1495.0,2365.0,5198.0,1279.0,1746.0,887.0,2652.0,3539.0,1775.0,598.0,376.0,1199.0,1681.0,7644.0,1.0,0.43478260869565216,0.36454849498327757,0.4549826856483263,0.7325315005727376,0.4754967876886299,29.0,53.0
