Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2010-2011,2011,ATL,2971.0,6429.0,502.0,1427.0,2469.0,5002.0,1346.0,1728.0,762.0,2460.0,3222.0,1802.0,497.0,341.0,1048.0,1554.0,7790.0,1.0,0.46212474723907293,0.35178696566222845,0.4936025589764094,0.7789351851851852,0.5011665888940737,44.0,38.0
2010-2011,2011,BOS,3023.0,6219.0,408.0,1119.0,2615.0,5100.0,1459.0,1895.0,639.0,2542.0,3181.0,1921.0,676.0,344.0,1115.0,1678.0,7913.0,4.0,0.4860910114166265,0.3646112600536193,0.5127450980392156,0.7699208443271768,0.5188937128155652,56.0,26.0
2010-2011,2011,CHA,2873.0,6365.0,393.0,1203.0,2480.0,5162.0,1511.0,1999.0,848.0,2444.0,3292.0,1728.0,524.0,433.0,1123.0,1637.0,7650.0,2.0,0.4513747054202671,0.3266832917705736,0.4804339403332042,0.7558779389694847,0.48224666142969363,,
2010-2011,2011,CHI,3042.0,6587.0,511.0,1415.0,2531.0,5172.0,1492.0,2008.0,967.0,2654.0,3621.0,1827.0,592.0,468.0,1104.0,1639.0,8087.0,1.0,0.4618187338697434,0.36113074204947,0.48936581593194123,0.7430278884462151,0.5006072567177774,62.0,20.0
2010-2011,2011,CLE,2886.0,6647.0,509.0,1489.0,2377.0,5158.0,1546.0,2075.0,856.0,2449.0,3305.0,1720.0,544.0,341.0,1125.0,1648.0,7827.0,0.0,0.4341808334587032,0.34184016118200133,0.460837533927879,0.7450602409638554,0.4724687829095833,19.0,63.0
2010-2011,2011,DAL,3069.0,6463.0,645.0,1768.0,2424.0,4695.0,1437.0,1850.0,780.0,2618.0,3398.0,1954.0,557.0,352.0,1107.0,1575.0,8220.0,2.0,0.4748568776110166,0.36481900452488686,0.51629392971246,0.7767567567567567,0.5247563051214607,57.0,25.0
2010-2011,2011,DEN,3145.0,6613.0,662.0,1704.0,2483.0,4909.0,1859.0,2429.0,791.0,2652.0,3443.0,1813.0,605.0,352.0,1130.0,1719.0,8811.0,0.0,0.4755784061696658,0.3884976525821596,0.5058056630678346,0.7653355290242898,0.5256313322244065,50.0,32.0
2010-2011,2011,DET,3056.0,6647.0,472.0,1256.0,2584.0,5391.0,1367.0,1854.0,931.0,2236.0,3167.0,1730.0,595.0,328.0,1001.0,1629.0,7951.0,0.0,0.45975628102903565,0.37579617834394907,0.479317380819885,0.7373247033441208,0.4952610200090266,30.0,52.0
2010-2011,2011,GSW,3251.0,7047.0,685.0,1749.0,2566.0,5298.0,1290.0,1695.0,955.0,2370.0,3325.0,1847.0,737.0,406.0,1157.0,1806.0,8477.0,0.0,0.4613310628636299,0.39165237278444825,0.48433371083427706,0.7610619469026548,0.509933304952462,36.0,46.0
2010-2011,2011,HOU,3170.0,6975.0,677.0,1843.0,2493.0,5132.0,1668.0,2083.0,962.0,2549.0,3511.0,1955.0,581.0,371.0,1048.0,1641.0,8685.0,3.0,0.4544802867383513,0.36733586543678787,0.4857755261106781,0.8007681228996639,0.5030107526881721,43.0,39.0
2010-2011,2011,IND,3003.0,6787.0,585.0,1653.0,2418.0,5134.0,1592.0,2035.0,914.0,2657.0,3571.0,1611.0,584.0,456.0,1210.0,1782.0,8183.0,0.0,0.44246353322528365,0.35390199637023595,0.4709777950915465,0.7823095823095824,0.4855606306173567,37.0,45.0
2010-2011,2011,LAC,3015.0,6594.0,513.0,1519.0,2502.0,5075.0,1546.0,2187.0,955.0,2501.0,3456.0,1813.0,585.0,402.0,1273.0,1733.0,8089.0,2.0,0.4572338489535942,0.3377221856484529,0.4930049261083744,0.706904435299497,0.4961328480436761,32.0,50.0
2010-2011,2011,LAL,3128.0,6757.0,524.0,1487.0,2604.0,5270.0,1541.0,1979.0,989.0,2616.0,3605.0,1801.0,602.0,422.0,1031.0,1555.0,8321.0,2.0,0.4629273346159538,0.3523873570948218,0.49411764705882355,0.7786760990399192,0.5017019387302057,57.0,25.0
2010-2011,2011,MEM,3200.0,6801.0,309.0,926.0,2891.0,5875.0,1486.0,1981.0,970.0,2391.0,3361.0,1691.0,771.0,441.0,1101.0,1705.0,8195.0,0.0,0.4705190413174533,0.33369330453563717,0.4920851063829787,0.7501261988894498,0.4932362887810616,46.0,36.0
2010-2011,2011,MIA,3031.0,6301.0,547.0,1479.0,2484.0,4822.0,1760.0,2288.0,790.0,2666.0,3456.0,1639.0,544.0,430.0,1084.0,1674.0,8369.0,5.0,0.48103475638787496,0.3698444895199459,0.5151389464952302,0.7692307692307693,0.5244405649896842,58.0,24.0
2010-2011,2011,MIL,2814.0,6544.0,483.0,1414.0,2331.0,5130.0,1423.0,1881.0,862.0,2480.0,3342.0,1545.0,617.0,399.0,1026.0,1682.0,7534.0,2.0,0.4300122249388753,0.3415841584158416,0.4543859649122807,0.7565124933545986,0.46691625916870416,35.0,47.0
