Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2007-2008,2008,IND,3102.0,6993.0,755.0,2021.0,2347.0,4972.0,1568.0,2042.0,904.0,2633.0,3537.0,1864.0,623.0,412.0,1207.0,1921.0,8527.0,0.0,0.4435864435864436,0.37357743691241957,0.47204344328238135,0.7678746327130265,0.4975689975689976,36.0,46.0
2007-2008,2008,LAC,2820.0,6445.0,350.0,1079.0,2470.0,5366.0,1702.0,2178.0,800.0,2491.0,3291.0,1732.0,557.0,398.0,1128.0,1745.0,7692.0,0.0,0.4375484871993794,0.3243744207599629,0.4603056280283265,0.7814508723599632,0.46470131885182314,23.0,59.0
2007-2008,2008,LAL,3248.0,6818.0,662.0,1751.0,2586.0,5067.0,1746.0,2270.0,898.0,2722.0,3620.0,2003.0,654.0,438.0,1118.0,1691.0,8904.0,1.0,0.47638603696098564,0.37806967447173045,0.5103611604499704,0.7691629955947137,0.524933998239953,57.0,25.0
2007-2008,2008,MEM,3060.0,6737.0,620.0,1779.0,2440.0,4958.0,1517.0,2097.0,848.0,2567.0,3415.0,1574.0,503.0,386.0,1211.0,1592.0,8257.0,0.0,0.45420810449755084,0.3485103991006183,0.49213392496974584,0.7234144015259895,0.5002226510316164,22.0,60.0
2007-2008,2008,MIA,2808.0,6336.0,491.0,1373.0,2317.0,4963.0,1384.0,1903.0,743.0,2342.0,3085.0,1644.0,589.0,355.0,1151.0,1670.0,7491.0,0.0,0.4431818181818182,0.35761107064821557,0.46685472496473907,0.7272727272727273,0.4819286616161616,15.0,67.0
2007-2008,2008,MIL,3026.0,6745.0,452.0,1313.0,2574.0,5432.0,1452.0,1980.0,1055.0,2363.0,3418.0,1760.0,544.0,361.0,1172.0,1748.0,7956.0,0.0,0.4486286137879911,0.34424980959634427,0.4738586156111929,0.7333333333333333,0.4821349147516679,26.0,56.0
2007-2008,2008,MIN,3076.0,6817.0,441.0,1259.0,2635.0,5558.0,1246.0,1693.0,964.0,2428.0,3392.0,1630.0,616.0,306.0,1143.0,1885.0,7839.0,0.0,0.451224878979023,0.35027799841143764,0.474091399784095,0.7359716479621973,0.4835704855508288,22.0,60.0
2007-2008,2008,NJN,2856.0,6450.0,498.0,1430.0,2358.0,5020.0,1647.0,2237.0,913.0,2520.0,3433.0,1925.0,521.0,390.0,1178.0,1855.0,7857.0,12.0,0.4427906976744186,0.34825174825174826,0.4697211155378486,0.7362539114886008,0.4813953488372093,34.0,48.0
2007-2008,2008,NOH,3164.0,6796.0,630.0,1621.0,2534.0,5175.0,1312.0,1707.0,937.0,2494.0,3431.0,1785.0,637.0,321.0,926.0,1531.0,8270.0,1.0,0.4655679811653914,0.38864898210980875,0.4896618357487923,0.7685998828353837,0.5119187757504414,56.0,26.0
2007-2008,2008,NYK,2967.0,6757.0,490.0,1454.0,2477.0,5303.0,1524.0,2095.0,1029.0,2457.0,3486.0,1530.0,521.0,213.0,1132.0,1761.0,7948.0,0.0,0.43910019239307385,0.33700137551581844,0.46709409768055815,0.7274463007159905,0.47535888708006513,23.0,59.0
2007-2008,2008,ORL,3058.0,6446.0,801.0,2074.0,2257.0,4372.0,1650.0,2288.0,768.0,2677.0,3445.0,1706.0,520.0,333.0,1134.0,1688.0,8567.0,2.0,0.47440273037542663,0.3862102217936355,0.5162397072278133,0.7211538461538461,0.5365342848278002,52.0,30.0
2007-2008,2008,PHI,3056.0,6648.0,302.0,952.0,2754.0,5696.0,1509.0,2137.0,1067.0,2370.0,3437.0,1673.0,712.0,400.0,1112.0,1620.0,7923.0,0.0,0.45968712394705175,0.3172268907563025,0.48349719101123595,0.7061300889096864,0.4824007220216607,40.0,42.0
2007-2008,2008,PHO,3392.0,6782.0,694.0,1764.0,2698.0,5018.0,1548.0,1977.0,720.0,2683.0,3403.0,2188.0,532.0,518.0,1139.0,1633.0,9026.0,0.0,0.5001474491300502,0.3934240362811791,0.5376644081307294,0.7830045523520486,0.5513122972574461,,
2007-2008,2008,POR,2935.0,6546.0,538.0,1426.0,2397.0,5120.0,1412.0,1841.0,901.0,2438.0,3339.0,1733.0,455.0,360.0,995.0,1642.0,7820.0,1.0,0.44836541399327834,0.37727910238429174,0.4681640625,0.7669744703965237,0.4894592117323556,41.0,41.0
2007-2008,2008,SAC,3043.0,6558.0,510.0,1367.0,2533.0,5191.0,1812.0,2272.0,829.0,2456.0,3285.0,1567.0,651.0,334.0,1258.0,1839.0,8408.0,0.0,0.4640134187252211,0.37307973664959765,0.4879599306492005,0.7975352112676056,0.5028972247636474,38.0,44.0
2007-2008,2008,SAS,2938.0,6424.0,594.0,1610.0,2344.0,4814.0,1350.0,1774.0,771.0,2612.0,3383.0,1718.0,521.0,337.0,981.0,1537.0,7820.0,0.0,0.45734744707347447,0.368944099378882,0.48691316992106354,0.7609921082299888,0.5035803237858032,56.0,26.0
2007-2008,2008,SEA,3125.0,7032.0,313.0,939.0,2812.0,6093.0,1436.0,1866.0,971.0,2688.0,3659.0,1748.0,531.0,400.0,1250.0,1680.0,7999.0,1.0,0.44439704209328784,0.3333333333333333,0.4615132118824881,0.7695605573419079,0.46665244596131966,20.0,62.0
2007-2008,2008,TOR,3148.0,6726.0,572.0,1459.0,2576.0,5267.0,1347.0,1658.0,790.0,2496.0,3286.0,1953.0,570.0,336.0,918.0,1596.0,8215.0,0.0,0.4680344930121915,0.39204934886908843,0.4890829694323144,0.8124246079613993,0.5105560511448112,41.0,41.0
2007-2008,2008,UTA,3279.0,6592.0,407.0,1095.0,2872.0,5497.0,1745.0,2298.0,942.0,2410.0,3352.0,2165.0,717.0,355.0,1169.0,1970.0,8710.0,2.0,0.4974211165048544,0.37168949771689497,0.5224668000727669,0.7593559617058312,0.5282918689320388,54.0,28.0
2007-2008,2008,WAS,2986.0,6695.0,575.0,1614.0,2411.0,5081.0,1557.0,1991.0,1007.0,2404.0,3411.0,1607.0,632.0,391.0,1032.0,1606.0,8104.0,3.0,0.44600448095593725,0.3562577447335812,0.47451289116315687,0.7820190858864892,0.48894697535474235,43.0,39.0
