Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2025-2026,2026,ATL,638.0,1314.0,195.0,536.0,443.0,778.0,287.0,362.0,148.0,476.0,624.0,457.0,152.0,80.0,217.0,315.0,1758.0,1.0,0.4855403348554033,0.36380597014925375,0.5694087403598972,0.7928176795580111,0.5597412480974124,9.0,6.0
2025-2026,2026,BOS,629.0,1394.0,230.0,663.0,399.0,731.0,218.0,281.0,202.0,473.0,675.0,364.0,124.0,80.0,165.0,353.0,1706.0,0.0,0.45121951219512196,0.3469079939668175,0.5458276333789329,0.7758007117437722,0.533715925394548,8.0,7.0
2025-2026,2026,BRK,526.0,1203.0,194.0,580.0,332.0,623.0,289.0,369.0,160.0,384.0,544.0,345.0,103.0,48.0,199.0,311.0,1535.0,0.0,0.4372402327514547,0.33448275862068966,0.5329052969502408,0.7831978319783198,0.5178719866999169,,
2025-2026,2026,CHI,568.0,1182.0,187.0,479.0,381.0,703.0,259.0,320.0,141.0,483.0,624.0,387.0,106.0,65.0,189.0,279.0,1582.0,3.0,0.4805414551607445,0.3903966597077244,0.5419630156472262,0.809375,0.5596446700507615,7.0,6.0
2025-2026,2026,CHO,569.0,1235.0,203.0,559.0,366.0,676.0,290.0,354.0,172.0,470.0,642.0,367.0,98.0,72.0,222.0,274.0,1631.0,1.0,0.46072874493927124,0.3631484794275492,0.5414201183431953,0.8192090395480226,0.542914979757085,,
2025-2026,2026,CLE,637.0,1387.0,239.0,681.0,398.0,706.0,301.0,396.0,189.0,469.0,658.0,412.0,143.0,87.0,210.0,335.0,1814.0,0.0,0.45926459985580387,0.3509544787077827,0.5637393767705382,0.76010101010101,0.5454217736121125,10.0,5.0
2025-2026,2026,DAL,589.0,1313.0,157.0,506.0,432.0,807.0,319.0,435.0,152.0,524.0,676.0,359.0,129.0,92.0,248.0,322.0,1654.0,0.0,0.4485910129474486,0.3102766798418972,0.5353159851301115,0.7333333333333333,0.5083777608530083,4.0,11.0
2025-2026,2026,DEN,583.0,1159.0,159.0,434.0,424.0,725.0,295.0,351.0,151.0,470.0,621.0,374.0,104.0,51.0,161.0,253.0,1620.0,8.0,0.5030198446937014,0.3663594470046083,0.5848275862068966,0.8404558404558404,0.5716134598792062,10.0,3.0
2025-2026,2026,DET,654.0,1359.0,167.0,482.0,487.0,877.0,308.0,415.0,207.0,496.0,703.0,403.0,155.0,92.0,214.0,351.0,1783.0,1.0,0.48123620309050774,0.34647302904564314,0.5553021664766249,0.7421686746987952,0.5426784400294334,13.0,2.0
2025-2026,2026,GSW,629.0,1377.0,260.0,694.0,369.0,683.0,330.0,398.0,164.0,502.0,666.0,436.0,161.0,71.0,258.0,333.0,1848.0,0.0,0.4567901234567901,0.3746397694524496,0.5402635431918009,0.8291457286432161,0.55119825708061,9.0,7.0
