Season,SeasonEndYear,Team,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,FG%,3P%,2P%,FT%,eFG%,WINS,LOSSES
2017-2018,2018,MEM,3013.0,6788.0,758.0,2152.0,2255.0,4636.0,1361.0,1732.0,779.0,2544.0,3323.0,1767.0,613.0,396.0,1182.0,1900.0,8145.0,1.0,0.44387153800824986,0.35223048327137546,0.4864106988783434,0.785796766743649,0.4997053624042428,22,60
2017-2018,2018,MIA,3184.0,6997.0,903.0,2506.0,2281.0,4491.0,1209.0,1601.0,763.0,2801.0,3564.0,1862.0,620.0,437.0,1118.0,1648.0,8480.0,0.0,0.455052165213663,0.36033519553072624,0.5079046982854598,0.7551530293566521,0.5195798199228241,44,38
2017-2018,2018,MIL,3257.0,6807.0,718.0,2024.0,2539.0,4783.0,1499.0,1915.0,688.0,2579.0,3267.0,1905.0,722.0,443.0,1078.0,1752.0,8731.0,3.0,0.47847803731452915,0.3547430830039526,0.5308383859502405,0.7827676240208877,0.531217863963567,44,38
2017-2018,2018,MIN,3365.0,7063.0,658.0,1845.0,2707.0,5218.0,1592.0,1980.0,848.0,2593.0,3441.0,1861.0,689.0,345.0,963.0,1495.0,8980.0,0.0,0.47642644768511966,0.35663956639566397,0.5187811422000767,0.804040404040404,0.5230072207277361,47,35
2017-2018,2018,NOP,3500.0,7241.0,837.0,2312.0,2663.0,4929.0,1324.0,1716.0,712.0,2924.0,3636.0,2195.0,657.0,485.0,1182.0,1570.0,9161.0,7.0,0.48335865211987294,0.3620242214532872,0.5402718604179346,0.7715617715617715,0.5411545366662063,48,34
2017-2018,2018,NYK,3334.0,7193.0,673.0,1914.0,2661.0,5279.0,1225.0,1557.0,859.0,2752.0,3611.0,1912.0,552.0,421.0,1164.0,1682.0,8566.0,1.0,0.46350618657027665,0.351619644723093,0.5040727410494412,0.7867694283879255,0.510287779785903,29,53
2017-2018,2018,OKC,3271.0,7221.0,881.0,2491.0,2390.0,4730.0,1421.0,1985.0,1024.0,2671.0,3695.0,1750.0,743.0,412.0,1102.0,1653.0,8844.0,25.0,0.45298435119789504,0.35367322360497794,0.5052854122621564,0.7158690176322419,0.5139869824124083,48,34
2017-2018,2018,ORL,3182.0,7042.0,844.0,2405.0,2338.0,4637.0,1271.0,1678.0,722.0,2692.0,3414.0,1921.0,622.0,400.0,1143.0,1579.0,8479.0,1.0,0.4518602669696109,0.35093555093555096,0.5042053051541945,0.7574493444576877,0.5117864243112752,25,57
2017-2018,2018,PHI,3349.0,7098.0,901.0,2445.0,2448.0,4653.0,1405.0,1868.0,893.0,2996.0,3889.0,2221.0,682.0,420.0,1301.0,1811.0,9004.0,14.0,0.4718230487461257,0.3685071574642127,0.5261121856866537,0.7521413276231264,0.5352916314454776,52,30
2017-2018,2018,PHO,3153.0,7141.0,763.0,2286.0,2390.0,4855.0,1453.0,1962.0,842.0,2776.0,3618.0,1743.0,569.0,370.0,1235.0,1807.0,8522.0,2.0,0.4415347990477524,0.3337707786526684,0.4922760041194645,0.7405708460754332,0.4949586892592074,21,61
2017-2018,2018,POR,3222.0,7132.0,845.0,2308.0,2377.0,4824.0,1372.0,1715.0,835.0,2893.0,3728.0,1599.0,573.0,423.0,1067.0,1599.0,8661.0,0.0,0.45176668536174985,0.36611785095320626,0.49274461028192373,0.8,0.5110067302299495,49,33
2017-2018,2018,SAC,3179.0,7063.0,738.0,1967.0,2441.0,5096.0,1008.0,1371.0,777.0,2578.0,3355.0,1768.0,643.0,340.0,1083.0,1639.0,8104.0,0.0,0.45009202888291094,0.3751906456532791,0.4790031397174254,0.7352297592997812,0.5023361177969701,27,55
2017-2018,2018,SAS,3202.0,6999.0,696.0,1977.0,2506.0,5022.0,1324.0,1715.0,849.0,2777.0,3626.0,1868.0,628.0,460.0,1040.0,1408.0,8424.0,1.0,0.4574939277039577,0.3520485584218513,0.49900438072481085,0.7720116618075802,0.5072153164737819,47,35
2017-2018,2018,TOR,3383.0,7169.0,968.0,2705.0,2415.0,4464.0,1422.0,1790.0,800.0,2807.0,3607.0,1995.0,626.0,500.0,1045.0,1783.0,9156.0,3.0,0.47189287208815733,0.3578558225508318,0.540994623655914,0.794413407821229,0.5394057748639978,59,23
2017-2018,2018,UTA,3139.0,6797.0,887.0,2425.0,2252.0,4372.0,1375.0,1766.0,740.0,2807.0,3547.0,1839.0,708.0,420.0,1155.0,1608.0,8540.0,0.0,0.4618213917904958,0.36577319587628865,0.515096065873742,0.7785956964892412,0.5270707665146388,48,34
2017-2018,2018,WAS,3275.0,7018.0,814.0,2173.0,2461.0,4845.0,1378.0,1786.0,823.0,2713.0,3536.0,2065.0,645.0,353.0,1152.0,1746.0,8742.0,0.0,0.46665716728412654,0.3745973308789692,0.5079463364293085,0.7715565509518477,0.5246508976916501,43,39
