TEAM_ABBR,WINS,LOSSES
ATL,35,47
BOS,44,38
CHI,30,52
CLE,17,65
DAL,60,22
DEN,17,65
DET,50,32
GSW,38,44
HOU,43,39
IND,48,34
LAC,27,55
LAL,50,32
MEM,28,54
MIA,25,57
MIL,42,40
MIN,51,31
NJN,49,33
NOH,47,35
NYK,37,45
ORL,42,40
PHI,48,34
PHO,44,38
POR,50,32
SAC,59,23
SAS,60,22
SEA,40,42
TOR,24,58
UTA,47,35
WAS,37,45
