TEAM_ABBR,WINS,LOSSES
ATL,41,41
BKN,45,37
BOS,57,25
CHA,27,55
CHI,40,42
CLE,51,31
DAL,38,44
DEN,53,29
DET,17,65
GSW,44,38
HOU,22,60
IND,35,47
LAC,44,38
LAL,43,39
MEM,51,31
MIA,44,38
MIL,58,24
MIN,42,40
NOP,42,40
NYK,47,35
OKC,40,42
ORL,34,48
PHI,54,28
PHX,45,37
POR,33,49
SAC,48,34
SAS,22,60
TOR,41,41
UTA,37,45
WAS,35,47
