TEAM_ABBR,WINS,LOSSES
ATL,50,32
BOS,67,15
CHI,30,52
CLE,29,53
DAL,44,38
DEN,47,35
DET,46,36
GSW,30,52
HOU,51,31
IND,26,56
LAC,32,50
LAL,62,20
MIL,57,25
NJN,39,43
NYK,23,59
PHI,54,28
PHX,32,50
POR,40,42
SAC,37,45
SAS,35,47
SEA,31,51
UTA,42,40
WAS,39,43
