TEAM_ABBR,WINS,LOSSES
ATL,44,38
BOS,56,26
CHI,62,20
CHN,34,48
CLE,19,63
DAL,57,25
DEN,50,32
DET,30,52
GSW,36,46
HOU,43,39
IND,37,45
LAC,32,50
LAL,57,25
MEM,46,36
MIA,58,24
MIL,35,47
MIN,17,65
NJN,24,58
NOH,46,36
NYK,42,40
OKC,55,27
ORL,52,30
PHI,41,41
PHX,40,42
POR,48,34
SAC,24,58
SAS,61,21
TOR,22,60
UTA,39,43
WAS,23,59
