TEAM_ABBR,WINS,LOSSES
ATL,53,29
BOS,50,32
CHI,41,41
CHN,44,38
CLE,61,21
DAL,55,27
DEN,53,29
DET,27,55
GSW,26,56
HOU,42,40
IND,32,50
LAC,29,53
LAL,57,25
MEM,40,42
MIA,47,35
MIL,46,36
MIN,15,67
NJN,12,70
NOH,37,45
NYK,29,53
OKC,50,32
ORL,59,23
PHI,27,55
PHX,54,28
POR,50,32
SAC,25,57
SAS,50,32
TOR,40,42
UTA,53,29
WAS,26,56
