TEAM_ABBR,WINS,LOSSES
ATL,50,32
BOS,36,46
CHO,51,31
CHI,62,20
CLE,47,35
DAL,20,62
DEN,11,71
DET,37,45
GSW,19,63
HOU,41,41
IND,58,24
LAC,17,65
LAL,61,21
MIA,55,27
MIL,36,46
MIN,45,37
NJN,43,39
NYK,43,39
ORL,41,41
PHI,31,51
PHO,56,26
POR,46,36
SAC,27,55
SAS,56,26
SEA,61,21
TOR,16,66
UTA,62,20
VAN,19,63
WAS,42,40
