TEAM_ABBR,WINS,LOSSES
ATL,43,39
BOS,56,26
CHO,26,56
CHI,61,21
CLE,33,49
DAL,28,54
DEN,20,62
DET,50,32
GSW,44,38
HOU,52,30
IND,41,41
LAC,31,51
LAL,58,24
MIA,24,58
MIL,48,34
MIN,29,53
NJN,26,56
NYK,39,43
ORL,31,51
PHI,44,38
PHO,55,27
POR,63,19
SAC,25,57
SAS,55,27
SEA,41,41
UTA,54,28
WAS,30,52
