TEAM_ABBR,WINS,LOSSES
ATL,43,39
BRK,44,38
BOS,51,31
CHO,43,39
CHI,46,36
CLE,44,38
DAL,52,30
DEN,48,34
DET,23,59
GSW,53,29
HOU,20,62
IND,25,57
LAC,42,40
LAL,33,49
MEM,56,26
MIA,53,29
MIL,51,31
MIN,46,36
NOP,36,46
NYK,37,45
OKC,24,58
ORL,22,60
PHI,51,31
PHO,64,18
POR,27,55
SAC,30,52
SAS,34,48
TOR,48,34
UTA,49,33
WAS,35,47
