TEAM_ABBR,WINS,LOSSES
ATL,43,39
BKN,20,62
BOS,53,29
CHA,36,46
CHI,41,41
CLE,51,31
DAL,33,49
DEN,40,42
DET,37,45
GSW,67,15
HOU,55,27
IND,42,40
LAC,51,31
LAL,26,56
MEM,43,39
MIA,41,41
MIL,42,40
MIN,31,51
NOP,34,48
NYK,31,51
OKC,47,35
ORL,29,53
PHI,28,54
PHX,24,58
POR,41,41
SAC,32,50
SAS,61,21
TOR,51,31
UTA,51,31
WAS,49,33
