TEAM_ABBR,WINS,LOSSES
ATL,31,51
BOS,44,38
BUF,30,52
CHI,44,38
CLE,43,39
DEN,50,32
DET,44,38
GSW,46,36
HOU,49,33
IND,36,46
KCK,40,42
LAL,53,29
MIL,30,52
NOR,35,47
NYK,40,42
NYN,22,60
PHI,50,32
PHO,34,48
POR,49,33
SAS,44,38
SEA,40,42
WAS,48,34
