TEAM_ABBR,WINS,LOSSES
ATL,31,51
BOS,62,20
CHI,45,37
CLE,28,54
DAL,15,67
DEN,37,45
DET,21,61
GSW,39,43
HOU,40,42
IND,44,38
KCK,40,42
LAL,54,28
MIL,60,22
NJN,24,58
NYK,50,32
PHI,62,20
PHX,57,25
POR,45,37
SAS,52,30
SDC,36,46
SEA,34,48
UTA,28,54
WAS,39,43
