TEAM_ABBR,WINS,LOSSES
ATL,42,40
BOS,63,19
CHI,34,48
CLE,15,67
DAL,28,54
DEN,46,36
DET,39,43
GSW,45,37
HOU,46,36
IND,35,47
KCK,30,52
LAL,57,25
MIL,55,27
NJN,44,38
NYK,33,49
PHI,58,24
PHX,46,36
POR,42,40
SAS,48,34
SDC,17,65
SEA,52,30
UTA,25,57
WAS,43,39
