TEAM_ABBR,WINS,LOSSES
ATL,57,25
BOS,32,50
CHA,41,41
CHI,55,27
CLE,47,35
DAL,13,69
DEN,42,40
DET,20,62
GSW,50,32
HOU,58,24
IND,47,35
LAC,27,55
LAL,33,49
MIA,42,40
MIL,20,62
MIN,20,62
NJN,45,37
NYK,57,25
ORL,50,32
PHI,25,57
PHX,56,26
POR,47,35
SAC,28,54
SAS,55,27
SEA,63,19
UTA,53,29
WAS,24,58
