TEAM_ABBR,WINS,LOSSES
ATL,38,44
BOS,51,31
CHA,31,51
CHI,67,15
CLE,57,25
DAL,22,60
DEN,24,58
DET,48,34
GSW,55,27
HOU,42,40
IND,40,42
LAC,45,37
LAL,43,39
MIA,38,44
MIL,31,51
MIN,15,67
NJN,40,42
NYK,51,31
ORL,21,61
PHI,35,47
PHX,53,29
POR,57,25
SAC,29,53
SAS,47,35
SEA,47,35
UTA,55,27
WAS,25,57
