TEAM_ABBR,WINS,LOSSES
ATL,28,54
BOS,35,47
CHO,49,33
CHI,17,65
CLE,32,50
DAL,40,42
DEN,35,47
DET,42,40
GSW,19,63
HOU,34,48
IND,56,26
LAC,15,67
LAL,67,15
MIA,52,30
MIL,42,40
MIN,50,32
NJN,31,51
NYK,50,32
ORL,41,41
PHI,49,33
PHO,53,29
POR,59,23
SAC,44,38
SAS,53,29
SEA,45,37
TOR,45,37
UTA,55,27
VAN,22,60
WAS,29,53
