TEAM_ABBR,WINS,LOSSES
ATL,47,35
BOS,62,20
CHI,41,41
CHN,35,47
CLE,66,16
DAL,50,32
DEN,54,28
DET,39,43
GSW,29,53
HOU,53,29
IND,36,46
LAC,19,63
LAL,65,17
MEM,24,58
MIA,43,39
MIL,34,48
MIN,24,58
NJN,34,48
NOH,49,33
NYK,32,50
OKC,23,59
ORL,59,23
PHI,41,41
PHO,46,36
POR,54,28
SAC,17,65
SAS,54,28
TOR,33,49
UTA,48,34
WAS,19,63
