TEAM_ABBR,WINS,LOSSES
ATL,20,47
BRK,35,37
BOS,48,24
CHO,23,42
CHI,22,43
CLE,19,46
DAL,43,32
DEN,46,27
DET,20,46
GSW,15,50
HOU,44,28
IND,45,28
LAC,49,23
LAL,52,19
MEM,34,39
MIA,44,29
MIL,56,17
MIN,19,45
NOP,30,42
NYK,21,45
OKC,44,28
ORL,33,40
PHI,43,30
PHO,34,39
POR,35,39
SAC,31,41
SAS,32,39
TOR,53,19
UTA,44,28
WAS,25,47
