TEAM_ABBR,WINS,LOSSES
ATL,24,58
BRK,28,54
BOS,55,27
CHO,36,46
CHI,27,55
CLE,50,32
DAL,24,58
DEN,46,36
DET,39,43
GSW,58,24
HOU,65,17
IND,48,34
LAC,42,40
LAL,35,47
MEM,22,60
MIA,44,38
MIL,44,38
MIN,47,35
NOP,48,34
NYK,29,53
OKC,48,34
ORL,25,57
PHI,52,30
PHO,21,61
POR,49,33
SAC,27,55
SAS,47,35
TOR,59,23
UTA,48,34
WAS,43,39
