TEAM_ABBR,WINS,LOSSES
ATL,60,22
BKN,38,44
BOS,40,42
CHA,33,49
CHI,50,32
CLE,53,29
DAL,50,32
DEN,30,52
DET,32,50
GSW,67,15
HOU,56,26
IND,38,44
LAC,56,26
LAL,21,61
MEM,55,27
MIA,37,45
MIL,41,41
MIN,16,66
NOP,45,37
NYK,17,65
OKC,45,37
ORL,25,57
PHI,18,64
PHX,39,43
POR,51,31
SAC,29,53
SAS,55,27
TOR,49,33
UTA,38,44
WAS,46,36
