TEAM_ABBR,WINS,LOSSES
ATL,41,41
BOS,32,50
BUF,27,55
CHI,40,42
CLE,43,39
DEN,48,34
DET,38,44
GSW,43,39
HOU,28,54
IND,31,51
KCK,31,51
LAL,45,37
MIL,44,38
NJN,24,58
NOR,39,43
NYK,43,39
PHI,55,27
PHO,49,33
POR,58,24
SAS,52,30
SEA,47,35
WAS,44,38
