TEAM_ABBR,WINS,LOSSES
ATL,50,32
BOS,57,25
CHI,50,32
CLE,42,40
DAL,53,29
DEN,54,28
DET,54,28
GSW,20,62
HOU,46,36
IND,38,44
LAC,17,65
LAL,62,20
MIL,42,40
NJN,19,63
NYK,38,44
PHI,36,46
PHO,28,54
POR,53,29
SAC,24,58
SAS,31,51
SEA,44,38
UTA,47,35
WAS,38,44
