TEAM_ABBR,WINS,LOSSES
ATL,46,36
BAL,52,30
BOS,68,14
BUF,21,61
CHI,51,31
CLE,32,50
DET,40,42
GSW,47,35
HOU,33,49
KCO,36,46
LAL,60,22
MIL,60,22
NYK,57,25
PHI,9,73
PHX,38,44
POR,21,61
SEA,26,56
