TEAM_ABBR,WINS,LOSSES
ATL,29,53
BOS,54,28
BUF,46,36
CHI,24,58
CLE,49,33
DET,36,46
GSW,59,23
HOU,40,42
KCK,31,51
LAL,40,42
MIL,38,44
NOR,38,44
NYK,38,44
PHI,46,36
PHO,42,40
POR,37,45
SEA,43,39
WAS,48,34
