TEAM_ABBR,WINS,LOSSES
ATL,31,19
BKN,16,34
BOS,19,31
CHA,26,24
CHI,13,37
CLE,22,28
DAL,19,31
DEN,14,36
DET,29,21
GSW,21,29
HOU,31,19
IND,33,17
LAC,9,41
LAL,31,19
MEM,8,42
MIA,33,17
MIL,28,22
MIN,25,25
NYK,27,23
OKC,25,25
ORL,33,17
PHI,28,22
PHX,27,23
POR,35,15
SAC,27,23
SAS,37,13
TOR,23,27
UTA,37,13
WAS,18,32
