TEAM_ABBR,WINS,LOSSES
ATL,34,48
BKN,42,40
BOS,63,19
CHI,38,44
CLE,36,46
DAL,44,38
DEN,52,30
DET,46,36
GSW,22,60
HOU,48,34
IND,22,60
LAC,31,51
LAL,62,20
MIL,59,23
NYK,24,58
OKC,31,51
PHI,58,24
PHX,36,46
POR,42,40
SAC,31,51
SAS,41,41
UTA,41,41
WAS,40,42
