TEAM_ABBR,WINS,LOSSES
ATL,48,34
BAL,50,32
BOS,34,48
CHI,39,43
CIN,36,46
DET,31,51
LAL,46,36
MIL,56,26
NYK,60,22
PHI,42,40
PHX,39,43
SDR,27,55
SEA,36,46
SFW,30,52
