TEAM_ABBR,WINS,LOSSES
ATL,43,39
BOS,56,26
CHI,28,54
CLE,23,59
DAL,38,44
DEN,45,37
DET,37,45
GSW,30,52
HOU,14,68
IND,20,62
KCK,45,37
LAL,58,24
MIL,51,31
NJN,49,33
NYK,44,38
PHI,65,17
PHO,53,29
POR,46,36
SAS,53,29
SDC,25,57
SEA,48,34
UTA,30,52
WAS,42,40
