TEAM_ABBR,WINS,LOSSES
ATL,50,32
BOS,61,21
CHI,30,52
CLE,37,45
DEN,30,52
DET,16,66
GSW,24,58
HOU,41,41
IND,37,45
KCK,47,35
LAL,60,22
MIL,49,33
NJN,34,48
NYK,39,43
PHI,59,23
PHO,55,27
POR,38,44
SAS,41,41
SDC,35,47
SEA,56,26
UTA,24,58
WAS,39,43
