TEAM_ABBR,WINS,LOSSES
ATL,9,6
BKN,2,12
BOS,8,7
CHA,4,10
CHI,7,6
CLE,10,5
DAL,4,11
DEN,10,3
DET,13,2
GSW,9,7
HOU,9,3
IND,1,13
LAC,4,10
LAL,11,4
MEM,4,11
MIA,8,6
MIL,8,7
MIN,9,5
NOP,2,12
NYK,8,5
OKC,14,1
ORL,8,7
PHI,8,5
PHX,9,6
POR,6,8
SAC,3,11
SAS,10,4
TOR,9,5
UTA,5,9
WAS,1,12
