TEAM_ABBR,WINS,LOSSES
ATL,28,54
BKN,47,35
BOS,36,46
CHI,23,59
CLE,35,47
DAL,52,30
DEN,43,39
DET,54,28
GSW,37,45
HOU,45,37
IND,61,21
LAC,28,54
LAL,56,26
MEM,50,32
MIA,42,40
MIL,41,41
MIN,58,24
NOP,41,41
NYK,39,43
OKC,37,45
ORL,21,61
PHI,33,49
PHX,29,53
POR,41,41
SAC,55,27
SAS,57,25
TOR,33,49
UTA,42,40
WAS,25,57
