TEAM_ABBR,WINS,LOSSES
ATL,48,34
BAL,57,25
BOS,48,34
CHI,33,49
CIN,41,41
DET,32,50
LAL,55,27
MIL,27,55
NYK,54,28
PHI,55,27
PHX,16,66
SDR,37,45
SEA,30,52
SFW,41,41
