TEAM_ABBR,WINS,LOSSES
ATL,48,34
BRK,21,61
BOS,48,34
CHO,48,34
CHI,42,40
CLE,57,25
DAL,42,40
DEN,33,49
DET,44,38
GSW,73,9
HOU,41,41
IND,45,37
LAC,53,29
LAL,17,65
MEM,42,40
MIA,48,34
MIL,33,49
MIN,29,53
NOP,30,52
NYK,32,50
OKC,55,27
ORL,35,47
PHI,10,72
PHO,23,59
POR,44,38
SAC,33,49
SAS,67,15
TOR,56,26
UTA,40,42
WAS,41,41
