TEAM_ABBR,WINS,LOSSES
ATL,46,36
BKN,30,52
BOS,33,49
CHA,41,41
CHI,72,10
CLE,47,35
DAL,26,56
DEN,35,47
DET,46,36
GSW,36,46
HOU,48,34
IND,52,30
LAC,29,53
LAL,53,29
MEM,15,67
MIA,42,40
MIL,25,57
MIN,26,56
NYK,47,35
OKC,64,18
ORL,60,22
PHI,18,64
PHX,41,41
POR,44,38
SAC,39,43
SAS,59,23
TOR,21,61
UTA,55,27
WAS,39,43
