TEAM_ABBR,WINS,LOSSES
ATL,31,51
BOS,60,22
BUF,49,33
CHI,47,35
CLE,40,42
DET,40,42
GSW,48,34
HOU,41,41
KCO,44,38
LAL,30,52
MIL,38,44
NOR,23,59
NYK,40,42
PHI,34,48
PHO,32,50
POR,38,44
SEA,43,39
WAS,60,22
