Seasons_Played,PTS_per_game
1,3.0778382751599733
2,3.716423232315464
3,4.473873165137652
4,5.74650104287078
5,6.519708441955761
6,7.442034619703115
7,7.867326688728984
8,8.564342380358987
9,9.108694762878196
10,9.619193952939744
11,9.835184886688177
12,11.663817923482569
13,11.289961754607369
14,10.592042308397554
15,12.696464761915877
16,12.494479739612267
17,14.764248679283275
18,14.682702209429886
19,9.705139843044975
20,16.964218926574723
21,27.29553345951978
