Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
248,Lonzo Ball,28,CLE,PG,12,2,276,25,73,.342,19,59,.322,6,14,.429,.473,7,10,.700,14,35,49,64,13,2,27,24,76,0,,balllo01
249,Jay Huff,27,IND,C,14,2,202,27,72,.375,13,49,.265,14,23,.609,.465,9,13,.692,14,26,40,10,1,25,8,28,76,0,,huffja01
250,Oso Ighodaro,23,PHO,PF,15,4,236,32,57,.561,0,0,,32,57,.561,.561,9,16,.563,9,40,49,18,6,10,19,37,73,0,,ighodos01
251,Walker Kessler,24,UTA,C,5,5,154,26,37,.703,6,8,.750,20,29,.690,.784,14,20,.700,23,31,54,15,7,9,16,22,72,0,,kesslwa01
252,Jaden Hardy,23,DAL,SG,12,0,131,22,54,.407,15,33,.455,7,21,.333,.546,12,15,.800,3,13,16,4,4,1,13,13,71,0,,hardyja02
253,Luguentz Dort,26,OKC,SF,9,9,273,23,67,.343,12,44,.273,11,23,.478,.433,12,13,.923,14,26,40,13,8,2,6,25,70,0,,dortlu01
254,Jaylin Williams,23,OKC,PF,14,1,266,24,73,.329,17,64,.266,7,9,.778,.445,5,7,.714,8,59,67,32,8,8,14,23,70,0,,willija07
255,Walter Clayton,22,UTA,PG,11,0,178,22,54,.407,10,29,.345,12,25,.480,.500,14,14,1.000,6,20,26,35,5,3,15,20,68,0,,claytwa01
256,Keaton Wallace,26,ATL,PG,14,2,222,25,58,.431,15,35,.429,10,23,.435,.560,3,6,.500,1,24,25,41,12,2,12,20,68,0,,wallake01
257,Jalen Wilson,25,BRK,PF,12,0,185,21,56,.375,16,39,.410,5,17,.294,.518,10,13,.769,2,10,12,7,2,0,8,16,68,0,,wilsoja03
258,Steven Adams,32,HOU,C,11,2,239,25,49,.510,0,0,,25,49,.510,.510,17,23,.739,56,47,103,16,8,8,12,24,67,0,,adamsst01
259,Justin Edwards,22,PHI,SF,11,1,154,24,53,.453,16,38,.421,8,15,.533,.604,3,3,1.000,7,13,20,13,2,2,5,23,67,0,,edwarju01
260,Kris Murray,25,POR,SF,13,1,298,28,60,.467,7,22,.318,21,38,.553,.525,4,6,.667,17,25,42,13,13,2,7,23,67,0,,murrakr01
261,Nick Richards,28,PHO,C,15,1,156,24,43,.558,0,0,,24,43,.558,.558,18,25,.720,20,31,51,5,2,8,13,23,66,0,,richani01
262,Isaiah Collier,21,UTA,PG,6,1,152,21,36,.583,2,5,.400,19,31,.613,.611,20,27,.741,0,20,20,43,2,2,16,19,64,0,,colliis01
263,RayJ Dennis,24,IND,PG,11,0,161,22,70,.314,12,37,.324,10,33,.303,.400,8,9,.889,8,11,19,25,3,4,14,16,64,0,,dennira01
264,Jaxson Hayes,25,LAL,C,12,1,200,27,38,.711,1,1,1.000,26,37,.703,.724,9,14,.643,15,34,49,13,5,5,6,18,64,0,,hayesja02
265,Jarred Vanderbilt,26,LAL,PF,14,2,257,22,50,.440,4,14,.286,18,36,.500,.480,16,19,.842,19,59,78,21,14,5,22,27,64,0,,vandeja01
266,Al Horford,39,GSW,C,11,0,243,22,65,.338,15,47,.319,7,18,.389,.454,4,4,1.000,10,35,45,19,10,11,15,18,63,0,,horfoal01
267,Luke Kornet,30,SAS,C,7,2,163,25,32,.781,0,0,,25,32,.781,.781,11,16,.688,21,22,43,14,1,7,4,13,61,0,,kornelu01
268,Jaylen Clark,24,MIN,SG,12,0,197,21,46,.457,8,22,.364,13,24,.542,.543,10,16,.625,15,14,29,9,10,1,5,28,60,0,,clarkja02
269,Tyrese Proctor,21,CLE,PG,12,0,142,21,62,.339,12,41,.293,9,21,.429,.435,6,7,.857,2,10,12,14,4,0,6,20,60,0,,proctty01
270,Nicolas Batum,37,LAC,PF,14,2,250,19,57,.333,17,52,.327,2,5,.400,.482,4,4,1.000,6,35,41,11,12,8,8,28,59,0,,batumni01
271,Rob Dillingham,21,MIN,PG,12,0,136,24,61,.393,3,13,.231,21,48,.438,.418,8,11,.727,2,11,13,25,9,0,16,15,59,0,,dilliro01
272,Jordan Hawkins,23,NOP,SG,13,0,194,22,70,.314,10,40,.250,12,30,.400,.386,5,7,.714,6,19,25,14,2,0,4,8,59,0,,hawkijo01
273,Quenton Jackson,27,IND,PG,5,3,101,20,37,.541,6,12,.500,14,25,.560,.622,13,18,.722,5,12,17,18,5,1,6,10,59,0,,jacksqu01
274,Karlo Matković,24,NOP,PF,12,0,137,26,37,.703,4,9,.444,22,28,.786,.757,3,8,.375,8,25,33,10,2,6,5,14,59,0,,matkoka01
275,Alex Caruso,31,OKC,SG,10,0,183,20,52,.385,13,35,.371,7,17,.412,.510,5,6,.833,2,19,21,24,19,3,9,7,58,0,,carusal01
276,Jeremy Sochan,22,SAS,PF,8,0,132,20,33,.606,7,13,.538,13,20,.650,.712,7,9,.778,4,21,25,13,3,2,10,23,54,0,,sochaje01
277,Yves Missi,21,NOP,C,9,5,175,22,36,.611,0,0,,22,36,.611,.611,9,18,.500,25,18,43,12,3,9,11,14,53,0,,missiyv01
278,Jordan Walsh,21,BOS,PF,11,3,184,20,41,.488,7,17,.412,13,24,.542,.573,3,4,.750,13,32,45,10,10,6,2,26,50,0,,walshjo01
279,Bradley Beal,32,LAC,SG,6,6,121,18,48,.375,7,19,.368,11,29,.379,.448,6,8,.750,2,3,5,10,3,0,9,14,49,0,,bealbr01
280,Moussa Cisse,23,DAL,C,11,1,133,20,30,.667,0,0,,20,30,.667,.667,9,25,.360,22,24,46,1,3,16,10,24,49,0,,cissemo01
281,Bones Hyland,25,MIN,PG,12,0,108,19,37,.514,8,23,.348,11,14,.786,.622,3,4,.750,1,11,12,16,6,0,8,13,49,0,,hylanbo01
282,Taurean Prince,31,MIL,SF,8,0,169,17,38,.447,12,28,.429,5,10,.500,.605,3,3,1.000,0,13,13,8,6,2,5,20,49,0,,princta02
283,Jeremiah Robinson-Earl,25,IND,PF,9,3,187,19,53,.358,3,17,.176,16,36,.444,.387,8,9,.889,25,35,60,7,5,0,6,10,49,0,,robinje02
284,Bilal Coulibaly,21,WAS,SG,5,5,123,16,44,.364,5,17,.294,11,27,.407,.420,11,15,.733,4,18,22,17,6,6,10,11,48,0,,coulibi01
285,Nique Clifford,23,SAC,SG,10,2,192,17,51,.333,6,23,.261,11,28,.393,.392,7,10,.700,7,23,30,22,4,4,7,23,47,0,,cliffni01
286,Asa Newell,20,ATL,PF,9,0,82,16,32,.500,8,16,.500,8,16,.500,.625,7,9,.778,9,8,17,1,4,3,4,11,47,0,,newelas01
287,Cam Christie,20,LAC,SG,9,0,104,14,32,.438,7,17,.412,7,15,.467,.547,11,15,.733,3,12,15,8,2,2,2,3,46,0,,chrisca02
288,Drake Powell,20,BRK,SG,8,0,149,19,39,.487,5,13,.385,14,26,.538,.551,3,3,1.000,3,14,17,15,7,1,11,17,46,0,,poweldr01
289,Larry Nance Jr.,33,CLE,PF,12,1,181,18,53,.340,7,26,.269,11,27,.407,.406,1,3,.333,10,28,38,16,6,2,9,34,44,0,,nancela02
290,Pat Spencer,29,GSW,PG,9,0,99,14,40,.350,5,13,.385,9,27,.333,.413,11,12,.917,4,9,13,16,6,1,5,8,44,0,,spencpa01
291,Chaz Lanier,24,DET,SG,11,0,128,14,40,.350,12,36,.333,2,4,.500,.500,3,3,1.000,6,8,14,10,3,0,1,3,43,0,,laniech01
292,Kobe Sanders,23,LAC,SG,6,1,100,14,34,.412,8,21,.381,6,13,.462,.529,6,7,.857,5,5,10,8,4,0,6,14,42,0,,sandeko01
293,Nick Smith Jr.,21,LAL,SG,6,0,90,16,37,.432,8,18,.444,8,19,.421,.541,2,3,.667,0,6,6,13,3,1,10,4,42,0,,smithni01
294,Obi Toppin,27,IND,PF,3,0,82,15,36,.417,3,17,.176,12,19,.632,.458,9,9,1.000,3,17,20,5,3,0,6,7,42,0,,toppiob01
295,Precious Achiuwa,26,SAC,C,7,4,118,17,31,.548,0,8,.000,17,23,.739,.548,7,13,.538,10,19,29,5,5,3,3,7,41,0,,achiupr01
296,Jamison Battle,24,TOR,SF,10,0,73,15,21,.714,11,15,.733,4,6,.667,.976,0,0,,1,10,11,2,2,1,4,5,41,0,,battlja01
297,Duop Reath,29,POR,C,10,0,81,14,24,.583,13,22,.591,1,2,.500,.854,0,0,,1,5,6,4,0,1,1,8,41,0,,reathdu01
298,Clint Capela,31,HOU,C,11,0,108,16,25,.640,0,0,,16,25,.640,.640,8,10,.800,27,22,49,4,3,6,4,11,40,0,,capelca01
299,Taylor Hendricks,22,UTA,PF,9,3,148,15,40,.375,4,17,.235,11,23,.478,.425,6,8,.750,16,22,38,4,4,3,5,4,40,0,,hendrta01
300,Darius Garland,26,CLE,PG,3,3,73,12,36,.333,7,19,.368,5,17,.294,.431,8,8,1.000,3,6,9,15,3,0,5,6,39,0,,garlada01
301,Pat Connaughton,33,CHO,SG,10,0,94,13,28,.464,6,17,.353,7,11,.636,.571,6,9,.667,3,16,19,6,4,1,3,4,38,0,,connapa01
302,Trayce Jackson-Davis,25,GSW,C,9,0,100,15,28,.536,0,0,,15,28,.536,.536,8,11,.727,10,11,21,11,3,4,7,17,38,0,,jackstr02
303,Jabari Walker,23,PHI,PF,13,5,158,16,38,.421,2,12,.167,14,26,.538,.447,4,5,.800,16,21,37,5,2,3,5,22,38,0,,walkeja01
304,Liam McNeeley,20,CHO,SF,9,0,112,9,29,.310,6,18,.333,3,11,.273,.414,13,15,.867,4,13,17,11,2,1,5,14,37,0,,mcneeli01
305,Gary Payton II,33,GSW,SG,15,0,148,17,39,.436,3,16,.188,14,23,.609,.474,0,0,,13,25,38,16,9,4,8,18,37,0,,paytoga02
306,Nae'Qwan Tomlin,25,CLE,PF,6,0,76,14,27,.519,0,8,.000,14,19,.737,.519,9,10,.900,12,8,20,4,6,5,2,15,37,0,,tomlina01
307,Robert Williams,28,POR,C,9,0,108,18,28,.643,1,3,.333,17,25,.680,.661,0,1,.000,16,17,33,6,6,5,3,8,37,0,,williro04
308,Olivier-Maxence Prosper,23,MEM,PF,9,0,76,10,20,.500,0,5,.000,10,15,.667,.500,16,16,1.000,6,12,18,5,1,1,4,4,36,0,,prospol01
309,Blake Wesley,22,POR,SG,6,0,98,14,34,.412,2,10,.200,12,24,.500,.441,6,10,.600,2,12,14,19,10,1,7,14,36,0,,weslebl01
310,Jonathan Isaac,28,ORL,PF,14,0,133,11,31,.355,4,19,.211,7,12,.583,.419,8,12,.667,9,30,39,1,6,5,4,10,34,0,,isaacjo01
311,Caleb Love,24,POR,SG,6,0,77,14,39,.359,6,23,.261,8,16,.500,.436,0,0,,2,15,17,11,2,0,4,3,34,0,,loveca01
312,Kevin Love,37,UTA,PF,8,0,112,9,27,.333,6,23,.261,3,4,.750,.444,10,12,.833,6,28,34,18,0,3,7,10,34,0,,loveke01
313,KJ Simpson,23,CHO,PG,6,0,90,13,37,.351,5,14,.357,8,23,.348,.419,3,4,.750,3,11,14,18,4,0,10,8,34,0,,simpskj01
314,Javon Small,23,MEM,PG,8,0,99,10,28,.357,6,19,.316,4,9,.444,.464,8,10,.800,1,7,8,22,0,1,8,7,34,0,,smallja01
315,Hugo González,19,BOS,SF,11,1,136,14,31,.452,5,10,.500,9,21,.429,.532,0,1,.000,8,14,22,7,9,2,6,20,33,0,,gonzahu01
316,Aaron Holiday,29,HOU,PG,7,0,58,10,18,.556,5,11,.455,5,7,.714,.694,8,9,.889,0,4,4,7,1,1,5,5,33,0,,holidaa01
317,Julian Strawther,23,DEN,SG,9,0,71,11,30,.367,2,16,.125,9,14,.643,.400,9,13,.692,0,14,14,4,0,1,3,6,33,0,,strawju01
318,Dominick Barlow,22,PHI,PF,4,3,100,12,22,.545,2,7,.286,10,15,.667,.591,6,8,.750,11,10,21,8,3,3,7,10,32,0,,barlodo01
319,Branden Carlson,26,OKC,C,10,0,86,13,30,.433,4,15,.267,9,15,.600,.500,2,4,.500,6,15,21,5,2,6,3,10,32,0,,carlsbr01
320,Jevon Carter,30,CHI,PG,4,0,56,10,21,.476,10,17,.588,0,4,.000,.714,2,2,1.000,2,5,7,7,2,0,2,3,32,0,,carteje01
321,Justin Champagnie,24,WAS,SF,12,3,101,8,25,.320,2,10,.200,6,15,.400,.360,14,17,.824,17,17,34,4,4,0,2,12,32,0,,champju01
322,Baylor Scheierman,25,BOS,SG,11,0,113,11,20,.550,9,17,.529,2,3,.667,.775,1,1,1.000,5,18,23,5,3,1,2,10,32,0,,scheiba01
323,Ja'Kobe Walter,21,TOR,SG,11,0,123,10,31,.323,6,22,.273,4,9,.444,.419,6,7,.857,6,8,14,6,7,1,9,20,32,0,,walteja01
324,Jalen Green,23,PHO,SG,2,2,30,11,23,.478,6,14,.429,5,9,.556,.609,3,5,.600,2,2,4,4,2,0,2,2,31,0,,greenja05
325,John Konchar,29,MEM,SG,13,0,151,12,24,.500,6,16,.375,6,8,.750,.625,1,1,1.000,4,26,30,14,10,5,4,10,31,0,,konchjo01
326,Micah Peavy,24,NOP,SG,10,0,118,13,32,.406,3,12,.250,10,20,.500,.453,1,2,.500,11,12,23,10,1,1,2,15,30,0,,peavymi01
327,Guerschon Yabusele,30,NYK,C,12,0,116,10,31,.323,7,22,.318,3,9,.333,.435,3,6,.500,12,18,30,4,2,1,2,13,30,0,,yabusgu01
328,Ousmane Dieng,22,OKC,C,12,0,135,11,36,.306,3,17,.176,8,19,.421,.347,4,4,1.000,4,17,21,8,1,5,6,10,29,0,,diengou01
329,Brandon Miller,23,CHO,SF,2,2,40,10,25,.400,2,11,.182,8,14,.571,.440,7,10,.700,0,0,0,8,1,1,3,5,29,0,,millebr02
330,Tristan Vukcevic,22,WAS,C,10,0,59,10,22,.455,3,10,.300,7,12,.583,.523,6,10,.600,1,8,9,4,1,4,5,6,29,0,,vukcetr01
331,Jett Howard,22,ORL,SF,10,0,84,10,29,.345,8,22,.364,2,7,.286,.483,0,0,,1,5,6,7,1,3,1,5,28,0,,howarje01
332,Tyus Jones,29,ORL,PG,15,1,193,12,38,.316,4,21,.190,8,17,.471,.368,0,0,,3,10,13,23,11,2,6,9,28,0,,jonesty01
333,Jordan McLaughlin,29,SAS,PG,8,0,74,10,24,.417,5,15,.333,5,9,.556,.521,3,3,1.000,3,3,6,10,7,0,2,7,28,0,,mclaujo01
334,Jordan Miller,26,LAC,SF,3,0,49,8,16,.500,5,9,.556,3,7,.429,.656,7,8,.875,3,5,8,3,1,0,3,2,28,0,,millejo02
335,Sidy Cissoko,21,POR,SF,9,0,117,9,22,.409,2,9,.222,7,13,.538,.455,7,10,.700,7,9,16,11,4,0,4,18,27,0,,cissosi01
336,Isaiah Livers,27,PHO,PF,9,0,104,8,19,.421,6,17,.353,2,2,1.000,.579,5,6,.833,4,12,16,4,2,3,1,9,27,0,,liveris01
337,Dwight Powell,34,DAL,C,12,0,114,6,12,.500,0,0,,6,12,.500,.500,15,18,.833,12,14,26,8,4,2,5,25,27,0,,poweldw01
338,Mitchell Robinson,27,NYK,C,7,7,116,13,22,.591,0,0,,13,22,.591,.591,1,3,.333,40,23,63,7,4,7,5,19,27,0,,robinmi01
339,Terrence Shannon Jr.,25,MIN,SG,7,0,115,9,28,.321,4,11,.364,5,17,.294,.393,5,7,.714,3,14,17,8,4,0,6,11,27,0,,shannte01
340,Coby White,25,CHI,SG,1,0,30,5,14,.357,3,8,.375,2,6,.333,.464,14,14,1.000,0,4,4,8,1,0,3,3,27,0,,whiteco01
341,Kyle Anderson,32,UTA,SF,4,0,69,10,22,.455,0,0,,10,22,.455,.455,6,9,.667,4,6,10,14,3,0,3,8,26,0,,anderky01
342,Adem Bona,22,PHI,C,12,3,177,9,20,.450,0,1,.000,9,19,.474,.450,8,16,.500,15,26,41,3,5,20,7,18,26,0,,bonaad01
343,T.J. McConnell,33,IND,PG,4,0,58,12,35,.343,1,6,.167,11,29,.379,.357,1,1,1.000,1,3,4,9,3,0,1,5,26,0,,mccontj01
344,Maxime Raynaud,22,SAC,C,6,0,74,9,23,.391,0,3,.000,9,20,.450,.391,8,9,.889,7,15,22,4,2,2,6,6,26,0,,raynama01
345,Cody Williams,21,UTA,SG,9,0,118,11,30,.367,2,14,.143,9,16,.563,.400,1,3,.333,2,6,8,4,3,2,3,14,25,0,,willico04
346,Ochai Agbaji,25,TOR,SG,9,1,125,9,25,.360,1,12,.083,8,13,.615,.380,5,8,.625,2,17,19,6,5,1,3,16,24,0,,agbajoc01
347,Gui Santos,23,GSW,PF,12,0,77,9,21,.429,5,16,.313,4,5,.800,.548,1,2,.500,8,8,16,2,4,0,5,15,24,0,,santogu01
348,Tyler Kolek,24,NYK,PG,10,0,67,10,24,.417,3,13,.231,7,11,.636,.479,0,0,,2,3,5,13,1,0,6,9,23,0,,kolekty01
349,Ben Saraf,19,BRK,SG,7,5,97,7,27,.259,3,13,.231,4,14,.286,.315,6,8,.750,3,10,13,17,2,0,9,13,23,0,,sarafbe01
350,Carter Bryant,20,SAS,PF,9,0,62,8,26,.308,3,14,.214,5,12,.417,.365,3,3,1.000,1,9,10,0,2,1,4,5,22,0,,bryanca01
351,Dereck Lively II,21,DAL,C,5,3,80,9,14,.643,0,0,,9,14,.643,.643,4,6,.667,6,17,23,10,3,7,8,15,22,0,,livelde01
352,Caleb Martin,30,DAL,SF,13,0,130,7,22,.318,1,7,.143,6,15,.400,.341,7,8,.875,9,13,22,14,5,2,7,24,22,0,,martica02
353,Tidjane Salaün,20,CHO,PF,7,0,83,7,19,.368,4,12,.333,3,7,.429,.474,4,6,.667,5,20,25,5,2,1,3,8,22,0,,salauti01
354,Amir Coffey,28,MIL,SG,13,0,128,8,19,.421,2,8,.250,6,11,.545,.474,3,3,1.000,4,10,14,7,0,1,1,6,21,0,,coffeam01
355,Zach Edey,23,MEM,C,2,2,50,7,17,.412,0,1,.000,7,16,.438,.412,7,9,.778,7,11,18,2,2,4,4,7,21,0,,edeyza01
356,Bronny James,21,LAL,SG,10,1,111,8,27,.296,3,11,.273,5,16,.313,.352,2,2,1.000,4,5,9,18,8,1,8,12,21,0,,jamesbr02
357,Kelly Olynyk,34,SAS,C,5,0,56,8,14,.571,2,5,.400,6,9,.667,.643,3,4,.750,5,11,16,16,2,0,4,9,21,0,,olynyke01
358,Chris Paul,40,LAC,PG,9,0,114,7,27,.259,6,20,.300,1,7,.143,.370,1,1,1.000,5,11,16,29,9,0,7,15,21,0,,paulch01
359,Julian Phillips,22,CHI,SF,12,0,84,9,24,.375,3,12,.250,6,12,.500,.438,0,0,,7,4,11,2,5,3,1,7,21,0,,phillju01
360,Thomas Bryant,28,CLE,C,9,0,61,10,23,.435,0,11,.000,10,12,.833,.435,0,3,.000,5,12,17,1,3,3,1,6,20,0,,bryanth01
361,Gary Harris,31,MIL,SG,8,0,76,8,17,.471,4,10,.400,4,7,.571,.588,0,0,,1,3,4,4,5,2,2,6,20,0,,harriga01
362,Kevon Looney,29,NOP,C,7,6,99,8,23,.348,1,6,.167,7,17,.412,.370,3,6,.500,13,14,27,11,2,4,5,14,20,0,,looneke01
363,Taelon Peter,23,IND,SG,10,0,90,6,24,.250,5,22,.227,1,2,.500,.354,3,3,1.000,4,10,14,13,2,2,8,5,20,0,,peterta01
364,Will Riley,19,WAS,SF,9,0,64,8,18,.444,1,4,.250,7,14,.500,.472,3,6,.500,3,11,14,7,2,0,2,2,20,0,,rileywi01
365,Matisse Thybulle,28,POR,SG,4,0,49,6,10,.600,4,6,.667,2,4,.500,.800,4,4,1.000,0,4,4,3,10,0,1,7,20,0,,thybuma01
366,Xavier Tillman Sr.,27,BOS,C,8,0,65,9,18,.500,2,8,.250,7,10,.700,.556,0,0,,7,10,17,5,3,1,1,7,20,0,,tillmxa01
367,Malaki Branham,22,WAS,SG,5,0,34,6,11,.545,1,5,.200,5,6,.833,.591,6,8,.750,3,5,8,3,0,0,1,2,19,0,,branhma01
368,Nigel Hayes-Davis,31,PHO,SF,12,0,97,9,24,.375,1,9,.111,8,15,.533,.396,0,0,,7,9,16,5,5,0,5,10,19,0,,hayesni01
369,Yanic Konan Niederhauser,22,LAC,C,5,0,22,7,8,.875,0,0,,7,8,.875,.875,5,8,.625,3,3,6,2,0,1,1,2,19,0,,konanya01
370,Mac McClung,27,IND,SG,3,0,34,7,18,.389,2,10,.200,5,8,.625,.444,3,4,.750,0,4,4,1,5,1,2,6,19,0,,mccluma01
371,Mark Sears,23,MIL,PG,5,0,21,5,9,.556,3,5,.600,2,4,.500,.722,6,8,.750,1,0,1,1,0,0,4,3,19,0,,searsma01
372,Joan Beringer,19,MIN,PF,9,0,37,8,11,.727,0,0,,8,11,.727,.727,2,3,.667,2,10,12,0,1,2,2,9,18,0,,berinjo01
373,Yang Hansen,20,POR,C,6,0,42,6,16,.375,0,5,.000,6,11,.545,.375,6,7,.857,4,5,9,3,0,3,6,4,18,0,,yangha01
374,Bryce McGowens,23,NOP,SG,6,0,43,5,13,.385,0,2,.000,5,11,.455,.385,8,10,.800,0,4,4,3,2,0,1,4,18,0,,mcgowbr01
375,Monte Morris,30,IND,PG,6,0,65,7,20,.350,2,8,.250,5,12,.417,.400,2,4,.500,1,6,7,9,1,1,2,3,18,0,,morrimo01
376,Jalen Pickett,26,DEN,SG,7,1,53,7,15,.467,3,7,.429,4,8,.500,.567,1,1,1.000,2,5,7,7,0,0,4,4,18,0,,pickeja02
377,Chris Youngblood,23,OKC,SG,13,0,66,4,15,.267,4,14,.286,0,1,.000,.400,6,6,1.000,2,5,7,2,1,0,0,11,18,0,,youngch01
378,Chris Boucher,33,BOS,PF,7,0,76,7,22,.318,1,12,.083,6,10,.600,.341,2,2,1.000,2,15,17,2,4,5,1,15,17,0,,bouchch01
379,Devin Carter,23,SAC,PG,8,0,65,5,21,.238,2,11,.182,3,10,.300,.286,5,5,1.000,3,9,12,9,6,1,6,8,17,0,,cartede02
380,Elijah Harkless,25,UTA,SG,7,0,66,4,11,.364,2,7,.286,2,4,.500,.455,7,9,.778,2,4,6,5,4,0,3,10,17,0,,harklej01
381,Bobi Klintman,22,DET,SF,6,0,53,7,21,.333,3,11,.273,4,10,.400,.405,0,3,.000,5,11,16,4,2,0,5,9,17,0,,klintbo01
382,Noah Penda,21,ORL,SF,7,0,47,6,11,.545,2,2,1.000,4,9,.444,.636,3,4,.750,6,7,13,6,1,2,3,6,17,0,,pendano01
383,Tolu Smith,25,DET,PF,2,0,22,6,8,.750,0,0,,6,8,.750,.750,5,7,.714,4,7,11,2,1,1,1,2,17,0,,smithto05
384,Dalen Terry,23,CHI,SG,8,0,59,6,13,.462,2,5,.400,4,8,.500,.538,3,6,.500,0,6,6,8,1,2,2,6,17,0,,terryda01
385,Gabe Vincent,29,LAL,PG,4,3,88,5,16,.313,4,13,.308,1,3,.333,.438,3,3,1.000,1,2,3,8,3,0,2,10,17,0,,vincega01
386,Brooks Barnhizer,23,OKC,SG,13,0,103,7,14,.500,0,1,.000,7,13,.538,.500,2,4,.500,5,22,27,4,2,2,1,10,16,0,,barnhbr01
387,Rasheer Fleming,21,PHO,PF,8,0,46,5,19,.263,2,11,.182,3,8,.375,.316,4,4,1.000,7,5,12,2,1,1,3,5,16,0,,flemira01
388,Ryan Nembhard,22,DAL,PG,5,0,45,7,15,.467,0,4,.000,7,11,.636,.467,2,3,.667,1,0,1,9,0,0,6,3,16,0,,nembhry01
389,Kobe Brown,26,LAC,PF,7,0,60,5,11,.455,1,6,.167,4,5,.800,.500,4,4,1.000,4,11,15,7,0,0,3,2,15,0,,brownko01
390,Spencer Jones,24,DEN,SF,9,0,78,5,9,.556,2,5,.400,3,4,.750,.667,3,4,.750,2,0,2,4,6,1,6,12,15,0,,jonessp01
391,Leonard Miller,22,MIN,SF,8,0,37,6,12,.500,0,5,.000,6,7,.857,.500,3,5,.600,1,10,11,4,2,0,4,6,15,0,,millele01
392,Lindy Waters III,28,SAS,SG,6,0,46,5,12,.417,5,12,.417,0,0,,.625,0,0,,0,7,7,3,0,0,0,4,15,0,,waterli01
393,Caleb Houstan,23,ATL,SF,6,0,35,4,10,.400,3,7,.429,1,3,.333,.550,3,3,1.000,3,0,3,2,1,1,3,5,14,0,,houstca01
394,PJ Hall,23,MEM,C,7,0,27,5,9,.556,1,3,.333,4,6,.667,.611,2,3,.667,3,6,9,2,0,2,1,3,13,0,,hallpj01
395,Khaman Maluach,19,PHO,C,7,0,35,3,7,.429,0,3,.000,3,4,.750,.429,7,8,.875,1,5,6,1,0,4,5,8,13,0,,maluakh01
396,Jeff Green,39,HOU,PF,5,0,21,4,6,.667,4,6,.667,0,0,,1.000,0,0,,1,1,2,0,0,1,0,2,12,0,,greenje02
397,GG Jackson II,21,MEM,PF,6,0,28,4,14,.286,0,6,.000,4,8,.500,.286,4,7,.571,1,2,3,1,3,0,0,3,12,0,,jacksgg01
398,E.J. Liddell,25,BRK,PF,5,0,25,4,11,.364,2,8,.250,2,3,.667,.455,2,3,.667,1,6,7,0,0,0,0,4,12,0,,liddeej01
399,JD Davison,23,HOU,PG,5,0,24,4,8,.500,3,6,.500,1,2,.500,.688,0,2,.000,0,0,0,2,1,1,0,2,11,0,,davisjd01
400,LeBron James,41,LAL,SF,1,1,30,4,7,.571,2,3,.667,2,4,.500,.714,1,4,.250,1,2,3,12,1,0,1,0,11,0,,jamesle01
401,David Jones García,24,SAS,SF,4,0,18,5,8,.625,0,0,,5,8,.625,.625,1,3,.333,2,2,4,6,0,0,0,2,11,0,,jonesda06
402,Zeke Nnaji,25,DEN,PF,6,0,21,4,7,.571,1,4,.250,3,3,1.000,.643,2,3,.667,1,1,2,2,0,0,2,7,11,0,,nnajize01
403,Jericho Sims,27,MIL,C,10,0,73,4,6,.667,0,0,,4,6,.667,.667,3,4,.750,8,10,18,4,1,2,4,6,11,0,,simsje01
404,Pete Nance,25,MIL,PF,1,0,4,4,5,.800,2,3,.667,2,2,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,10,0,,nancepe01
405,Kevin Porter Jr.,25,MIL,PG,1,1,9,3,5,.600,2,3,.667,1,2,.500,.800,2,2,1.000,0,0,0,2,1,0,0,0,10,0,,porteke02
406,Luke Travers,24,CLE,SG,6,0,47,2,16,.125,0,6,.000,2,10,.200,.125,6,6,1.000,4,7,11,4,3,4,1,2,10,0,,travelu01
407,Paul George,35,PHI,PF,1,1,21,2,9,.222,1,4,.250,1,5,.200,.278,4,7,.571,0,7,7,3,0,2,1,0,9,0,,georgpa01
408,Anthony Gill,33,WAS,PF,5,0,13,3,4,.750,1,1,1.000,2,3,.667,.875,2,2,1.000,1,3,4,0,0,0,2,1,9,0,,gillan01
409,DeAndre Jordan,37,NOP,C,2,1,23,4,5,.800,0,0,,4,5,.800,.800,1,2,.500,4,6,10,0,0,0,1,1,9,0,,jordade01
410,Johnny Juzang,24,MIN,SG,7,0,21,3,9,.333,2,7,.286,1,2,.500,.444,1,2,.500,1,2,3,1,0,0,1,3,9,0,,juzanjo01
411,Riley Minix,25,SAS,SF,3,0,8,4,6,.667,1,3,.333,3,3,1.000,.750,0,0,,1,1,2,1,1,0,0,1,9,0,,minixri01
412,Antonio Reeves,25,CHO,SG,2,0,21,3,6,.500,3,5,.600,0,1,.000,.750,0,0,,1,1,2,0,0,0,0,1,9,0,,reevean01
413,Rayan Rupert,21,POR,SG,8,0,49,3,11,.273,1,7,.143,2,4,.500,.318,2,4,.500,1,8,9,2,3,0,2,8,9,0,,ruperra01
414,Johnny Furphy,21,IND,SG,3,0,37,3,6,.500,2,3,.667,1,3,.333,.667,0,0,,1,5,6,0,2,0,3,4,8,0,,furphjo01
